dataset_pid,dataset_pid_url,dataset_url,publication_date,dataset_version_number,dataset_version_create_time,dataverse_collection_alias,topicClassValue,topicClassVocab,topicClassVocabURI,keywordValue,keywordTermURI,keywordVocabulary,keywordVocabularyURI
doi:10.7910/DVN/ALDXWI,https://doi.org/10.7910/DVN/ALDXWI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ALDXWI,,DRAFT,2023-07-20T01:53:55Z,MORU,"Malaria, Vivax",MeSH,http://id.nlm.nih.gov/mesh/D016780,Chloroquine,,MeSH,http://id.nlm.nih.gov/mesh/D002738
doi:10.7910/DVN/ASM4DC,https://doi.org/10.7910/DVN/ASM4DC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ASM4DC,,DRAFT,2023-07-27T06:30:25Z,MORU,Respiratory Tract Infections,MeSH,http://id.nlm.nih.gov/mesh/D012141,Anti-Bacterial Agents,,MeSH,http://id.nlm.nih.gov/mesh/D000900
doi:10.7910/DVN/ASM4DC,https://doi.org/10.7910/DVN/ASM4DC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ASM4DC,,DRAFT,2023-07-27T06:30:25Z,MORU,Respiratory Tract Infections,MeSH,http://id.nlm.nih.gov/mesh/D012141,Primary Health Care,,MeSH,http://id.nlm.nih.gov/mesh/D011320
doi:10.7910/DVN/ASM4DC,https://doi.org/10.7910/DVN/ASM4DC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ASM4DC,,DRAFT,2023-07-27T06:30:25Z,MORU,Respiratory Tract Infections,MeSH,http://id.nlm.nih.gov/mesh/D012141,Fever,,MeSH,http://id.nlm.nih.gov/mesh/D005334
doi:10.7910/DVN/ASM4DC,https://doi.org/10.7910/DVN/ASM4DC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ASM4DC,,DRAFT,2023-07-27T06:30:25Z,MORU,Respiratory Tract Infections,MeSH,http://id.nlm.nih.gov/mesh/D012141,Respiratory Tract Infections,,MeSH,http://id.nlm.nih.gov/mesh/D012141
doi:10.7910/DVN/ASM4DC,https://doi.org/10.7910/DVN/ASM4DC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ASM4DC,,DRAFT,2023-07-27T06:30:25Z,MORU,Respiratory Tract Infections,MeSH,http://id.nlm.nih.gov/mesh/D012141,Amoxicillin,,MeSH,http://id.nlm.nih.gov/mesh/D000658
doi:10.7910/DVN/ASM4DC,https://doi.org/10.7910/DVN/ASM4DC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ASM4DC,,DRAFT,2023-07-27T06:30:25Z,MORU,Respiratory Tract Infections,MeSH,http://id.nlm.nih.gov/mesh/D012141,Dicloxacillin,,MeSH,http://id.nlm.nih.gov/mesh/D004009
doi:10.7910/DVN/ASM4DC,https://doi.org/10.7910/DVN/ASM4DC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ASM4DC,,DRAFT,2023-07-27T06:30:25Z,MORU,Respiratory Tract Infections,MeSH,http://id.nlm.nih.gov/mesh/D012141,Norfloxacin,,MeSH,http://id.nlm.nih.gov/mesh/D009643
doi:10.7910/DVN/ASM4DC,https://doi.org/10.7910/DVN/ASM4DC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ASM4DC,,DRAFT,2023-07-27T06:30:25Z,MORU,Respiratory Tract Infections,MeSH,http://id.nlm.nih.gov/mesh/D012141,"Trimethoprim, Sulfamethoxazole Drug Combination",,MeSH,http://id.nlm.nih.gov/mesh/D015662
doi:10.7910/DVN/ASM4DC,https://doi.org/10.7910/DVN/ASM4DC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ASM4DC,,DRAFT,2023-07-27T06:30:25Z,MORU,Respiratory Tract Infections,MeSH,http://id.nlm.nih.gov/mesh/D012141,Penicillins,,MeSH,http://id.nlm.nih.gov/mesh/D010406
doi:10.7910/DVN/ASM4DC,https://doi.org/10.7910/DVN/ASM4DC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ASM4DC,,DRAFT,2023-07-27T06:30:25Z,MORU,Respiratory Tract Infections,MeSH,http://id.nlm.nih.gov/mesh/D012141,Roxithromycin,,MeSH,http://id.nlm.nih.gov/mesh/D015575
doi:10.7910/DVN/ASM4DC,https://doi.org/10.7910/DVN/ASM4DC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ASM4DC,,DRAFT,2023-07-27T06:30:25Z,MORU,Respiratory Tract Infections,MeSH,http://id.nlm.nih.gov/mesh/D012141,Metronidazole,,MeSH,http://id.nlm.nih.gov/mesh/D008795
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,Respiratory Distress Syndrome,MeSH,http://id.nlm.nih.gov/mesh/D012128,"Respiration, Artificial",,MeSH,http://id.nlm.nih.gov/mesh/D012121
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,Respiratory Distress Syndrome,MeSH,http://id.nlm.nih.gov/mesh/D012128,Respiratory Distress Syndrome,,MeSH,http://id.nlm.nih.gov/mesh/D012128
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,Respiratory Distress Syndrome,MeSH,http://id.nlm.nih.gov/mesh/D012128,Intensive Care Units,,MeSH,http://id.nlm.nih.gov/mesh/D007362
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,Respiratory Distress Syndrome,MeSH,http://id.nlm.nih.gov/mesh/D012128,Respiratory Insufficiency,,MeSH,http://id.nlm.nih.gov/mesh/D012131
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,Respiratory Distress Syndrome,MeSH,http://id.nlm.nih.gov/mesh/D012128,Practice Guideline,,MeSH,http://id.nlm.nih.gov/mesh/D017065
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,Respiratory Insufficiency,MeSH,http://id.nlm.nih.gov/mesh/D012131,"Respiration, Artificial",,MeSH,http://id.nlm.nih.gov/mesh/D012121
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,Respiratory Insufficiency,MeSH,http://id.nlm.nih.gov/mesh/D012131,Respiratory Distress Syndrome,,MeSH,http://id.nlm.nih.gov/mesh/D012128
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,Respiratory Insufficiency,MeSH,http://id.nlm.nih.gov/mesh/D012131,Intensive Care Units,,MeSH,http://id.nlm.nih.gov/mesh/D007362
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,Respiratory Insufficiency,MeSH,http://id.nlm.nih.gov/mesh/D012131,Respiratory Insufficiency,,MeSH,http://id.nlm.nih.gov/mesh/D012131
doi:10.7910/DVN/BFB2RU,https://doi.org/10.7910/DVN/BFB2RU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFB2RU,,DRAFT,2023-09-21T05:04:05Z,MORU,Respiratory Insufficiency,MeSH,http://id.nlm.nih.gov/mesh/D012131,Practice Guideline,,MeSH,http://id.nlm.nih.gov/mesh/D017065
doi:10.7910/DVN/BJWIUC,https://doi.org/10.7910/DVN/BJWIUC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BJWIUC,,DRAFT,2023-10-02T01:06:19Z,MORU,Severe Dengue,MeSH,http://id.nlm.nih.gov/mesh/D019595,Severe Dengue,,MeSH,http://id.nlm.nih.gov/mesh/D019595
doi:10.7910/DVN/BJWIUC,https://doi.org/10.7910/DVN/BJWIUC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BJWIUC,,DRAFT,2023-10-02T01:06:19Z,MORU,Severe Dengue,MeSH,http://id.nlm.nih.gov/mesh/D019595,Ivermectin,,MeSH,http://id.nlm.nih.gov/mesh/D007559
doi:10.7910/DVN/BJWIUC,https://doi.org/10.7910/DVN/BJWIUC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BJWIUC,,DRAFT,2023-10-02T01:06:19Z,MORU,Severe Dengue,MeSH,http://id.nlm.nih.gov/mesh/D019595,Pharmacokinetics,,MeSH,http://id.nlm.nih.gov/mesh/D010599
doi:10.7910/DVN/CJI8NI,https://doi.org/10.7910/DVN/CJI8NI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CJI8NI,,DRAFT,2023-09-12T03:28:09Z,MORU,"Pneumonia, Pneumococcal",MeSH,http://id.nlm.nih.gov/mesh/D011018,"Pneumonia, Pneumococcal",,MeSH,http://id.nlm.nih.gov/mesh/D011018
doi:10.7910/DVN/CJI8NI,https://doi.org/10.7910/DVN/CJI8NI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CJI8NI,,DRAFT,2023-09-12T03:28:09Z,MORU,"Pneumonia, Pneumococcal",MeSH,http://id.nlm.nih.gov/mesh/D011018,Microbial Sensitivity Tests,,MeSH,http://id.nlm.nih.gov/mesh/D008826
doi:10.7910/DVN/CJI8NI,https://doi.org/10.7910/DVN/CJI8NI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CJI8NI,,DRAFT,2023-09-12T03:28:09Z,MORU,"Pneumonia, Pneumococcal",MeSH,http://id.nlm.nih.gov/mesh/D011018,Streptococcus pneumoniae,,MeSH,http://id.nlm.nih.gov/mesh/D013296
doi:10.7910/DVN/D6A04W,https://doi.org/10.7910/DVN/D6A04W,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D6A04W,,DRAFT,2023-10-01T23:38:53Z,MORU,Sepsis,MeSH,http://id.nlm.nih.gov/mesh/D018805,Sepsis,,MeSH,http://id.nlm.nih.gov/mesh/D018805
doi:10.7910/DVN/D6A04W,https://doi.org/10.7910/DVN/D6A04W,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D6A04W,,DRAFT,2023-10-01T23:38:53Z,MORU,Sepsis,MeSH,http://id.nlm.nih.gov/mesh/D018805,Malaria,,MeSH,http://id.nlm.nih.gov/mesh/D008288
doi:10.7910/DVN/D6A04W,https://doi.org/10.7910/DVN/D6A04W,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D6A04W,,DRAFT,2023-10-01T23:38:53Z,MORU,Sepsis,MeSH,http://id.nlm.nih.gov/mesh/D018805,Vasoconstrictor Agents,,MeSH,http://id.nlm.nih.gov/mesh/D014662
doi:10.7910/DVN/D6A04W,https://doi.org/10.7910/DVN/D6A04W,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D6A04W,,DRAFT,2023-10-01T23:38:53Z,MORU,Sepsis,MeSH,http://id.nlm.nih.gov/mesh/D018805,Fluid Therapy,,MeSH,http://id.nlm.nih.gov/mesh/D005440
doi:10.7910/DVN/D6A04W,https://doi.org/10.7910/DVN/D6A04W,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D6A04W,,DRAFT,2023-10-01T23:38:53Z,MORU,Malaria,MeSH,http://id.nlm.nih.gov/mesh/D008288,Sepsis,,MeSH,http://id.nlm.nih.gov/mesh/D018805
doi:10.7910/DVN/D6A04W,https://doi.org/10.7910/DVN/D6A04W,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D6A04W,,DRAFT,2023-10-01T23:38:53Z,MORU,Malaria,MeSH,http://id.nlm.nih.gov/mesh/D008288,Malaria,,MeSH,http://id.nlm.nih.gov/mesh/D008288
doi:10.7910/DVN/D6A04W,https://doi.org/10.7910/DVN/D6A04W,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D6A04W,,DRAFT,2023-10-01T23:38:53Z,MORU,Malaria,MeSH,http://id.nlm.nih.gov/mesh/D008288,Vasoconstrictor Agents,,MeSH,http://id.nlm.nih.gov/mesh/D014662
doi:10.7910/DVN/D6A04W,https://doi.org/10.7910/DVN/D6A04W,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D6A04W,,DRAFT,2023-10-01T23:38:53Z,MORU,Malaria,MeSH,http://id.nlm.nih.gov/mesh/D008288,Fluid Therapy,,MeSH,http://id.nlm.nih.gov/mesh/D005440
doi:10.7910/DVN/D7BTO5,https://doi.org/10.7910/DVN/D7BTO5,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D7BTO5,,DRAFT,2023-10-02T05:15:15Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/D7BTO5,https://doi.org/10.7910/DVN/D7BTO5,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D7BTO5,,DRAFT,2023-10-02T05:15:15Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,Antimalarials,,MeSH,http://id.nlm.nih.gov/mesh/D000962
doi:10.7910/DVN/D7BTO5,https://doi.org/10.7910/DVN/D7BTO5,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D7BTO5,,DRAFT,2023-10-02T05:15:15Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,Rapid Diagnostic Tests,,MeSH,http://id.nlm.nih.gov/mesh/D000092025
doi:10.7910/DVN/D7BTO5,https://doi.org/10.7910/DVN/D7BTO5,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D7BTO5,,DRAFT,2023-10-02T05:15:15Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/DH3DT3,https://doi.org/10.7910/DVN/DH3DT3,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DH3DT3,,DRAFT,2023-08-08T02:57:54Z,MORU,Malaria,MeSH,http://id.nlm.nih.gov/mesh/D008288,Malaria,,MeSH,http://id.nlm.nih.gov/mesh/D008288
doi:10.7910/DVN/DH3DT3,https://doi.org/10.7910/DVN/DH3DT3,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DH3DT3,,DRAFT,2023-08-08T02:57:54Z,MORU,Malaria,MeSH,http://id.nlm.nih.gov/mesh/D008288,Drug Combinations,,MeSH,http://id.nlm.nih.gov/mesh/D004338
doi:10.7910/DVN/DH3DT3,https://doi.org/10.7910/DVN/DH3DT3,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DH3DT3,,DRAFT,2023-08-08T02:57:54Z,MORU,Malaria,MeSH,http://id.nlm.nih.gov/mesh/D008288,Pharmacokinetics,,MeSH,http://id.nlm.nih.gov/mesh/D010599
doi:10.7910/DVN/DH3DT3,https://doi.org/10.7910/DVN/DH3DT3,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DH3DT3,,DRAFT,2023-08-08T02:57:54Z,MORU,Malaria,MeSH,http://id.nlm.nih.gov/mesh/D008288,Ivermectin,,MeSH,http://id.nlm.nih.gov/mesh/D007559
doi:10.7910/DVN/DH3DT3,https://doi.org/10.7910/DVN/DH3DT3,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DH3DT3,,DRAFT,2023-08-08T02:57:54Z,MORU,Malaria,MeSH,http://id.nlm.nih.gov/mesh/D008288,Primaquine,,MeSH,http://id.nlm.nih.gov/mesh/D011319
doi:10.7910/DVN/DH3DT3,https://doi.org/10.7910/DVN/DH3DT3,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DH3DT3,,DRAFT,2023-08-08T02:57:54Z,MORU,Malaria,MeSH,http://id.nlm.nih.gov/mesh/D008288,Albendazole,,MeSH,http://id.nlm.nih.gov/mesh/D015766
doi:10.7910/DVN/DH3DT3,https://doi.org/10.7910/DVN/DH3DT3,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DH3DT3,,DRAFT,2023-08-08T02:57:54Z,MORU,Malaria,MeSH,http://id.nlm.nih.gov/mesh/D008288,Anopheles,,MeSH,http://id.nlm.nih.gov/mesh/D000852
doi:10.7910/DVN/DXUDIY,https://doi.org/10.7910/DVN/DXUDIY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DXUDIY,,DRAFT,2023-09-25T12:49:27Z,MORU,Cross Infection,MeSH,http://id.nlm.nih.gov/mesh/D003428,Cross Infection,,MeSH,http://id.nlm.nih.gov/mesh/D003428
doi:10.7910/DVN/DXUDIY,https://doi.org/10.7910/DVN/DXUDIY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DXUDIY,,DRAFT,2023-09-25T12:49:27Z,MORU,Cross Infection,MeSH,http://id.nlm.nih.gov/mesh/D003428,Staphylococcus aureus,,MeSH,http://id.nlm.nih.gov/mesh/D013211
doi:10.7910/DVN/DXUDIY,https://doi.org/10.7910/DVN/DXUDIY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DXUDIY,,DRAFT,2023-09-25T12:49:27Z,MORU,Cross Infection,MeSH,http://id.nlm.nih.gov/mesh/D003428,Enterococcus,,MeSH,http://id.nlm.nih.gov/mesh/D016983
doi:10.7910/DVN/DXUDIY,https://doi.org/10.7910/DVN/DXUDIY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DXUDIY,,DRAFT,2023-09-25T12:49:27Z,MORU,Cross Infection,MeSH,http://id.nlm.nih.gov/mesh/D003428,Escherichia coli,,MeSH,http://id.nlm.nih.gov/mesh/D004926
doi:10.7910/DVN/DXUDIY,https://doi.org/10.7910/DVN/DXUDIY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DXUDIY,,DRAFT,2023-09-25T12:49:27Z,MORU,Cross Infection,MeSH,http://id.nlm.nih.gov/mesh/D003428,Klebsiella pneumoniae,,MeSH,http://id.nlm.nih.gov/mesh/D007711
doi:10.7910/DVN/DXUDIY,https://doi.org/10.7910/DVN/DXUDIY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DXUDIY,,DRAFT,2023-09-25T12:49:27Z,MORU,Cross Infection,MeSH,http://id.nlm.nih.gov/mesh/D003428,Pseudomonas aeruginosa,,MeSH,http://id.nlm.nih.gov/mesh/D011550
doi:10.7910/DVN/DXUDIY,https://doi.org/10.7910/DVN/DXUDIY,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DXUDIY,,DRAFT,2023-09-25T12:49:27Z,MORU,Cross Infection,MeSH,http://id.nlm.nih.gov/mesh/D003428,Acinetobacter,,MeSH,http://id.nlm.nih.gov/mesh/D000150
doi:10.7910/DVN/EP47MG,https://doi.org/10.7910/DVN/EP47MG,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EP47MG,,DRAFT,2023-11-14T03:33:43Z,MORU,Acute Disease,MeSH,http://id.nlm.nih.gov/mesh/D000208,Health Behavior,,MeSH,http://id.nlm.nih.gov/mesh/D015438
doi:10.7910/DVN/EP47MG,https://doi.org/10.7910/DVN/EP47MG,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EP47MG,,DRAFT,2023-11-14T03:33:43Z,MORU,Acute Disease,MeSH,http://id.nlm.nih.gov/mesh/D000208,Acute Disease,,MeSH,http://id.nlm.nih.gov/mesh/D000208
doi:10.7910/DVN/EP47MG,https://doi.org/10.7910/DVN/EP47MG,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EP47MG,,DRAFT,2023-11-14T03:33:43Z,MORU,Acute Disease,MeSH,http://id.nlm.nih.gov/mesh/D000208,Fever,,MeSH,http://id.nlm.nih.gov/mesh/D005334
doi:10.7910/DVN/EP47MG,https://doi.org/10.7910/DVN/EP47MG,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EP47MG,,DRAFT,2023-11-14T03:33:43Z,MORU,Acute Disease,MeSH,http://id.nlm.nih.gov/mesh/D000208,Interview,,MeSH,http://id.nlm.nih.gov/mesh/D017203
doi:10.7910/DVN/EP47MG,https://doi.org/10.7910/DVN/EP47MG,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EP47MG,,DRAFT,2023-11-14T03:33:43Z,MORU,Acute Disease,MeSH,http://id.nlm.nih.gov/mesh/D000208,Focus Groups,,MeSH,http://id.nlm.nih.gov/mesh/D017144
doi:10.7910/DVN/ERW72X,https://doi.org/10.7910/DVN/ERW72X,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ERW72X,,DRAFT,2023-10-02T02:29:21Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/ERW72X,https://doi.org/10.7910/DVN/ERW72X,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ERW72X,,DRAFT,2023-10-02T02:29:21Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/ERW72X,https://doi.org/10.7910/DVN/ERW72X,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ERW72X,,DRAFT,2023-10-02T02:29:21Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,Artemisinins,,MeSH,http://id.nlm.nih.gov/mesh/D037621
doi:10.7910/DVN/ERW72X,https://doi.org/10.7910/DVN/ERW72X,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ERW72X,,DRAFT,2023-10-02T02:29:21Z,MORU,"Malaria, Falciparum",MeSH,http://id.nlm.nih.gov/mesh/D016778,Antimalarials,,MeSH,http://id.nlm.nih.gov/mesh/D000962
doi:10.7910/DVN/FAXQNQ,https://doi.org/10.7910/DVN/FAXQNQ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FAXQNQ,,DRAFT,2023-08-22T04:55:20Z,MORU,Jaundice,MeSH,http://id.nlm.nih.gov/mesh/D007565,Bilirubin,,MeSH,http://id.nlm.nih.gov/mesh/D001663
doi:10.7910/DVN/FAXQNQ,https://doi.org/10.7910/DVN/FAXQNQ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FAXQNQ,,DRAFT,2023-08-22T04:55:20Z,MORU,Jaundice,MeSH,http://id.nlm.nih.gov/mesh/D007565,Resource-Limited Settings,,MeSH,http://id.nlm.nih.gov/mesh/D000092943
doi:10.7910/DVN/FAXQNQ,https://doi.org/10.7910/DVN/FAXQNQ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FAXQNQ,,DRAFT,2023-08-22T04:55:20Z,MORU,Jaundice,MeSH,http://id.nlm.nih.gov/mesh/D007565,Jaundice,,MeSH,http://id.nlm.nih.gov/mesh/D007565
doi:10.7910/DVN/FI9GLI,https://doi.org/10.7910/DVN/FI9GLI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FI9GLI,,DRAFT,2023-03-28T11:11:01Z,MORU,,,,Data sharing,,,
doi:10.7910/DVN/FOFRRE,https://doi.org/10.7910/DVN/FOFRRE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FOFRRE,,DRAFT,2023-10-17T03:50:23Z,MORU,Bacterial Infections,MeSH,http://id.nlm.nih.gov/mesh/D001424,"Antigens, Bacterial",,MeSH,http://id.nlm.nih.gov/mesh/D000942
doi:10.7910/DVN/FOFRRE,https://doi.org/10.7910/DVN/FOFRRE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FOFRRE,,DRAFT,2023-10-17T03:50:23Z,MORU,Bacterial Infections,MeSH,http://id.nlm.nih.gov/mesh/D001424,Bacterial Infections,,MeSH,http://id.nlm.nih.gov/mesh/D001424
doi:10.7910/DVN/FOFRRE,https://doi.org/10.7910/DVN/FOFRRE,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FOFRRE,,DRAFT,2023-10-17T03:50:23Z,MORU,Bacterial Infections,MeSH,http://id.nlm.nih.gov/mesh/D001424,"Drug Resistance, Microbial",,MeSH,http://id.nlm.nih.gov/mesh/D004352
doi:10.7910/DVN/G0GSYC,https://doi.org/10.7910/DVN/G0GSYC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G0GSYC,,DRAFT,2023-08-14T13:24:31Z,MORU,"Malaria, Vivax",MeSH,http://id.nlm.nih.gov/mesh/D016780,Glucosephosphate Dehydrogenase,,MeSH,http://id.nlm.nih.gov/mesh/D005954
doi:10.7910/DVN/G0GSYC,https://doi.org/10.7910/DVN/G0GSYC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G0GSYC,,DRAFT,2023-08-14T13:24:31Z,MORU,"Malaria, Vivax",MeSH,http://id.nlm.nih.gov/mesh/D016780,"Malaria, Vivax",,MeSH,http://id.nlm.nih.gov/mesh/D016780
doi:10.7910/DVN/G0GSYC,https://doi.org/10.7910/DVN/G0GSYC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G0GSYC,,DRAFT,2023-08-14T13:24:31Z,MORU,"Malaria, Vivax",MeSH,http://id.nlm.nih.gov/mesh/D016780,Plasmodium vivax,,MeSH,http://id.nlm.nih.gov/mesh/D010966
doi:10.7910/DVN/G0GSYC,https://doi.org/10.7910/DVN/G0GSYC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G0GSYC,,DRAFT,2023-08-14T13:24:31Z,MORU,"Malaria, Vivax",MeSH,http://id.nlm.nih.gov/mesh/D016780,Hemoglobins,,MeSH,http://id.nlm.nih.gov/mesh/D006454
