dataset_pid,dataset_pid_url,dataset_url,publication_date,dataset_version_number,dataset_version_create_time,dataverse_collection_alias,keywordValue,keywordTermURI,keywordVocabulary,keywordVocabularyURI
doi:10.7910/DVN/FAXQNQ,https://doi.org/10.7910/DVN/FAXQNQ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FAXQNQ,,DRAFT,2023-08-22T04:55:20Z,MORU,Jaundice,,MeSH,http://id.nlm.nih.gov/mesh/D007565
doi:10.7910/DVN/V2386C,https://doi.org/10.7910/DVN/V2386C,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/V2386C,,DRAFT,2023-08-23T06:55:13Z,MORU,Scrub Typhus,,MeSH,http://id.nlm.nih.gov/mesh/D012612
doi:10.7910/DVN/V2386C,https://doi.org/10.7910/DVN/V2386C,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/V2386C,,DRAFT,2023-08-23T06:55:13Z,MORU,Immunoglobulin M,,MeSH,http://id.nlm.nih.gov/mesh/D007075
doi:10.7910/DVN/V2386C,https://doi.org/10.7910/DVN/V2386C,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/V2386C,,DRAFT,2023-08-23T06:55:13Z,MORU,T-Lymphocytes,,MeSH,http://id.nlm.nih.gov/mesh/D013601
doi:10.7910/DVN/KBIFHQ,https://doi.org/10.7910/DVN/KBIFHQ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KBIFHQ,,DRAFT,2023-08-15T03:55:18Z,MORU,Information Dissemination,,MeSH,http://id.nlm.nih.gov/mesh/D033181
doi:10.7910/DVN/KBIFHQ,https://doi.org/10.7910/DVN/KBIFHQ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KBIFHQ,,DRAFT,2023-08-15T03:55:18Z,MORU,Interview,,MeSH,http://id.nlm.nih.gov/mesh/D017203
doi:10.7910/DVN/KBIFHQ,https://doi.org/10.7910/DVN/KBIFHQ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KBIFHQ,,DRAFT,2023-08-15T03:55:18Z,MORU,Focus Groups,,MeSH,http://id.nlm.nih.gov/mesh/D017144
doi:10.7910/DVN/KBIFHQ,https://doi.org/10.7910/DVN/KBIFHQ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KBIFHQ,,DRAFT,2023-08-15T03:55:18Z,MORU,Qualitative Research,,MeSH,http://id.nlm.nih.gov/mesh/D036301
doi:10.7910/DVN/KBIFHQ,https://doi.org/10.7910/DVN/KBIFHQ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KBIFHQ,,DRAFT,2023-08-15T03:55:18Z,MORU,Ethics,,MeSH,http://id.nlm.nih.gov/mesh/D004989
doi:10.7910/DVN/USSSI1,https://doi.org/10.7910/DVN/USSSI1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/USSSI1,,DRAFT,2023-08-15T04:32:44Z,MORU,Scrub Typhus,,MeSH,http://id.nlm.nih.gov/mesh/D012612
doi:10.7910/DVN/USSSI1,https://doi.org/10.7910/DVN/USSSI1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/USSSI1,,DRAFT,2023-08-15T04:32:44Z,MORU,"Typhus, Endemic Flea-Borne",,MeSH,http://id.nlm.nih.gov/mesh/D014437
doi:10.7910/DVN/USSSI1,https://doi.org/10.7910/DVN/USSSI1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/USSSI1,,DRAFT,2023-08-15T04:32:44Z,MORU,Dengue Virus,,MeSH,http://id.nlm.nih.gov/mesh/D003716
doi:10.7910/DVN/USSSI1,https://doi.org/10.7910/DVN/USSSI1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/USSSI1,,DRAFT,2023-08-15T04:32:44Z,MORU,Enzyme-Linked Immunosorbent Assay,,MeSH,http://id.nlm.nih.gov/mesh/D004797
doi:10.7910/DVN/QODGTI,https://doi.org/10.7910/DVN/QODGTI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QODGTI,,DRAFT,2023-10-02T08:13:14Z,MORU,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/QODGTI,https://doi.org/10.7910/DVN/QODGTI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QODGTI,,DRAFT,2023-10-02T08:13:14Z,MORU,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/QODGTI,https://doi.org/10.7910/DVN/QODGTI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QODGTI,,DRAFT,2023-10-02T08:13:14Z,MORU,Glucosephosphate Dehydrogenase Deficiency,,MeSH,http://id.nlm.nih.gov/mesh/D005955
doi:10.7910/DVN/QODGTI,https://doi.org/10.7910/DVN/QODGTI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QODGTI,,DRAFT,2023-10-02T08:13:14Z,MORU,"Artemether, Lumefantrine Drug Combination",,MeSH,http://id.nlm.nih.gov/mesh/D000077611
doi:10.7910/DVN/QODGTI,https://doi.org/10.7910/DVN/QODGTI,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QODGTI,,DRAFT,2023-10-02T08:13:14Z,MORU,Primaquine,,MeSH,http://id.nlm.nih.gov/mesh/D011319
doi:10.7910/DVN/QFVBTK,https://doi.org/10.7910/DVN/QFVBTK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QFVBTK,,DRAFT,2023-10-04T02:44:49Z,MORU,Glucosephosphate Dehydrogenase Deficiency,,MeSH,http://id.nlm.nih.gov/mesh/D005955
doi:10.7910/DVN/QFVBTK,https://doi.org/10.7910/DVN/QFVBTK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QFVBTK,,DRAFT,2023-10-04T02:44:49Z,MORU,"Malaria, Vivax",,MeSH,http://id.nlm.nih.gov/mesh/D016780
doi:10.7910/DVN/QFVBTK,https://doi.org/10.7910/DVN/QFVBTK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QFVBTK,,DRAFT,2023-10-04T02:44:49Z,MORU,Plasmodium vivax,,MeSH,http://id.nlm.nih.gov/mesh/D010966
doi:10.7910/DVN/QFVBTK,https://doi.org/10.7910/DVN/QFVBTK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QFVBTK,,DRAFT,2023-10-04T02:44:49Z,MORU,Chloroquine,,MeSH,http://id.nlm.nih.gov/mesh/D002738
doi:10.7910/DVN/QFVBTK,https://doi.org/10.7910/DVN/QFVBTK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QFVBTK,,DRAFT,2023-10-04T02:44:49Z,MORU,Primaquine,,MeSH,http://id.nlm.nih.gov/mesh/D011319
doi:10.7910/DVN/G9B9YA,https://doi.org/10.7910/DVN/G9B9YA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G9B9YA,,DRAFT,2023-10-04T07:56:30Z,MORU,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/G9B9YA,https://doi.org/10.7910/DVN/G9B9YA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G9B9YA,,DRAFT,2023-10-04T07:56:30Z,MORU,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/G9B9YA,https://doi.org/10.7910/DVN/G9B9YA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G9B9YA,,DRAFT,2023-10-04T07:56:30Z,MORU,Drug Combinations,,MeSH,http://id.nlm.nih.gov/mesh/D004338
doi:10.7910/DVN/G9B9YA,https://doi.org/10.7910/DVN/G9B9YA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G9B9YA,,DRAFT,2023-10-04T07:56:30Z,MORU,Mefloquine,,MeSH,http://id.nlm.nih.gov/mesh/D015767
doi:10.7910/DVN/G9B9YA,https://doi.org/10.7910/DVN/G9B9YA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/G9B9YA,,DRAFT,2023-10-04T07:56:30Z,MORU,"Artemether, Lumefantrine Drug Combination",,MeSH,http://id.nlm.nih.gov/mesh/D000077611
doi:10.7910/DVN/OLVLPU,https://doi.org/10.7910/DVN/OLVLPU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OLVLPU,,DRAFT,2023-10-05T05:51:07Z,MORU,Child Abuse,,MeSH,http://id.nlm.nih.gov/mesh/D002649
doi:10.7910/DVN/OLVLPU,https://doi.org/10.7910/DVN/OLVLPU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OLVLPU,,DRAFT,2023-10-05T05:51:07Z,MORU,Parent-Child Relations,,MeSH,http://id.nlm.nih.gov/mesh/D010287
doi:10.7910/DVN/OLVLPU,https://doi.org/10.7910/DVN/OLVLPU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OLVLPU,,DRAFT,2023-10-05T05:51:07Z,MORU,Domestic Violence,,MeSH,http://id.nlm.nih.gov/mesh/D017579
doi:10.7910/DVN/OLVLPU,https://doi.org/10.7910/DVN/OLVLPU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OLVLPU,,DRAFT,2023-10-05T05:51:07Z,MORU,Child Behavior,,MeSH,http://id.nlm.nih.gov/mesh/D002652
doi:10.7910/DVN/OLVLPU,https://doi.org/10.7910/DVN/OLVLPU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OLVLPU,,DRAFT,2023-10-05T05:51:07Z,MORU,Problem Behavior,,MeSH,http://id.nlm.nih.gov/mesh/D000066553
doi:10.7910/DVN/OLVLPU,https://doi.org/10.7910/DVN/OLVLPU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OLVLPU,,DRAFT,2023-10-05T05:51:07Z,MORU,Depression,,MeSH,http://id.nlm.nih.gov/mesh/D003863
doi:10.7910/DVN/OLVLPU,https://doi.org/10.7910/DVN/OLVLPU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OLVLPU,,DRAFT,2023-10-05T05:51:07Z,MORU,Parenting,,MeSH,http://id.nlm.nih.gov/mesh/D016487
doi:10.7910/DVN/OLVLPU,https://doi.org/10.7910/DVN/OLVLPU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OLVLPU,,DRAFT,2023-10-05T05:51:07Z,MORU,Emotion-Focused Therapy,,MeSH,http://id.nlm.nih.gov/mesh/D004505
doi:10.7910/DVN/OLVLPU,https://doi.org/10.7910/DVN/OLVLPU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OLVLPU,,DRAFT,2023-10-05T05:51:07Z,MORU,Expressed Emotion,,MeSH,http://id.nlm.nih.gov/mesh/D019260
doi:10.7910/DVN/OLVLPU,https://doi.org/10.7910/DVN/OLVLPU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OLVLPU,,DRAFT,2023-10-05T05:51:07Z,MORU,Communication,,MeSH,http://id.nlm.nih.gov/mesh/D003142
doi:10.7910/DVN/NY7STB,https://doi.org/10.7910/DVN/NY7STB,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NY7STB,,DRAFT,2023-10-05T10:34:54Z,MORU,Dengue,,MeSH,http://id.nlm.nih.gov/mesh/D003715
doi:10.7910/DVN/NY7STB,https://doi.org/10.7910/DVN/NY7STB,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NY7STB,,DRAFT,2023-10-05T10:34:54Z,MORU,Vector Borne Diseases,,MeSH,http://id.nlm.nih.gov/mesh/D000079426
doi:10.7910/DVN/NY7STB,https://doi.org/10.7910/DVN/NY7STB,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NY7STB,,DRAFT,2023-10-05T10:34:54Z,MORU,Entomology,,MeSH,http://id.nlm.nih.gov/mesh/D004772
doi:10.7910/DVN/NY7STB,https://doi.org/10.7910/DVN/NY7STB,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NY7STB,,DRAFT,2023-10-05T10:34:54Z,MORU,"Health Knowledge, Attitudes, Practice",,MeSH,http://id.nlm.nih.gov/mesh/D007722
doi:10.7910/DVN/NY7STB,https://doi.org/10.7910/DVN/NY7STB,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NY7STB,,DRAFT,2023-10-05T10:34:54Z,MORU,Behavior and Behavior Mechanisms,,MeSH,http://id.nlm.nih.gov/mesh/D001520
doi:10.7910/DVN/D6A04W,https://doi.org/10.7910/DVN/D6A04W,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D6A04W,,DRAFT,2023-10-01T23:38:53Z,MORU,Sepsis,,MeSH,http://id.nlm.nih.gov/mesh/D018805
doi:10.7910/DVN/D6A04W,https://doi.org/10.7910/DVN/D6A04W,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D6A04W,,DRAFT,2023-10-01T23:38:53Z,MORU,Malaria,,MeSH,http://id.nlm.nih.gov/mesh/D008288
doi:10.7910/DVN/D6A04W,https://doi.org/10.7910/DVN/D6A04W,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D6A04W,,DRAFT,2023-10-01T23:38:53Z,MORU,Vasoconstrictor Agents,,MeSH,http://id.nlm.nih.gov/mesh/D014662
doi:10.7910/DVN/D6A04W,https://doi.org/10.7910/DVN/D6A04W,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D6A04W,,DRAFT,2023-10-01T23:38:53Z,MORU,Fluid Therapy,,MeSH,http://id.nlm.nih.gov/mesh/D005440
doi:10.7910/DVN/O5NTBJ,https://doi.org/10.7910/DVN/O5NTBJ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/O5NTBJ,,DRAFT,2023-10-02T00:19:03Z,MORU,Malaria,,MeSH,http://id.nlm.nih.gov/mesh/D008288
doi:10.7910/DVN/O5NTBJ,https://doi.org/10.7910/DVN/O5NTBJ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/O5NTBJ,,DRAFT,2023-10-02T00:19:03Z,MORU,Parasites,,MeSH,http://id.nlm.nih.gov/mesh/D010271
doi:10.7910/DVN/O5NTBJ,https://doi.org/10.7910/DVN/O5NTBJ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/O5NTBJ,,DRAFT,2023-10-02T00:19:03Z,MORU,Antimalarials,,MeSH,http://id.nlm.nih.gov/mesh/D000962
doi:10.7910/DVN/O5NTBJ,https://doi.org/10.7910/DVN/O5NTBJ,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/O5NTBJ,,DRAFT,2023-10-02T00:19:03Z,MORU,Microscopy,,MeSH,http://id.nlm.nih.gov/mesh/D008853
doi:10.7910/DVN/BJWIUC,https://doi.org/10.7910/DVN/BJWIUC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BJWIUC,,DRAFT,2023-10-02T01:06:19Z,MORU,Severe Dengue,,MeSH,http://id.nlm.nih.gov/mesh/D019595
doi:10.7910/DVN/BJWIUC,https://doi.org/10.7910/DVN/BJWIUC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BJWIUC,,DRAFT,2023-10-02T01:06:19Z,MORU,Ivermectin,,MeSH,http://id.nlm.nih.gov/mesh/D007559
doi:10.7910/DVN/BJWIUC,https://doi.org/10.7910/DVN/BJWIUC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BJWIUC,,DRAFT,2023-10-02T01:06:19Z,MORU,Pharmacokinetics,,MeSH,http://id.nlm.nih.gov/mesh/D010599
doi:10.7910/DVN/LEXQQ4,https://doi.org/10.7910/DVN/LEXQQ4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LEXQQ4,,DRAFT,2023-10-04T03:55:26Z,MORU,Snake Bites,,MeSH,http://id.nlm.nih.gov/mesh/D012909
doi:10.7910/DVN/LEXQQ4,https://doi.org/10.7910/DVN/LEXQQ4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LEXQQ4,,DRAFT,2023-10-04T03:55:26Z,MORU,Antivenins,,MeSH,http://id.nlm.nih.gov/mesh/D000997
doi:10.7910/DVN/LEXQQ4,https://doi.org/10.7910/DVN/LEXQQ4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LEXQQ4,,DRAFT,2023-10-04T03:55:26Z,MORU,Viper Venoms,,MeSH,http://id.nlm.nih.gov/mesh/D014757
doi:10.7910/DVN/LEXQQ4,https://doi.org/10.7910/DVN/LEXQQ4,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LEXQQ4,,DRAFT,2023-10-04T03:55:26Z,MORU,Bayes Theorem,,MeSH,http://id.nlm.nih.gov/mesh/D001499
doi:10.7910/DVN/9R9I20,https://doi.org/10.7910/DVN/9R9I20,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9R9I20,,DRAFT,2023-10-04T04:45:38Z,MORU,Respiratory Insufficiency,,MeSH,http://id.nlm.nih.gov/mesh/D012131
doi:10.7910/DVN/9R9I20,https://doi.org/10.7910/DVN/9R9I20,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9R9I20,,DRAFT,2023-10-04T04:45:38Z,MORU,Hypoxia,,MeSH,http://id.nlm.nih.gov/mesh/D000860
doi:10.7910/DVN/9R9I20,https://doi.org/10.7910/DVN/9R9I20,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9R9I20,,DRAFT,2023-10-04T04:45:38Z,MORU,Respiratory Distress Syndrome,,MeSH,http://id.nlm.nih.gov/mesh/D012128
doi:10.7910/DVN/9R9I20,https://doi.org/10.7910/DVN/9R9I20,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9R9I20,,DRAFT,2023-10-04T04:45:38Z,MORU,Acute Lung Injury,,MeSH,http://id.nlm.nih.gov/mesh/D055371
doi:10.7910/DVN/9R9I20,https://doi.org/10.7910/DVN/9R9I20,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9R9I20,,DRAFT,2023-10-04T04:45:38Z,MORU,Continuous Positive Airway Pressure,,MeSH,http://id.nlm.nih.gov/mesh/D045422
doi:10.7910/DVN/ERW72X,https://doi.org/10.7910/DVN/ERW72X,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ERW72X,,DRAFT,2023-10-02T02:29:21Z,MORU,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/ERW72X,https://doi.org/10.7910/DVN/ERW72X,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ERW72X,,DRAFT,2023-10-02T02:29:21Z,MORU,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/ERW72X,https://doi.org/10.7910/DVN/ERW72X,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ERW72X,,DRAFT,2023-10-02T02:29:21Z,MORU,Artemisinins,,MeSH,http://id.nlm.nih.gov/mesh/D037621
doi:10.7910/DVN/ERW72X,https://doi.org/10.7910/DVN/ERW72X,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ERW72X,,DRAFT,2023-10-02T02:29:21Z,MORU,Antimalarials,,MeSH,http://id.nlm.nih.gov/mesh/D000962
doi:10.7910/DVN/D7BTO5,https://doi.org/10.7910/DVN/D7BTO5,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D7BTO5,,DRAFT,2023-10-02T05:15:15Z,MORU,"Malaria, Falciparum",,MeSH,http://id.nlm.nih.gov/mesh/D016778
doi:10.7910/DVN/D7BTO5,https://doi.org/10.7910/DVN/D7BTO5,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D7BTO5,,DRAFT,2023-10-02T05:15:15Z,MORU,Antimalarials,,MeSH,http://id.nlm.nih.gov/mesh/D000962
doi:10.7910/DVN/D7BTO5,https://doi.org/10.7910/DVN/D7BTO5,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D7BTO5,,DRAFT,2023-10-02T05:15:15Z,MORU,Rapid Diagnostic Tests,,MeSH,http://id.nlm.nih.gov/mesh/D000092025
doi:10.7910/DVN/D7BTO5,https://doi.org/10.7910/DVN/D7BTO5,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/D7BTO5,,DRAFT,2023-10-02T05:15:15Z,MORU,Plasmodium falciparum,,MeSH,http://id.nlm.nih.gov/mesh/D010963
doi:10.7910/DVN/JI8Y0G,https://doi.org/10.7910/DVN/JI8Y0G,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JI8Y0G,,DRAFT,2023-10-10T05:27:47Z,MORU,COVID-19,,MeSH,http://id.nlm.nih.gov/mesh/D000086382
doi:10.7910/DVN/JI8Y0G,https://doi.org/10.7910/DVN/JI8Y0G,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JI8Y0G,,DRAFT,2023-10-10T05:27:47Z,MORU,Public Health,,MeSH,http://id.nlm.nih.gov/mesh/D011634
doi:10.7910/DVN/JI8Y0G,https://doi.org/10.7910/DVN/JI8Y0G,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JI8Y0G,,DRAFT,2023-10-10T05:27:47Z,MORU,Social Factors,,MeSH,http://id.nlm.nih.gov/mesh/D000083663
doi:10.7910/DVN/JI8Y0G,https://doi.org/10.7910/DVN/JI8Y0G,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JI8Y0G,,DRAFT,2023-10-10T05:27:47Z,MORU,Ethics,,MeSH,http://id.nlm.nih.gov/mesh/D004989
doi:10.7910/DVN/IML3Q7,https://doi.org/10.7910/DVN/IML3Q7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IML3Q7,,DRAFT,2023-11-14T05:33:45Z,MORU,Respiratory Diseases,,MeSH,http://id.nlm.nih.gov/mesh/D012140
doi:10.7910/DVN/IML3Q7,https://doi.org/10.7910/DVN/IML3Q7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IML3Q7,,DRAFT,2023-11-14T05:33:45Z,MORU,Haemophilus influenzae,,MeSH,http://id.nlm.nih.gov/mesh/D006193
doi:10.7910/DVN/IML3Q7,https://doi.org/10.7910/DVN/IML3Q7,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/IML3Q7,,DRAFT,2023-11-14T05:33:45Z,MORU,Moraxella catarrhalis,,MeSH,http://id.nlm.nih.gov/mesh/D001936
doi:10.7910/DVN/RPIBGC,https://doi.org/10.7910/DVN/RPIBGC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RPIBGC,,DRAFT,2023-11-16T03:11:40Z,MORU,Implementation Science,,MeSH,http://id.nlm.nih.gov/mesh/D000077626
doi:10.7910/DVN/RPIBGC,https://doi.org/10.7910/DVN/RPIBGC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RPIBGC,,DRAFT,2023-11-16T03:11:40Z,MORU,Critical Care,,MeSH,http://id.nlm.nih.gov/mesh/D003422
doi:10.7910/DVN/RPIBGC,https://doi.org/10.7910/DVN/RPIBGC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RPIBGC,,DRAFT,2023-11-16T03:11:40Z,MORU,Intensive Care Units,,MeSH,http://id.nlm.nih.gov/mesh/D007362
doi:10.7910/DVN/RPIBGC,https://doi.org/10.7910/DVN/RPIBGC,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RPIBGC,,DRAFT,2023-11-16T03:11:40Z,MORU,Stakeholder Participation,,MeSH,http://id.nlm.nih.gov/mesh/D000073597
doi:10.7910/DVN/NBHQXK,https://doi.org/10.7910/DVN/NBHQXK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NBHQXK,,DRAFT,2023-11-01T03:51:29Z,MORU,Scrub Typhus,,MeSH,http://id.nlm.nih.gov/mesh/D012612
doi:10.7910/DVN/NBHQXK,https://doi.org/10.7910/DVN/NBHQXK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NBHQXK,,DRAFT,2023-11-01T03:51:29Z,MORU,Ethical Issues,,MeSH,http://id.nlm.nih.gov/mesh/D004989
doi:10.7910/DVN/NBHQXK,https://doi.org/10.7910/DVN/NBHQXK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NBHQXK,,DRAFT,2023-11-01T03:51:29Z,MORU,Social Vulnerability,,MeSH,http://id.nlm.nih.gov/mesh/D000091482
doi:10.7910/DVN/NBHQXK,https://doi.org/10.7910/DVN/NBHQXK,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NBHQXK,,DRAFT,2023-11-01T03:51:29Z,MORU,Empowerment,,MeSH,http://id.nlm.nih.gov/mesh/D000079102
doi:10.7910/DVN/YGC3YU,https://doi.org/10.7910/DVN/YGC3YU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YGC3YU,,DRAFT,2023-10-26T04:50:00Z,MORU,COVID-19,,MeSH,http://id.nlm.nih.gov/mesh/D000086382
doi:10.7910/DVN/YGC3YU,https://doi.org/10.7910/DVN/YGC3YU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YGC3YU,,DRAFT,2023-10-26T04:50:00Z,MORU,"Health Knowledge, Attitudes, Practice",,MeSH,http://id.nlm.nih.gov/mesh/D007722
doi:10.7910/DVN/YGC3YU,https://doi.org/10.7910/DVN/YGC3YU,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YGC3YU,,DRAFT,2023-10-26T04:50:00Z,MORU,prevention,,MeSH,http://id.nlm.nih.gov/mesh/Q000517
doi:10.7910/DVN/EP47MG,https://doi.org/10.7910/DVN/EP47MG,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EP47MG,,DRAFT,2023-11-14T03:33:43Z,MORU,Health Behavior,,MeSH,http://id.nlm.nih.gov/mesh/D015438
doi:10.7910/DVN/EP47MG,https://doi.org/10.7910/DVN/EP47MG,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/EP47MG,,DRAFT,2023-11-14T03:33:43Z,MORU,Acute Disease,,MeSH,http://id.nlm.nih.gov/mesh/D000208
