persistent_id,persistentUrl,dataverse_name,dataverse_alias,publication_date
hdl:1902.29/11706,https://hdl.handle.net/1902.29/11706,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11683,https://hdl.handle.net/1902.29/11683,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11682,https://hdl.handle.net/1902.29/11682,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11684,https://hdl.handle.net/1902.29/11684,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11685,https://hdl.handle.net/1902.29/11685,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11686,https://hdl.handle.net/1902.29/11686,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11687,https://hdl.handle.net/1902.29/11687,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11695,https://hdl.handle.net/1902.29/11695,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11694,https://hdl.handle.net/1902.29/11694,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11696,https://hdl.handle.net/1902.29/11696,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11707,https://hdl.handle.net/1902.29/11707,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11710,https://hdl.handle.net/1902.29/11710,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11674,https://hdl.handle.net/1902.29/11674,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11678,https://hdl.handle.net/1902.29/11678,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11677,https://hdl.handle.net/1902.29/11677,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11690,https://hdl.handle.net/1902.29/11690,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11689,https://hdl.handle.net/1902.29/11689,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11688,https://hdl.handle.net/1902.29/11688,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11693,https://hdl.handle.net/1902.29/11693,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11692,https://hdl.handle.net/1902.29/11692,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11691,https://hdl.handle.net/1902.29/11691,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11701,https://hdl.handle.net/1902.29/11701,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11700,https://hdl.handle.net/1902.29/11700,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11702,https://hdl.handle.net/1902.29/11702,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11703,https://hdl.handle.net/1902.29/11703,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11680,https://hdl.handle.net/1902.29/11680,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11681,https://hdl.handle.net/1902.29/11681,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11679,https://hdl.handle.net/1902.29/11679,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11698,https://hdl.handle.net/1902.29/11698,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11699,https://hdl.handle.net/1902.29/11699,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11697,https://hdl.handle.net/1902.29/11697,Cebu Longitudinal Health and Nutrition Survey Dataverse,cebu,2014-07-07T00:00:00Z
hdl:1902.29/11746,https://hdl.handle.net/1902.29/11746,Monmouth Polling Institute Dataverse,mupolling,2014-06-19T00:00:00Z
hdl:1902.29/11747,https://hdl.handle.net/1902.29/11747,Monmouth Polling Institute Dataverse,mupolling,2014-06-19T00:00:00Z
hdl:1902.29/11649,https://hdl.handle.net/1902.29/11649,State Politics & Policy Quarterly Dataverse,sppq,2014-06-10T00:00:00Z
hdl:1902.29/11648,https://hdl.handle.net/1902.29/11648,State Politics & Policy Quarterly Dataverse,sppq,2014-06-10T00:00:00Z
hdl:1902.29/11220,https://hdl.handle.net/1902.29/11220,MEASURE Evaluation Dataverse,MEP3,2014-06-06T00:00:00Z
hdl:1902.29/11221,https://hdl.handle.net/1902.29/11221,MEASURE Evaluation Dataverse,MEP3,2014-06-06T00:00:00Z
hdl:1902.29/11397,https://hdl.handle.net/1902.29/11397,MEASURE Evaluation Dataverse,MEP3,2014-06-06T00:00:00Z
hdl:1902.29/11722,https://hdl.handle.net/1902.29/11722,MEASURE Evaluation Dataverse,MEP3,2014-06-06T00:00:00Z
hdl:1902.29/11222,https://hdl.handle.net/1902.29/11222,MEASURE Evaluation Dataverse,MEP3,2014-06-06T00:00:00Z
hdl:1902.29/11219,https://hdl.handle.net/1902.29/11219,MEASURE Evaluation Dataverse,MEP3,2014-06-06T00:00:00Z
hdl:1902.29/H-912036,https://hdl.handle.net/1902.29/H-912036,Louis Harris Data Center Dataverse,harris,2014-05-05T00:00:00Z
hdl:1902.29/H-922021,https://hdl.handle.net/1902.29/H-922021,Louis Harris Data Center Dataverse,harris,2014-05-05T00:00:00Z
hdl:1902.29/H-854002,https://hdl.handle.net/1902.29/H-854002,Louis Harris Data Center Dataverse,harris,2014-05-05T00:00:00Z
hdl:1902.29/11347,https://hdl.handle.net/1902.29/11347,MEASURE Evaluation Dataverse,MEP3,2014-04-30T00:00:00Z
hdl:1902.29/11348,https://hdl.handle.net/1902.29/11348,MEASURE Evaluation Dataverse,MEP3,2014-04-28T00:00:00Z
hdl:1902.29/11662,https://hdl.handle.net/1902.29/11662,Monmouth Polling Institute Dataverse,mupolling,2014-03-25T00:00:00Z
hdl:1902.29/11663,https://hdl.handle.net/1902.29/11663,Monmouth Polling Institute Dataverse,mupolling,2014-03-25T00:00:00Z
hdl:1902.29/11645,https://hdl.handle.net/1902.29/11645,IFDO Dataverse,ifdo,2014-03-03T00:00:00Z
hdl:1902.29/11638,https://hdl.handle.net/1902.29/11638,Odum Institute Courses Dataverse,odumcourses,2014-02-27T00:00:00Z
hdl:1902.29/11631,https://hdl.handle.net/1902.29/11631,Odum Institute Courses Dataverse,odumcourses,2014-02-27T00:00:00Z
hdl:1902.29/11634,https://hdl.handle.net/1902.29/11634,Louis Harris Data Center Dataverse,harris,2014-02-27T00:00:00Z
hdl:1902.29/11636,https://hdl.handle.net/1902.29/11636,Louis Harris Data Center Dataverse,harris,2014-02-27T00:00:00Z
hdl:1902.29/11227,https://hdl.handle.net/1902.29/11227,Kenan Institute Dataverse,kenan,2014-02-12T00:00:00Z
hdl:1902.29/11354,https://hdl.handle.net/1902.29/11354,Kenan Institute Dataverse,kenan,2014-02-12T00:00:00Z
hdl:1902.29/11352,https://hdl.handle.net/1902.29/11352,Kenan Institute Dataverse,kenan,2014-02-12T00:00:00Z
hdl:1902.29/11353,https://hdl.handle.net/1902.29/11353,Kenan Institute Dataverse,kenan,2014-02-12T00:00:00Z
hdl:1902.29/11232,https://hdl.handle.net/1902.29/11232,Kenan Institute Dataverse,kenan,2014-02-12T00:00:00Z
hdl:1902.29/11351,https://hdl.handle.net/1902.29/11351,Kenan Institute Dataverse,kenan,2014-02-12T00:00:00Z
hdl:1902.29/11359,https://hdl.handle.net/1902.29/11359,Kenan Institute Dataverse,kenan,2014-02-03T00:00:00Z
hdl:1902.29/11360,https://hdl.handle.net/1902.29/11360,Kenan Institute Dataverse,kenan,2014-02-03T00:00:00Z
hdl:1902.29/11358,https://hdl.handle.net/1902.29/11358,Kenan Institute Dataverse,kenan,2014-02-03T00:00:00Z
hdl:1902.29/11362,https://hdl.handle.net/1902.29/11362,Kenan Institute Dataverse,kenan,2014-02-03T00:00:00Z
hdl:1902.29/11363,https://hdl.handle.net/1902.29/11363,Kenan Institute Dataverse,kenan,2014-02-03T00:00:00Z
hdl:1902.29/11361,https://hdl.handle.net/1902.29/11361,Kenan Institute Dataverse,kenan,2014-02-03T00:00:00Z
hdl:1902.29/11357,https://hdl.handle.net/1902.29/11357,Kenan Institute Dataverse,kenan,2014-02-03T00:00:00Z
hdl:1902.29/11355,https://hdl.handle.net/1902.29/11355,Kenan Institute Dataverse,kenan,2014-02-03T00:00:00Z
hdl:1902.29/11356,https://hdl.handle.net/1902.29/11356,Kenan Institute Dataverse,kenan,2014-02-03T00:00:00Z
hdl:1902.29/11572,https://hdl.handle.net/1902.29/11572,Kenan Institute Dataverse,kenan,2014-02-03T00:00:00Z
hdl:1902.29/11615,https://hdl.handle.net/1902.29/11615,North Carolina Vital Statistics Dataverse,NCVITAL,2014-02-03T00:00:00Z
hdl:1902.29/11612,https://hdl.handle.net/1902.29/11612,Globalbarometer Surveys Dataverse,gbs,2014-01-23T00:00:00Z
hdl:1902.29/11613,https://hdl.handle.net/1902.29/11613,Globalbarometer Surveys Dataverse,gbs,2014-01-23T00:00:00Z
hdl:1902.29/11611,https://hdl.handle.net/1902.29/11611,Globalbarometer Surveys Dataverse,gbs,2014-01-23T00:00:00Z
hdl:1902.29/H-41437,https://hdl.handle.net/1902.29/H-41437,Louis Harris Data Center Dataverse,harris,2014-01-17T00:00:00Z
hdl:1902.29/H-31426,https://hdl.handle.net/1902.29/H-31426,Louis Harris Data Center Dataverse,harris,2014-01-17T00:00:00Z
hdl:1902.29/H-31986,https://hdl.handle.net/1902.29/H-31986,Louis Harris Data Center Dataverse,harris,2014-01-17T00:00:00Z
hdl:1902.29/H-33084,https://hdl.handle.net/1902.29/H-33084,Louis Harris Data Center Dataverse,harris,2014-01-17T00:00:00Z
hdl:1902.29/H-34534,https://hdl.handle.net/1902.29/H-34534,Louis Harris Data Center Dataverse,harris,2014-01-17T00:00:00Z
hdl:1902.29/H-35169,https://hdl.handle.net/1902.29/H-35169,Louis Harris Data Center Dataverse,harris,2014-01-17T00:00:00Z
hdl:1902.29/H-35884,https://hdl.handle.net/1902.29/H-35884,Louis Harris Data Center Dataverse,harris,2014-01-17T00:00:00Z
hdl:1902.29/H-36605,https://hdl.handle.net/1902.29/H-36605,Louis Harris Data Center Dataverse,harris,2014-01-17T00:00:00Z
hdl:1902.29/H-37767,https://hdl.handle.net/1902.29/H-37767,Louis Harris Data Center Dataverse,harris,2014-01-17T00:00:00Z
hdl:1902.29/H-40111,https://hdl.handle.net/1902.29/H-40111,Louis Harris Data Center Dataverse,harris,2014-01-17T00:00:00Z
hdl:1902.29/H-35172,https://hdl.handle.net/1902.29/H-35172,Louis Harris Data Center Dataverse,harris,2014-01-16T00:00:00Z
hdl:1902.29/H-37077,https://hdl.handle.net/1902.29/H-37077,Louis Harris Data Center Dataverse,harris,2014-01-16T00:00:00Z
hdl:1902.29/H-40515,https://hdl.handle.net/1902.29/H-40515,Louis Harris Data Center Dataverse,harris,2014-01-16T00:00:00Z
hdl:1902.29/11598,https://hdl.handle.net/1902.29/11598,State Politics & Policy Quarterly Dataverse,sppq,2013-12-17T00:00:00Z
hdl:1902.29/11608,https://hdl.handle.net/1902.29/11608,State Politics & Policy Quarterly Dataverse,sppq,2013-12-17T00:00:00Z
hdl:1902.29/11599,https://hdl.handle.net/1902.29/11599,State Politics & Policy Quarterly Dataverse,sppq,2013-12-17T00:00:00Z
hdl:1902.29/11609,https://hdl.handle.net/1902.29/11609,State Politics & Policy Quarterly Dataverse,sppq,2013-12-17T00:00:00Z
hdl:1902.29/11610,https://hdl.handle.net/1902.29/11610,State Politics & Policy Quarterly Dataverse,sppq,2013-12-17T00:00:00Z
hdl:1902.29/11154,https://hdl.handle.net/1902.29/11154,Monmouth Polling Institute Dataverse,mupolling,2013-11-25T00:00:00Z
hdl:1902.29/11136,https://hdl.handle.net/1902.29/11136,Monmouth Polling Institute Dataverse,mupolling,2013-11-25T00:00:00Z
hdl:1902.29/11591,https://hdl.handle.net/1902.29/11591,Monmouth Polling Institute Dataverse,mupolling,2013-11-22T00:00:00Z
hdl:1902.29/11455,https://hdl.handle.net/1902.29/11455,Monmouth Polling Institute Dataverse,mupolling,2013-11-22T00:00:00Z
hdl:1902.29/11585,https://hdl.handle.net/1902.29/11585,Monmouth Polling Institute Dataverse,mupolling,2013-11-22T00:00:00Z
hdl:1902.29/11586,https://hdl.handle.net/1902.29/11586,Monmouth Polling Institute Dataverse,mupolling,2013-11-22T00:00:00Z
hdl:1902.29/11588,https://hdl.handle.net/1902.29/11588,Monmouth Polling Institute Dataverse,mupolling,2013-11-22T00:00:00Z
hdl:1902.29/11590,https://hdl.handle.net/1902.29/11590,Monmouth Polling Institute Dataverse,mupolling,2013-11-22T00:00:00Z
hdl:1902.29/11456,https://hdl.handle.net/1902.29/11456,Monmouth Polling Institute Dataverse,mupolling,2013-11-22T00:00:00Z
hdl:1902.29/11587,https://hdl.handle.net/1902.29/11587,Monmouth Polling Institute Dataverse,mupolling,2013-11-22T00:00:00Z
hdl:1902.29/11582,https://hdl.handle.net/1902.29/11582,IFDO Dataverse,ifdo,2013-11-18T00:00:00Z
hdl:1902.29/11096,https://hdl.handle.net/1902.29/11096,Joanne Gard Marshall Dataverse,jgmarshall,2013-11-12T00:00:00Z
hdl:1902.29/D-17267,https://hdl.handle.net/1902.29/D-17267,General Social Science Data Dataverse,odvn,2013-10-04T00:00:00Z
hdl:1902.29/H-844003,https://hdl.handle.net/1902.29/H-844003,Louis Harris Data Center Dataverse,harris,2013-10-01T00:00:00Z
hdl:1902.29/11234,https://hdl.handle.net/1902.29/11234,Florida Institute of Technology Dataverse,fit,2013-09-30T00:00:00Z
hdl:1902.29/11566,https://hdl.handle.net/1902.29/11566,Florida Institute of Technology Dataverse,fit,2013-09-30T00:00:00Z
hdl:1902.29/10695,https://hdl.handle.net/1902.29/10695,MEASURE Evaluation Dataverse,MEP3,2013-09-26T00:00:00Z
hdl:1902.29/10630,https://hdl.handle.net/1902.29/10630,MEASURE Evaluation Dataverse,MEP3,2013-09-26T00:00:00Z
hdl:1902.29/11214,https://hdl.handle.net/1902.29/11214,MEASURE Evaluation Dataverse,MEP3,2013-09-24T00:00:00Z
hdl:1902.29/10701,https://hdl.handle.net/1902.29/10701,MEASURE Evaluation Dataverse,MEP3,2013-09-24T00:00:00Z
hdl:1902.29/10670,https://hdl.handle.net/1902.29/10670,MEASURE Evaluation Dataverse,MEP3,2013-09-24T00:00:00Z
hdl:1902.29/11223,https://hdl.handle.net/1902.29/11223,MEASURE Evaluation Dataverse,MEP3,2013-09-19T00:00:00Z
hdl:1902.29/11393,https://hdl.handle.net/1902.29/11393,MEASURE Evaluation Dataverse,MEP3,2013-09-09T00:00:00Z
hdl:1902.29/11327,https://hdl.handle.net/1902.29/11327,MEASURE Evaluation Dataverse,MEP3,2013-08-21T00:00:00Z
hdl:1902.29/10661,https://hdl.handle.net/1902.29/10661,MEASURE Evaluation Dataverse,MEP3,2013-08-21T00:00:00Z
hdl:1902.29/10696,https://hdl.handle.net/1902.29/10696,MEASURE Evaluation Dataverse,MEP3,2013-08-13T00:00:00Z
hdl:1902.29/10707,https://hdl.handle.net/1902.29/10707,MEASURE Evaluation Dataverse,MEP3,2013-08-13T00:00:00Z
hdl:1902.29/11520,https://hdl.handle.net/1902.29/11520,University of North Carolina at Greensboro Dataverse,UNCG,2013-08-12T00:00:00Z
hdl:1902.29/CD-11002,https://hdl.handle.net/1902.29/CD-11002,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11003,https://hdl.handle.net/1902.29/CD-11003,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11004,https://hdl.handle.net/1902.29/CD-11004,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11005,https://hdl.handle.net/1902.29/CD-11005,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11487,https://hdl.handle.net/1902.29/CD-11487,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11204,https://hdl.handle.net/1902.29/CD-11204,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11510,https://hdl.handle.net/1902.29/CD-11510,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11507,https://hdl.handle.net/1902.29/CD-11507,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11509,https://hdl.handle.net/1902.29/CD-11509,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11511,https://hdl.handle.net/1902.29/CD-11511,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11488,https://hdl.handle.net/1902.29/CD-11488,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11492,https://hdl.handle.net/1902.29/CD-11492,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11489,https://hdl.handle.net/1902.29/CD-11489,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11490,https://hdl.handle.net/1902.29/CD-11490,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11007,https://hdl.handle.net/1902.29/CD-11007,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11006,https://hdl.handle.net/1902.29/CD-11006,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11496,https://hdl.handle.net/1902.29/CD-11496,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11494,https://hdl.handle.net/1902.29/CD-11494,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11493,https://hdl.handle.net/1902.29/CD-11493,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11495,https://hdl.handle.net/1902.29/CD-11495,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11505,https://hdl.handle.net/1902.29/CD-11505,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11506,https://hdl.handle.net/1902.29/CD-11506,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11508,https://hdl.handle.net/1902.29/CD-11508,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11504,https://hdl.handle.net/1902.29/CD-11504,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11499,https://hdl.handle.net/1902.29/CD-11499,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11500,https://hdl.handle.net/1902.29/CD-11500,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11498,https://hdl.handle.net/1902.29/CD-11498,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11501,https://hdl.handle.net/1902.29/CD-11501,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-10998,https://hdl.handle.net/1902.29/CD-10998,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-10999,https://hdl.handle.net/1902.29/CD-10999,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11001,https://hdl.handle.net/1902.29/CD-11001,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11000,https://hdl.handle.net/1902.29/CD-11000,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-08-01T00:00:00Z
hdl:1902.29/CD-11486,https://hdl.handle.net/1902.29/CD-11486,CD/DVD-ROM Collection Dataverse,cd-dvds,2013-07-31T00:00:00Z
hdl:1902.29/10698,https://hdl.handle.net/1902.29/10698,MEASURE Evaluation Dataverse,MEP3,2013-07-23T00:00:00Z
hdl:1902.29/11464,https://hdl.handle.net/1902.29/11464,Monmouth Polling Institute Dataverse,mupolling,2013-07-17T00:00:00Z
hdl:1902.29/11441,https://hdl.handle.net/1902.29/11441,Monmouth Polling Institute Dataverse,mupolling,2013-07-16T00:00:00Z
hdl:1902.29/11453,https://hdl.handle.net/1902.29/11453,University of Florida Dataverse,ufl,2013-07-16T00:00:00Z
hdl:1902.29/11275,https://hdl.handle.net/1902.29/11275,University of Florida Dataverse,ufl,2013-07-16T00:00:00Z
hdl:1902.29/11438,https://hdl.handle.net/1902.29/11438,University of Florida Dataverse,ufl,2013-07-16T00:00:00Z
hdl:1902.29/10704,https://hdl.handle.net/1902.29/10704,MEASURE Evaluation Dataverse,MEP3,2013-07-15T00:00:00Z
hdl:1902.29/11305,https://hdl.handle.net/1902.29/11305,MEASURE Evaluation Dataverse,MEP3,2013-07-15T00:00:00Z
hdl:1902.29/10650,https://hdl.handle.net/1902.29/10650,MEASURE Evaluation Dataverse,MEP3,2013-07-15T00:00:00Z
hdl:1902.29/10692,https://hdl.handle.net/1902.29/10692,MEASURE Evaluation Dataverse,MEP3,2013-07-15T00:00:00Z
hdl:1902.29/10652,https://hdl.handle.net/1902.29/10652,MEASURE Evaluation Dataverse,MEP3,2013-07-15T00:00:00Z
hdl:1902.29/10655,https://hdl.handle.net/1902.29/10655,MEASURE Evaluation Dataverse,MEP3,2013-07-15T00:00:00Z
hdl:1902.29/10694,https://hdl.handle.net/1902.29/10694,MEASURE Evaluation Dataverse,MEP3,2013-07-15T00:00:00Z
hdl:1902.29/11301,https://hdl.handle.net/1902.29/11301,MEASURE Evaluation Dataverse,MEP3,2013-07-15T00:00:00Z
hdl:1902.29/11302,https://hdl.handle.net/1902.29/11302,MEASURE Evaluation Dataverse,MEP3,2013-07-15T00:00:00Z
hdl:1902.29/11300,https://hdl.handle.net/1902.29/11300,MEASURE Evaluation Dataverse,MEP3,2013-07-15T00:00:00Z
hdl:1902.29/10705,https://hdl.handle.net/1902.29/10705,MEASURE Evaluation Dataverse,MEP3,2013-07-15T00:00:00Z
hdl:1902.29/11407,https://hdl.handle.net/1902.29/11407,UNC-CH Institute for the Environment Center for Sustainable Community Design Dataverse,CSCD,2013-06-25T00:00:00Z
hdl:1902.29/11310,https://hdl.handle.net/1902.29/11310,UNC-CH Institute for the Environment Center for Sustainable Community Design Dataverse,CSCD,2013-06-24T00:00:00Z
hdl:1902.29/10437,https://hdl.handle.net/1902.29/10437,WILIS Dataverse,wilis,2013-06-21T00:00:00Z
hdl:1902.29/10438,https://hdl.handle.net/1902.29/10438,WILIS Dataverse,wilis,2013-06-21T00:00:00Z
hdl:1902.29/11376,https://hdl.handle.net/1902.29/11376,WILIS Dataverse,wilis,2013-06-21T00:00:00Z
hdl:1902.29/11374,https://hdl.handle.net/1902.29/11374,WILIS Dataverse,wilis,2013-06-21T00:00:00Z
hdl:1902.29/11424,https://hdl.handle.net/1902.29/11424,Citizen Soldier Support Program Dataverse,CSSP,2013-06-20T00:00:00Z
hdl:1902.29/11371,https://hdl.handle.net/1902.29/11371,Kenan Institute Dataverse,kenan,2013-06-19T00:00:00Z
hdl:1902.29/11368,https://hdl.handle.net/1902.29/11368,Kenan Institute Dataverse,kenan,2013-06-19T00:00:00Z
hdl:1902.29/11369,https://hdl.handle.net/1902.29/11369,Kenan Institute Dataverse,kenan,2013-06-19T00:00:00Z
hdl:1902.29/11319,https://hdl.handle.net/1902.29/11319,Kenan Institute Dataverse,kenan,2013-06-19T00:00:00Z
hdl:1902.29/11373,https://hdl.handle.net/1902.29/11373,Kenan Institute Dataverse,kenan,2013-06-19T00:00:00Z
hdl:1902.29/11372,https://hdl.handle.net/1902.29/11372,Kenan Institute Dataverse,kenan,2013-06-19T00:00:00Z
hdl:1902.29/11422,https://hdl.handle.net/1902.29/11422,Citizen Soldier Support Program Dataverse,CSSP,2013-06-19T00:00:00Z
hdl:1902.29/11420,https://hdl.handle.net/1902.29/11420,Citizen Soldier Support Program Dataverse,CSSP,2013-06-19T00:00:00Z
hdl:1902.29/C-124,https://hdl.handle.net/1902.29/C-124,1970 U.S. Census Data Dataverse,census,2013-06-18T00:00:00Z
hdl:1902.29/C-136,https://hdl.handle.net/1902.29/C-136,1970 U.S. Census Data Dataverse,census,2013-06-18T00:00:00Z
hdl:1902.29/D-30698,https://hdl.handle.net/1902.29/D-30698,General Social Science Data Dataverse,odvn,2013-06-18T00:00:00Z
hdl:1902.29/D-17561,https://hdl.handle.net/1902.29/D-17561,General Social Science Data Dataverse,odvn,2013-06-18T00:00:00Z
hdl:1902.29/D-17562,https://hdl.handle.net/1902.29/D-17562,General Social Science Data Dataverse,odvn,2013-06-18T00:00:00Z
hdl:1902.29/C-98,https://hdl.handle.net/1902.29/C-98,1970 U.S. Census Data Dataverse,census,2013-06-18T00:00:00Z
hdl:1902.29/C-95,https://hdl.handle.net/1902.29/C-95,1970 U.S. Census Data Dataverse,census,2013-06-18T00:00:00Z
hdl:1902.29/C-94,https://hdl.handle.net/1902.29/C-94,1970 U.S. Census Data Dataverse,census,2013-06-18T00:00:00Z
hdl:1902.29/C-199013,https://hdl.handle.net/1902.29/C-199013,1970 U.S. Census Data Dataverse,census,2013-06-18T00:00:00Z
hdl:1902.29/C-113,https://hdl.handle.net/1902.29/C-113,1970 U.S. Census Data Dataverse,census,2013-06-18T00:00:00Z
hdl:1902.29/C-99,https://hdl.handle.net/1902.29/C-99,1970 U.S. Census Data Dataverse,census,2013-06-18T00:00:00Z
hdl:1902.29/C-104,https://hdl.handle.net/1902.29/C-104,1970 U.S. Census Data Dataverse,census,2013-06-18T00:00:00Z
hdl:1902.29/C-64,https://hdl.handle.net/1902.29/C-64,1970 U.S. Census Data Dataverse,census,2013-06-18T00:00:00Z
hdl:1902.29/C-100,https://hdl.handle.net/1902.29/C-100,1970 U.S. Census Data Dataverse,census,2013-06-18T00:00:00Z
hdl:1902.29/C-101,https://hdl.handle.net/1902.29/C-101,1970 U.S. Census Data Dataverse,census,2013-06-18T00:00:00Z
