datasetVersionId,persistentUrl,persistent_id,authorName,authorAffiliation,authorIdentifierScheme,authorIdentifier
30671,https://doi.org/10.15139/S3/BWX81E,,"Majors, Kristan",Emory University,,
4669,https://hdl.handle.net/1902.29/AJC8810,,"Morris, Dwight L.",,,
3202,https://hdl.handle.net/1902.29/H-941103,,"Louis Harris and Associates, Inc.",,,
3509,https://hdl.handle.net/1902.29/CAPS-RUBLON,,N/A,,,
1822,https://hdl.handle.net/1902.29/D-1467,,"Drysdale, Frank R.",,,
1822,https://hdl.handle.net/1902.29/D-1467,,"Calef, Charles E.",,,
5174,https://hdl.handle.net/1902.29/11683,,Cebu Longitudinal Health and Nutrition Survey,,,
1589,https://hdl.handle.net/1902.29/10440,,Monmouth University Polling Institute,Monmouth University,,
5262,https://hdl.handle.net/1902.29/11360,,N/A,,,
1682,https://hdl.handle.net/1902.29/D-31268,,"Huber, Evelyne",,,
1682,https://hdl.handle.net/1902.29/D-31268,,"Stephens, John",,,
31430,https://doi.org/10.15139/S3/YAYNES,,"cruz, cesar",LISN,,
3547,https://hdl.handle.net/1902.29/CAPS-TOUGH,,N/A,,,
30672,https://doi.org/10.15139/S3/Y3VJXI,,"Dyck, Joshua J.",University of Massachusetts Lowell,,
2694,https://hdl.handle.net/1902.29/H-795524,,"Louis Harris and Associates, Inc.",,,
3579,https://hdl.handle.net/1902.29/CAPS-ANAGRAM,,N/A,,,
4420,https://hdl.handle.net/1902.29/D-31097,,A. Alfred Taubman Center for Public Policy and American Institutions. Brown University,,,
2997,https://hdl.handle.net/1902.29/H-883014,,"Louis Harris and Associates, Inc.",,,
4802,https://hdl.handle.net/1902.29/D-31574,,Gallup Organization,,,
4802,https://hdl.handle.net/1902.29/D-31574,,Gallup Uruguay,,,
29363,https://doi.org/10.15139/S3/2L0M9Y,,Monmouth University Polling Institute,Monmouth University,,
3519,https://hdl.handle.net/1902.29/CAPS-SEXATT,,N/A,,,
3954,https://hdl.handle.net/1902.29/CD-11014,,U.S. Bureau of the Census,,,
3954,https://hdl.handle.net/1902.29/CD-11014,,U.S. Department of Commerce,,,
4480,https://hdl.handle.net/1902.29/D-31604,,"Social Research Laboratory, Northern Arizona University",,,
30857,https://doi.org/10.15139/S3/YXQNRW,,US EPA,ORD,,
1780,https://hdl.handle.net/1902.29/10904,,In-Migration,,,
1780,https://hdl.handle.net/1902.29/10904,,U.S. Department of Commerce,,,
1780,https://hdl.handle.net/1902.29/10904,,U.S. Bureau of the Census,,,
3741,https://hdl.handle.net/1902.29/CD-0034,,U.S. Bureau of the Census,,,
3741,https://hdl.handle.net/1902.29/CD-0034,,U.S. Department of Commerce,,,
4809,https://hdl.handle.net/1902.29/D-31118,,The Tarrance Group and Mellman Lazarus Lake,,,
4809,https://hdl.handle.net/1902.29/D-31118,,U.S. News and World Reports,,,
3860,https://hdl.handle.net/1902.29/CD-0202,,U.S. Bureau of the Census,,,
3860,https://hdl.handle.net/1902.29/CD-0202,,U.S. Department of Commerce,,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Rundell, Anne R.",,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Cage, Fielding",,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Ferrari, Kristina",,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Wilson, Ashley",,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Camblos, Grace",,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Hauser, Caroline",,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Mishra, Karen",,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Rabil, Sarah",,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Bloom, Jonathan",,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Ferrell, Casey",,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Pomeroy, Brad",,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Roger, Robin",,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Jarboe, Michelle",,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Oguntoyinbo, Tola",,,
1697,https://hdl.handle.net/1902.29/D-33437,,"Tate, Ann",,,
1913,https://hdl.handle.net/1902.29/11736,,N/A,,,
2592,https://hdl.handle.net/1902.29/H-2630,,"Louis Harris and Associates, Inc.",,,
1882,https://hdl.handle.net/1902.29/D-192,,"Treiman, Donald J",,,
3172,https://hdl.handle.net/1902.29/H-931202,,"Louis Harris and Associates, Inc.",,,
134,https://doi.org/10.15139/S3/12073,,N/A,,,
1943,https://doi.org/10.15139/S3/12245,,"Cotter, Patrick",,,
1943,https://doi.org/10.15139/S3/12245,,"Stovall, James",,,
3331,https://hdl.handle.net/1902.29/CAPS-GRADES,,N/A,,,
30809,https://doi.org/10.15139/S3/D2GBVQ,,"Hessick, Carissa Byrne",University of North Carolina School of Law,,
30734,https://doi.org/10.15139/S3/ULEYTX,,"Lee, Joseph",East Carolina University,ORCID,0000-0001-9698-649X
30734,https://doi.org/10.15139/S3/ULEYTX,,"Averett, Paige",East Carolina University,ORCID,0000-0001-8884-0781
30734,https://doi.org/10.15139/S3/ULEYTX,,"Gregory, Kyle",East Carolina University,,
3325,https://hdl.handle.net/1902.29/CAPS-FAMRELA,,N/A,,,
1732,https://hdl.handle.net/1902.29/D-20154,,North Carolina Fund,,,
1732,https://hdl.handle.net/1902.29/D-20154,,U.S. Office of Economic Opportunity,,,
2831,https://hdl.handle.net/1902.29/H-861106,,"Louis Harris and Associates, Inc.",,,
2663,https://hdl.handle.net/1902.29/H-7686,,"Louis Harris and Associates, Inc.",,,
5298,https://hdl.handle.net/1902.29/11779,,"Leonard, Charles",Paul Simon Public Policy Institute,,
5298,https://hdl.handle.net/1902.29/11779,,"Jackson, John",Paul Simon Public Policy Institute,,
4077,https://hdl.handle.net/1902.29/C-70,,U.S. Bureau of the Census,,,
4077,https://hdl.handle.net/1902.29/C-70,,United States,,,
575,https://hdl.handle.net/1902.29/11393,,"Gage, A J (ed.)",,,
531,https://hdl.handle.net/1902.29/10695,,N/A,,,
1363,https://hdl.handle.net/1902.29/D-30744,,"Center for Survey Research, Indiana University",,,
1369,https://hdl.handle.net/1902.29/D-30750,,"Center for Survey Research, Indiana University",,,
4312,https://hdl.handle.net/1902.29/D-30799,,Field Institute,,,
4822,https://hdl.handle.net/1902.29/D-326,,"Ennis, Philip H",,,
4228,https://hdl.handle.net/1902.29/D-30363,,"Dyer, James",,,
30751,https://doi.org/10.15139/S3/BX0RZE,,"Lee, Joseph",East Carolina University,ORCID,0000-0001-9698-649X
30751,https://doi.org/10.15139/S3/BX0RZE,,"Boynton, Marcella",University of North Carolina at Chapel Hill,,
5025,https://hdl.handle.net/1902.29/D-16208,,G. S. Black,,,
5025,https://hdl.handle.net/1902.29/D-16208,,USA Today Newspaper,,,
2033,https://doi.org/10.15139/S3/12317,,"Bishop, Bradford H.",Wheaton College,,
2033,https://doi.org/10.15139/S3/12317,,"Dudley, Mark R.",Duke University,,
4010,https://hdl.handle.net/1902.29/C-64,,Data Access and Use Laboratories (DUALabs),,,
4010,https://hdl.handle.net/1902.29/C-64,,United States,,,
4842,https://hdl.handle.net/1902.29/D-41,,"Johnstone, John W. C.",,,
177,https://hdl.handle.net/1902.29/11387,,Matt Minnotte,H.W. Odum Institute,,
4736,https://hdl.handle.net/1902.29/D-30566,,Center for the Study of the American South,,,
4929,https://hdl.handle.net/1902.29/D-921,,Roper Center for Public Opinion Research,,,
4929,https://hdl.handle.net/1902.29/D-921,,"Ministere du Development, Service Central des Statistiques, Rabat, Morocco",,,
2003,https://doi.org/10.15139/S3/12121,,"Milita, Kerri",Illinois State University,,
30667,https://doi.org/10.15139/S3/KVCVJG,,"Yoshinaka, Antoine","University at Buffalo, SUNY",,
30667,https://doi.org/10.15139/S3/KVCVJG,,"Mckee, Seth C.",Texas Tech University,,
1014,https://doi.org/10.15139/S3/12251,,"Leonard, Charles",Paul Simon Public Policy Institute,,
1014,https://doi.org/10.15139/S3/12251,,"Jackson, John",Paul Simon Public Policy Institute,,
3379,https://hdl.handle.net/1902.29/CAPS-INTERAC,,N/A,,,
2257,https://hdl.handle.net/1902.29/H-A019,,National Research Center for the Arts,,,
2257,https://hdl.handle.net/1902.29/H-A019,,"Louis Harris and Associates, Inc.",,,
917,https://hdl.handle.net/1902.29/11170,,"Fillingim, Roger B.","University of Florida, College of Dentistry, and North Florida/South Georgia Veterans Health System",,
917,https://hdl.handle.net/1902.29/11170,,"Ohrbach, Richard","Department of Oral Diagnostic Sciences, University at Buffalo",,
917,https://hdl.handle.net/1902.29/11170,,"Greenspan, Joel D.","Department of Neural and Pain Sciences, University of Maryland Dental School",,
917,https://hdl.handle.net/1902.29/11170,,"Knott, Charles","Battelle Memorial Institute, Centers for Public Health Research and Evaluation",,
917,https://hdl.handle.net/1902.29/11170,,"Dubner, Ronald","Department of Neural and Pain Sciences, University of Maryland Dental School",,
917,https://hdl.handle.net/1902.29/11170,,"Bair, Eric","Center for Neurosensory Disorders, Department of Biostatistics, Department of Endodontics, University of North Carolina at Chapel Hill",,
917,https://hdl.handle.net/1902.29/11170,,"Baraian, Cristina","Department of Biostatistics, University of North Carolina at Chapel Hill",,
917,https://hdl.handle.net/1902.29/11170,,"Slade, Gary D.","Center for Neurosensory Disorders, Departments of Dental Ecology and Epidemiology, University of North Carolina at Chapel Hill",,
917,https://hdl.handle.net/1902.29/11170,,"Maixner, William","Center for Neurosensory Disorders, Department of Endodontics, University of North Carolina at Chapel Hill",,
4836,https://hdl.handle.net/1902.29/D-379,,American Institute of Public Opinion,,,
2571,https://hdl.handle.net/1902.29/H-24642,,"Harris Interactive, Inc.",,,
30196,https://hdl.handle.net/1902.29/11704,,Cebu Longitudinal Health and Nutrition Survey,,,
3616,https://hdl.handle.net/1902.29/D-30616,,"School of Journalism and Mass Communication and the Odum Institute for Research in Social Science, University of North Carolina at Chapel Hill",,,
122,https://doi.org/10.15139/S3/12067,,N/A,,,
591,https://hdl.handle.net/1902.29/11722,,N/A,,,
31289,https://doi.org/10.15139/S3/11917,,"Harris, Kathleen Mullan",University of North Carolina at Chapel Hill,,
31289,https://doi.org/10.15139/S3/11917,,"Udry, Richard J.",University of North Carolina at Chapel Hill,,
174,https://hdl.handle.net/1902.29/11208,,"Minnotte, Matt",H.W. Odum Institute,,
4948,https://hdl.handle.net/1902.29/D-16178,,G. S. Black,,,
4948,https://hdl.handle.net/1902.29/D-16178,,USA Today Newspaper,,,
30637,https://doi.org/10.15139/S3/MUSYTQ,,MEASURE Evaluation,Carolina Population Center,,
1809,https://hdl.handle.net/1902.29/D-1229,,"Tickamyer, Ann R.",,,
3677,https://hdl.handle.net/1902.29/CD-0216,,National Center for Health Statistics,,,
3677,https://hdl.handle.net/1902.29/CD-0216,,U.S. Department of Health and Human Services,,,
31673,https://doi.org/10.15139/S3/HZYGCM,,Monmouth University Polling Institute,Monmouth University,,
4863,https://hdl.handle.net/1902.29/D-31426,,ICR Survey Research Group,,,
3371,https://hdl.handle.net/1902.29/CAPS-IBS,,N/A,,,
26457,https://doi.org/10.15139/S3/ECJWMS,,"Grewen, Karen",University of North Carolina at Chapel Hill,,
3721,https://hdl.handle.net/1902.29/CD-0020,,U.S. Department of Commerce,,,
3721,https://hdl.handle.net/1902.29/CD-0020,,U.S. Bureau of the Census,,,
508,https://hdl.handle.net/1902.29/11222,,Central Statistical Office,,,
508,https://hdl.handle.net/1902.29/11222,,Ministry of Health,,,
508,https://hdl.handle.net/1902.29/11222,,MEASURE Evaluation,,,
508,https://hdl.handle.net/1902.29/11222,,University of Zambia,,,
508,https://hdl.handle.net/1902.29/11222,,National HIV/AIDS/STI/TB Council,,,
2112,https://hdl.handle.net/1902.29/10809,,Survey Research Center,University of Georgia,,
3119,https://hdl.handle.net/1902.29/H-918563,,"Louis Harris and Associates, Inc.",,,
3628,https://hdl.handle.net/1902.29/D-31610,,"School of Journalism and Mass Communication, University of North Carolina at Chapel Hill",,,
3932,https://hdl.handle.net/1902.29/CD-11000,,National Center for Health Statistics,,,
3932,https://hdl.handle.net/1902.29/CD-11000,,U.S. Department of Health and Human Services,,,
3932,https://hdl.handle.net/1902.29/CD-11000,,U.S. National Center for Health Statistics,,,
4768,https://hdl.handle.net/1902.29/D-31479,,Apoyo S.A.,,,
31568,https://doi.org/10.15139/S3/KNHBEE,,Prince George's County,,,
4391,https://hdl.handle.net/1902.29/D-31083,,A. Alfred Taubman Center for Public Policy and American Institutions. Brown University,,,
2408,https://hdl.handle.net/1902.29/H-1761,,"Louis Harris and Associates, Inc.",,,
31077,https://doi.org/10.15139/S3/YFF04M,,MEASURE Evaluation,Carolina Population Center,,
31077,https://doi.org/10.15139/S3/YFF04M,,"Survey Warehouse, LLC",,,
25372,https://doi.org/10.15139/S3/12234,,"Goedert, Nicholas",Lafayette College,,
5202,https://hdl.handle.net/1902.29/11697,,Cebu Longitudinal Health and Nutrition Survey,,,
4517,https://hdl.handle.net/1902.29/D-33360,,The Field Institute,,,
1825,https://hdl.handle.net/1902.29/D-1473,,"Ferguson, Douglas K.",,,
31176,https://doi.org/10.15139/S3/GKH2QD,,Child Health and Mortality Prevention Surveillance,"Emory Global Health Institute, Emory University",,
30225,https://doi.org/10.15139/S3/8UQU7T,,"LaJeunesse, Seth",University of North Carolina at Chapel Hill,ORCID,0000-0003-4908-3823
30225,https://doi.org/10.15139/S3/8UQU7T,,"Marshall, Steve",University of North Carolina at Chapel Hill,ORCID,0000-0002-2664-9233
3819,https://hdl.handle.net/1902.29/CD-0166,,U.S. Department of Health and Human Services,,,
3819,https://hdl.handle.net/1902.29/CD-0166,,Centers for Disease Control and Prevention,,,
3819,https://hdl.handle.net/1902.29/CD-0166,,National Center for Health Statistics,,,
4139,https://hdl.handle.net/1902.29/D-20283,,"Survey Research Center, University of Maryland",,,
924,https://hdl.handle.net/1902.29/11875,,"Fillingim, Roger B.","Department of Community Dentistry & Behavioral Science, College of Dentistry, University of Florida",,
924,https://hdl.handle.net/1902.29/11875,,"Ohrbach, Richard","Department of Oral Diagnostic Sciences, University at Buffalo",,
924,https://hdl.handle.net/1902.29/11875,,"Greenspan, Joel D.","Department of Neural and Pain Sciences & Brotman Facial Pain Center, University of Maryland Dental School",,
924,https://hdl.handle.net/1902.29/11875,,"Knott, Charles","Battelle Memorial Institute, Centers for Public Health Research and Evaluation",,
924,https://hdl.handle.net/1902.29/11875,,"Dubner, Ronald","Department of Neural and Pain Sciences & Brotman Facial Pain Center, University of Maryland Dental School",,
924,https://hdl.handle.net/1902.29/11875,,"Bair, Eric","Center for Pain Research and Innovation, Departments of Biostatistics and Endodontics, University of North Carolina at Chapel Hill",,
924,https://hdl.handle.net/1902.29/11875,,"Slade, Gary D.","Center for Pain Research and Innovation, Departments of Dental Ecology and Epidemiology, University of North Carolina at Chapel Hill",,
924,https://hdl.handle.net/1902.29/11875,,"Maixner, William","Center for Pain Research and Innovation, Departments of Endodontics and Pharmacology, University of North Carolina at Chapel Hill",,
924,https://hdl.handle.net/1902.29/11875,,"Smith, Shad B.","Center for Pain Research and Innovation, University of North Carolina at Chapel Hill",,
924,https://hdl.handle.net/1902.29/11875,,"Diatchenko, Luda","Alan Edwards Centre for Research on Pain, McGill University",,
924,https://hdl.handle.net/1902.29/11875,,"Weir, Bruce","Department of Biostatistics, University of Washington",,
5342,https://hdl.handle.net/1902.29/11184,,"Fillingim, Roger B.","Department of Community Dentistry & Behavioral Science, College of Dentistry, University of Florida",,
5342,https://hdl.handle.net/1902.29/11184,,"Ohrbach, Richard","Richard Department of Oral Diagnostic Sciences, University at Buffalo",,
5342,https://hdl.handle.net/1902.29/11184,,"Greenspan, Joel D.","Department of Neural and Pain Sciences & Brotman Facial Pain Center, University of Maryland Dental School",,
5342,https://hdl.handle.net/1902.29/11184,,"Knott, Charles","Battelle Memorial Institute, Centers for Public Health Research and Evaluation",,
5342,https://hdl.handle.net/1902.29/11184,,"Dubner, Ronald","Department of Neural and Pain Sciences & Brotman Facial Pain Center, University of Maryland Dental School",,
5342,https://hdl.handle.net/1902.29/11184,,"Bair, Eric","Center for Pain Research and Innovation, Departments of Biostatistics and Endodontics, University of North Carolina at Chapel Hill",,
5342,https://hdl.handle.net/1902.29/11184,,"Slade, Gary D.","Center for Pain Research and Innovation, Departments of Dental Ecology and Epidemiology, University of North Carolina at Chapel Hill",,
5342,https://hdl.handle.net/1902.29/11184,,"Maixner, William","Center for Pain Research and Innovation, Departments of Endodontics and Pharmacology, University of North Carolina at Chapel Hill",,
5342,https://hdl.handle.net/1902.29/11184,,"Smith, Shad B.","Center for Pain Research and Innovation, University of North Carolina at Chapel Hill",,
5342,https://hdl.handle.net/1902.29/11184,,"Diatchenko, Luda","Alan Edwards Centre for Research on Pain, McGill University",,
5342,https://hdl.handle.net/1902.29/11184,,"Weir, Bruce","Department of Biostatistics, University of Washington",,
4179,https://hdl.handle.net/1902.29/D-30346,,"Johnson, David R.",,,
4179,https://hdl.handle.net/1902.29/D-30346,,"Booth, Alan",,,
2672,https://hdl.handle.net/1902.29/H-7883,,"Louis Harris and Associates, Inc.",,,
4026,https://hdl.handle.net/1902.29/C-41,,Data Use and Access Laboratories (DUALabs),,,
4026,https://hdl.handle.net/1902.29/C-41,,United States,,,
4026,https://hdl.handle.net/1902.29/C-41,,"Data Use and Access Laboratories (DUALabs), Arlington, Va.",,,
1234,https://hdl.handle.net/1902.29/11688,,N/A,,,
5076,https://hdl.handle.net/1902.29/D-16102,,G. S. Black,,,
5076,https://hdl.handle.net/1902.29/D-16102,,USA Today Newspaper,,,
3563,https://hdl.handle.net/1902.29/CAPS-WEEKLY,,N/A,,,
3156,https://hdl.handle.net/1902.29/H-923015,,"Louis Harris and Associates, Inc.",,,
1266,https://hdl.handle.net/1902.29/11707,,N/A,,,
29957,https://hdl.handle.net/1902.29/11731,,"Popkin, Barry",University of North Carolina at Chapel Hill,,
29434,https://doi.org/10.15139/S3/OXCNM4,,Georgia Kayser,,,
29434,https://doi.org/10.15139/S3/OXCNM4,,Amy Guo,,,
29434,https://doi.org/10.15139/S3/OXCNM4,,Camille Morgan,,,
29434,https://doi.org/10.15139/S3/OXCNM4,,Julian Oliver,,,
29434,https://doi.org/10.15139/S3/OXCNM4,,Ronna Chan,,,
29434,https://doi.org/10.15139/S3/OXCNM4,,Mike Bowling,,,
29434,https://doi.org/10.15139/S3/OXCNM4,,A.J. Karon,,,
29434,https://doi.org/10.15139/S3/OXCNM4,,The Water Institute at UNC,,,
4320,https://hdl.handle.net/1902.29/D-30807,,Field Institute,,,
29263,https://doi.org/10.15139/S3/YHLLZG,,"Shnitko, T. A.",,,
29263,https://doi.org/10.15139/S3/YHLLZG,,"Spear, L. P.",,,
29263,https://doi.org/10.15139/S3/YHLLZG,,"Robinson, D. L.",,,
434,https://hdl.handle.net/1902.29/10701,,N/A,,,
4361,https://hdl.handle.net/1902.29/D-31030,,"Institute for Social Science Research, University of Alabama",,,
1810,https://hdl.handle.net/1902.29/D-1315,,Miami Herald,,,
1810,https://hdl.handle.net/1902.29/D-1315,,Knight-Ridder Newspapers,,,
31642,https://doi.org/10.15139/S3/TCR6BB,,"Adams, Elizabeth",University of North Carolina at Chapel Hill,,
5134,https://hdl.handle.net/1902.29/11217,,"Angeles, G",MEASURE Evaluation,,
5134,https://hdl.handle.net/1902.29/11217,,"Lance, P",MEASURE Evaluation,,
3288,https://hdl.handle.net/1902.29/H-1836,,"Louis Harris and Associates, Inc.",,,
30811,https://doi.org/10.15139/S3/2PNGEE,,MEASURE Evaluation,Carolina Population Center,,
30811,https://doi.org/10.15139/S3/2PNGEE,,Institute for Social and Environmental Research- Nepal (ISER-N),,,
4611,https://hdl.handle.net/1902.29/D-33459,,"Center for Survey Research, The Ohio State University",,,
2276,https://hdl.handle.net/1902.29/H-1377,,"Louis Harris and Associates, Inc.",,,
4580,https://hdl.handle.net/1902.29/D-33490,,"Center for Survey Research, The Ohio State University",,,
4915,https://hdl.handle.net/1902.29/D-1253,,Minneapolis Tribune,,,
30941,https://doi.org/10.15139/S3/T7QAIR,,"Measurement, Learning & Evaluation Project","Carolina Population Center, UNC-CH",,
1340,https://hdl.handle.net/1902.29/10797,,Center for Survey Research,Indiana University,,
30181,https://doi.org/10.15139/S3/L95PUM,,"Bucci, Laura",University of Pittsburgh,,
2766,https://hdl.handle.net/1902.29/H-822018,,"Louis Harris and Associates, Inc.",,,
4498,https://hdl.handle.net/1902.29/D-33345,,The Field Institute,,,
2487,https://hdl.handle.net/1902.29/H-1970,,"Louis Harris and Associates, Inc.",,,
2487,https://hdl.handle.net/1902.29/H-1970,,Life Magazine,,,
1536,https://hdl.handle.net/1902.29/10042,,Monmouth University Polling Institute,Monmouth University,,
3020,https://hdl.handle.net/1902.29/H-891203,,"Louis Harris and Associates, Inc.",,,
29388,https://doi.org/10.15139/S3/FDFIBE,,Monmouth University Polling Institute,Monmouth University,,
1389,https://hdl.handle.net/1902.29/11096,,N/A,,,
1658,https://hdl.handle.net/1902.29/D-30547,,"US Dept. of Labor, Bureau of Labor Statistics",,,
1658,https://hdl.handle.net/1902.29/D-30547,,U.S. Bureau of Labor Statistics,,,
1658,https://hdl.handle.net/1902.29/D-30547,,"Ohio State University, Center for Human Resource Research",,,
1338,https://hdl.handle.net/1902.29/11645,,"Borg, Sami",International Federation of Data Organizations,,
30518,https://doi.org/10.15139/S3/447Y5U,,"Nitsova, Silviya",University of North Carolina at Chapel Hill,,
3930,https://hdl.handle.net/1902.29/CD-10999,,National Center for Health Statistics,,,
3930,https://hdl.handle.net/1902.29/CD-10999,,U.S. Department of Health and Human Services,,,
3930,https://hdl.handle.net/1902.29/CD-10999,,U.S. National Center for Health Statistics,,,
2629,https://hdl.handle.net/1902.29/H-718279,,"Louis Harris and Associates, Inc.",,,
3906,https://hdl.handle.net/1902.29/CD-10950,,U.S. Department of Commerce,,,
3906,https://hdl.handle.net/1902.29/CD-10950,,U.S. Bureau of the Census,,,
2647,https://hdl.handle.net/1902.29/H-7485,,"Louis Harris and Associates, Inc.",,,
5063,https://hdl.handle.net/1902.29/D-16229,,G. S. Black,,,
5063,https://hdl.handle.net/1902.29/D-16229,,USA Today Newspaper,,,
29225,https://doi.org/10.15139/S3/PJZN6L,,"Pacheco, Julie",University of Iowa,,
1183,https://doi.org/10.15139/S3/11918,,"Harris, Kathleen Mullan",University of North Carolina at Chapel Hill,,
1183,https://doi.org/10.15139/S3/11918,,"Udry, Richard J.",University of North Carolina at Chapel Hill,,
3478,https://hdl.handle.net/1902.29/CAPS-POLIT,,N/A,,,
4285,https://hdl.handle.net/1902.29/D-30771,,Field Institute,,,
4949,https://hdl.handle.net/1902.29/D-16159,,G. S. Black,,,
4949,https://hdl.handle.net/1902.29/D-16159,,USA Today Newspaper,,,
4946,https://hdl.handle.net/1902.29/D-16190,,G. S. Black,,,
4946,https://hdl.handle.net/1902.29/D-16190,,USA Today Newspaper,,,
176,https://hdl.handle.net/1902.29/11229,,"Minnotte, Matt",H.W. Odum Institute,,
1263,https://hdl.handle.net/1902.29/11703,,N/A,,,
1708,https://hdl.handle.net/1902.29/D-444,,"Meyer, Philip",,,
31147,https://doi.org/10.15139/S3/WTTF5K,,Monmouth University Polling Institute,Monmouth University,,
30359,https://doi.org/10.15139/S3/VLD1GU,,"O'Reilly-Shah, Vikas",Emory University,ORCID,0000-0003-0741-0291
5151,https://hdl.handle.net/1902.29/11739,,"Popkin, Barry",University of North Carolina at Chapel Hill,,
29246,https://doi.org/10.15139/S3/5KWYI8,,"Gardner, David",University of North Carolina at Chapel Hill,,
210,https://hdl.handle.net/1902.29/10533,,Jonathan Crabtree,Odum Institute,,
31119,https://doi.org/10.15139/S3/2WMU38,,"Cachia, Julie",Stanford University,,
31119,https://doi.org/10.15139/S3/2WMU38,,"Tsai, Jeanne",Stanford University,,
31119,https://doi.org/10.15139/S3/2WMU38,,"Uchida, Yukiko",Kyoto University,,
2871,https://hdl.handle.net/1902.29/H-851207,,"Louis Harris and Associates, Inc.",,,
25368,https://doi.org/10.15139/S3/12165,,Jacob R. Neiheisel,"University at Buffalo, SUNY",,
3695,https://hdl.handle.net/1902.29/CD-0001,,GeoLytics Inc.,,,
4455,https://hdl.handle.net/1902.29/D-31407,,"Applied Research Center, Georgia State University",,,
560,https://hdl.handle.net/1902.29/10705,,N/A,,,
3801,https://hdl.handle.net/1902.29/CD-0147,,"National Center for Education Statistics, United States Department of Education",,,
3801,https://hdl.handle.net/1902.29/CD-0147,,"U.S. Department of Educatio,. National Center for Education Statistics",,,
870,https://hdl.handle.net/1902.29/11345,,"Fillingim, Roger B.","Department of Community Dentistry & Behavioral Science, College of Dentistry, University of Florida",,
870,https://hdl.handle.net/1902.29/11345,,"Ohrbach, Richard","Department of Oral Diagnostic Sciences, University at Buffalo",,
870,https://hdl.handle.net/1902.29/11345,,"Greenspan, Joel D.","Department of Neural and Pain Sciences & Brotman Facial Pain Center, University of Maryland Dental School",,
870,https://hdl.handle.net/1902.29/11345,,"Knott, Charles","Battelle Memorial Institute, Centers for Public Health Research and Evaluation",,
870,https://hdl.handle.net/1902.29/11345,,"Dubner, Ronald","Department of Neural and Pain Sciences & Brotman Facial Pain Center, University of Maryland Dental School",,
870,https://hdl.handle.net/1902.29/11345,,"Bair, Eric","Center for Pain Research and Innovation, Departments of Biostatistics and Endodontics, University of North Carolina at Chapel Hill",,
870,https://hdl.handle.net/1902.29/11345,,"Slade, Gary D.","Center for Pain Research and Innovation, Departments of Dental Ecology and Epidemiology, University of North Carolina at Chapel Hill",,
870,https://hdl.handle.net/1902.29/11345,,"Maixner, William","Center for Pain Research and Innovation, Departments of Endodontics and Pharmacology, University of North Carolina at Chapel Hill",,
870,https://hdl.handle.net/1902.29/11345,,"Smith, Shad B.","Center for Pain Research and Innovation, University of North Carolina at Chapel Hill",,
870,https://hdl.handle.net/1902.29/11345,,"Diatchenko, Luda","Alan Edwards Centre for Research on Pain, McGill University",,
870,https://hdl.handle.net/1902.29/11345,,"Weir, Bruce","Department of Biostatistics, University of Washington",,
3042,https://hdl.handle.net/1902.29/H-901103,,"Louis Harris and Associates, Inc.",,,
30824,https://doi.org/10.15139/S3/7JU1AQ,,Substance Abuse & Mental Health Services Administration,,,
5255,https://hdl.handle.net/1902.29/11355,,N/A,,,
667,https://hdl.handle.net/1902.29/10196,,State Center for Health Statistics,,,
29302,https://doi.org/10.15139/S3/SIHQIP,,Monmouth University Polling Institute,Monmouth University,,
29327,https://doi.org/10.15139/S3/DKMKMV,,"Goranson, Amelia",University of North Carolina at Chapel Hill,,
4665,https://hdl.handle.net/1902.29/D-33544,,"Center for Survey Research, The Ohio State University",,,
5345,https://hdl.handle.net/1902.29/11882,,"Fillingim, Roger B.","Department of Community Dentistry & Behavioral Science, College of Dentistry, University of Florida",,
5345,https://hdl.handle.net/1902.29/11882,,"Ohrbach, Richard","Department of Oral Diagnostic Sciences, University at Buffalo",,
5345,https://hdl.handle.net/1902.29/11882,,"Greenspan, Joel D.","Department of Neural and Pain Sciences & Brotman Facial Pain Center, University of Maryland Dental School",,
5345,https://hdl.handle.net/1902.29/11882,,"Knott, Charles","Battelle Memorial Institute, Centers for Public Health Research and Evaluation",,
5345,https://hdl.handle.net/1902.29/11882,,"Dubner, Ronald","Department of Neural and Pain Sciences & Brotman Facial Pain Center, University of Maryland Dental School",,
5345,https://hdl.handle.net/1902.29/11882,,"Bair, Eric","Center for Pain Research and Innovation, Departments of Biostatistics and Endodontics, University of North Carolina at Chapel Hill",,
5345,https://hdl.handle.net/1902.29/11882,,"Slade, Gary D.","Center for Pain Research and Innovation, Departments of Dental Ecology and Epidemiology, University of North Carolina at Chapel Hill",,
