datasetVersionId,persistentUrl,persistent_id,dsDescriptionValue,dsDescriptionDate
30836,https://doi.org/10.15139/S3/FQO7IS,,"<h1>Data Summary:</h1>Community Multiscale Air Quality (CMAQ) Model Version 5.1  output data from a 01/01/2013 - 12/31/2013 CONUS simulation.  <strong>Note:The datasets are on a Google Drive. The metadata associated with this DOI contain the link to the Google Drive folder and instructions for downloading the data.</strong>

<h2>File Location and Download Instructions:</h2>
The 2013 model output are available in two forms.  The hourly datasets are a set of monthly files with surface-layer hourly concentrations for a model domain that encompasses the contiguous U.S. with a horizontal grid resolution of 12km x 12km.  The daily average dataset is a single file with a year of daily average data for the same domain. 
<br>
<br>
<ul> <li><strong><a href=""https://drive.google.com/drive/folders/1aKz3BtwjfsqY-vdvMk-bGrzI3qSOjk3b"">Link to hourly data</a></strong> </li>
<li> <strong><a href=""https://drive.google.com/open?id=1yoNt3D5gFU3WuI6E_Q3uDivgzlDB6AK-"">Link to daily average data</a></strong> </li> 
<li> <strong><a href=""https://docs.google.com/document/d/1e7B94zFkbKygVWfrhGwEZL51jF4fGXGXZbvi6KzXYQ4/edit"">Download instructions </a></strong> </li> </ul>

<h2>File Format:</h2>The 2013 model output are stored as netcdf formatted files using I/O API data structures <a href=""https://www.cmascenter.org/ioapi/"">(https://www.cmascenter.org/ioapi/)</a>. Information on the model projection and grid structure is contained in the header information of the netcdf file.  The output files can be opened and manipulated using I/O API utilities (e.g. M3XTRACT, M3WNDW) or other software programs that can read and write netcdf formatted files (e.g. Fortran, R, Python).<br> 
",
30836,https://doi.org/10.15139/S3/FQO7IS,,"<h2>Model Variables</h2>
<h3>Variable names in hourly data files:</h3>
<strong>Variable Name</strong>, <strong>Units</strong>, <strong>Variable Description</strong><br>
CO, ppb, carbon monoxide<br>
NO, ppb, nitric oxide<br>
NO2, ppb, nitrogen dioxide<br>
O3, ppb, ozone<br>
SO2, ppb, sulfur dioxide<br>
SO2_UGM3, micrograms/m^3, sulfur dioxide<br>
AECIJ, micrograms/m^3, aerosol elemental carbon (sum of i-mode and j-mode)<strong>*</strong><br>
AOCIJ, micrograms/m^3, aerosol organic carbon (sum of i-mode and j-mode)<strong>*</strong><br>
ANO3IJ, micrograms/m^3, aerosol nitrate (sum of i-mode and j-mode)<strong>*</strong><br>
TNO3, micrograms/m^3, total nitrate= NO3 (ANO3IJ)+ nitric acid (HNO3)<br>
ANH4IJ,micrograms/m^3, aerosol ammonium (sum of i-mode and j-mode)<strong>*</strong><br>
ASO4IJ,micrograms/m^3, aerosol sulfate (sum of i-mode and j-mode)<strong>*</strong><br>
PMIJ<strong>**</strong>, micrograms/m^3, total fine particulate matter (sum of i-mode and j-mode)<strong>*</strong><br>
PM10<strong>**</strong>, micrograms/m^3, total particulate matter (sum of i-mode, j-mode, k-mode)<strong>*</strong><br>

<h3>Variable names in daily data files:</h3>
Note: All daily averages are computed using Local Standard Time (LST) <br>
<strong>Variable Name</strong>, <strong>Units</strong>, <strong>Variable Description</strong><br>
CO_AVG, ppb, 24-hr average carbon monoxide<br>
NO_AVG, ppb, 24-hr average nitric oxide<br>
NO2_AVG, ppb, 24-hr average nitrogen dioxide<br>
O3_AVG, ppb, 24-hr average ozone<br>
O3_MDA8, ppb, Maximum daily 8-hr average ozone <strong>+</strong> <br>
SO2_AVG, ppb, 24-hr average sulfur dioxide<br>
SO2_UGM3_AVG, micrograms/m^3, 24-hr average sulfur dioxide<br>
AECIJ_AVG, micrograms/m^3, 24-hr average aerosol elemental carbon (sum of i-mode and j-mode)<strong>*</strong><br>
AOCIJ_AVG, micrograms/m^3, 24-hr average aerosol organic carbon (sum of i-mode and j-mode)<strong>*</strong><br>
ANO3IJ_AVG, micrograms/m^3, 24-hr average aerosol nitrate (sum of i-mode and j-mode)<strong>*</strong><br>
TNO3_AVG, micrograms/m^3, 24-hr average total nitrate= NO3 (ANO3IJ)+ nitric acid (HNO3)<br>
ANH4IJ_AVG,micrograms/m^3, 24-hr average aerosol  ammonium (sum of i-mode and j-mode)<strong>*</strong><br>
ASO4IJ_AVG,micrograms/m^3, 24-hr average aerosol sulfate (sum of i-mode and j-mode)<strong>*</strong><br>
PMIJ_AVG<strong>**</strong>, micrograms/m^3, 24-hr average total fine particulate matter (sum of i-mode and j-mode)<strong>*</strong><br>
PM10_AVG<strong>**</strong>, micrograms/m^3, 24-hr average total particulate matter (sum of i-mode, j-mode, k-mode)<strong>*</strong><br>
<br>
<strong>+</strong>The calculation of the MDA8 O3 variable is based on the current ozone NAAQS and is derived from the highest of the 17 consecutive 8-hr averages beginning with the 8-hr period from 7:00am to 3:00pm LST and ending with the 8-hr period from 11pm to 7am the following day. <br>
<br>
<strong>*</strong>CMAQ represents PM using three interacting lognormal distributions, or modes.  Two modes, Aitken (i-mode) and accumulation (j-mode) are generally less than 2.5 microns in diameter while the coarse mode (k-mode) contains significant amounts of mass above 2.5 microns.<br>
<br>
  <strong>**</strong>Note that modeled size distributions can also be used to output PM species that represent the aerosol mass that falls below a specific diameter, e.g. 2.5 um or 10um. The output variables that are based on the sharp cut-off method are typically very similar to the aggregate PMIJ (i+j mode) and PM10 (i+j+k mode) variables included in these files. Further information on particle size-composition distributions in CMAQv5.0 can be found in Nolte et al. (2015), <a href=""https://doi.org/10.5194/gmd-8-2877-2015""> https://doi.org/10.5194/gmd-8-2877-2015</a>.
 ",
30836,https://doi.org/10.15139/S3/FQO7IS,,"<h2>Simulation Settings and Inputs:</h2>

<h3>CMAQ Model </h3>
<ul> <li>Model version: 5.1</li></ul><ul><li>Bi-directional NH3 air-surface exchange: Massad formulation</li></ul><ul><li>Chemical mechanism: CB05e51</li></ul><ul><li>Aerosol module: aero6</li></ul>
<ul><li>Domain: Continental U.S. (CONUS) using a 12 km grid size and a Lambert Conformal projection assuming a spherical earth with radius 6370.0 km.</li></ul>  
<ul><li>Vertical Resolution: 35 layers from the surface to the top of the free troposphere with layer 1 nominally 19 m tall.</li></ul>   


<h3>Boundary Condition Inputs</h3>
<ul><li>Hourly values from 2013 simulation of GEOS-Chem v9-01-02 with GEOS-5 meteorology inputs.</li></ul>

<h3>Emissions Inputs</h3>
<ul><li>Anthropogenic emissions:  Emissions inventory label 2013ej.  2011 modeling platform version 6.2 with 2013 updates for fires, mobile sources, and mobile source (link to modeling platform:  <a href= ""https://www.epa.gov/air-emissions-modeling/2011-version-62-technical-support-document""> https://www.epa.gov/air-emissions-modeling/2011-version-62-technical-support-document</a>)</li></ul>
<ul><li>Lightning NOx: adjusted to year-specific lightning strike data calculated online in CMAQ v5.1.</li></ul>
<ul><li>Chemical fertilizer application: calculated with the Economic Policy Integrated Climate (EPIC). Schedule is year specific with chemical specification of form applied.</li></ul>
<ul><li>Ammonia Emissions: calculated with new Confined Animal Feeding Operations (CAFO) resistance and thermodynamics-based diurnal profile.</li></ul>
<ul><li>Vegetation Distribution: Biogenic Emissions Landuse Database version 4 (BELD4.1) crop distributions informs EPIC, online biogenic emissions, and deposition velocities.</li></ul>
<ul><li>Fire emissions: developed using the US Forest Service’s BlueSky modeling framework with the following components: Area Burned = SmartFirev2 | Fuels = FCCS fuelbeds | Consumption Efficiency = CONSUMEv3 | Emission Factors = FEPS (flaming to smoldering ratio). Additional details can be found here <a href= ""https://www.airfire.org/wp-content/uploads/2012/08/EIC2012-05-EmissionsProcessingComparisons.pdf"">https://www.airfire.org/wp-content/uploads/2012/08/EIC2012-05-EmissionsProcessingComparisons.pdf</a></li></ul>

<h3>Meterology Inputs</h3>
<ul><li>Model: Weather Research Forecast model, version 3.7.1 (WRF v3.7.1) simulated meteorology for 2013</li></ul>
<ul><li>Land Cover: 2011 National Land Cover Database (NLCD)</li></ul> 
<ul><li>Data assimilation: based on version-2 four-dimensional data assimilation (FDDA) with no nudging in the planetary boundary layer and used blended 3-hourly reanalysis fields (combination of 6-hour Meteorological Assimilation Data Ingest System (MADIS) data and intermediate North American Mesoscale Model (NAM) 3-hour forecast) organized into 12km NAM Data Assimilation System (NDAS) fields up to 50 hPa.</li></ul> 
<ul><li>WRF v3.7.1 parameters: Kain-Fritsch Ma and Tan (2009) trigger; NLCD woody wetlands land use category recognized (wetlands-100); and Pleim-Xiu land-surface model.</li></ul>
<ul><li>Vertical Resolution: 35 layers from the surface to the top of the free troposphere with layer 1 nominally 19 m tall.</li></ul>   








",
31532,https://hdl.handle.net/1902.29/11731,,"The most important pieces of documentation for the <a href=""https://dataverse.unc.edu/dataverse/rlms-hse"">Russia Longitudinal Monitoring Survey data sets</a> are the questionnaires. The questionnaire files are English-language translations of the original Russian questionnaires. The English versions have been translated as literally as possible. The order of the questions and the layout of the pages have been preserved in the English versions. <br/><br/> The questionnaires are also designed to function as codebooks. The variable names, as they appear in the data sets, are usually listed below or to the left of the questions. If the abbreviation (char) appears with a variable name, then the responses to that question are stored in a character variable. If there is no variable name associated with a particular question, then the responses to that question do not appear in the data set.
<br/><br/> Some questions in the questionnaires are color coded. Pink means that the question was added. Green indicates changes from the previous round (e.g., year). Gray means that the questions were asked, but the data are not available for public use - the questions were added at the request of the Pension Office and are for their use only. <br/><br/> The original Russian-language questionnaires are available for all rounds, with the exception of the community questionnaires, which are only
available for 2000-2003 and from 2011 on.   Please note that, unlike the English-language versions, variable names do not appear in the Russian-language versions.",2015-08-31
3044,https://hdl.handle.net/1902.29/H-901105,,"<p>This survey focuses on a variety of topics including a rating of President Bush and his handling of the Iraqi Middle East crisis, oil companies, and anti-Arab feeling.</p>",
3465,https://hdl.handle.net/1902.29/CAPS-PAQ,,"<p>The PAQ is a self-report instrument consisting of a number of trait descriptions, each set up on a bipolar scale. Each item describes a characteristic stereotypically believed to differentiate the sexes. The short form used here is composed of 16 bipolar pairs describing personal characteristics, on each of which respondents are to rate themselves on a five-point scale. The questionnaire is divided into two eight-item scales, labeled Masculinity (M) and Femininity (F).</p><p>SCORING: Each ite
m is scored from 0 to 4, a high score on items assigned to the M scale indicate an extreme masculine response and a high score on F scale indicate an extreme feminine response. Total scores are obtained on each scale by adding the individual's scores on the eight items. The range of possible values is thus 0 to 32 for each scale.
</p><p>See codebook for additional information</p>",
3796,https://hdl.handle.net/1902.29/CD-0141,,"<p>""This CD-ROM contains data from the 1999 National Study of Postsecondary Faculty (NSOPF:99) and all other NCES data analysis systems (DAS) available prior to August 2001. A separate DAS is included for the National Study of Postsecondary Faculty (1999, 1993, and 1988); 1996 Beginning Postsecondary Students  First Follow-up, 1990 Beginning Postsecondary Students  Second Follow-up; Baccalaureate and Beyond  Second Follow-up; National Postsecondary Student Aid Study (NPSAS) Series including Unde
rgraduate Students (1996, 1993, 1990, and 1987), Graduate and First-Professional Students (1996, 1993, 1990, and 1987); High School and Beyond, (Sophomores, 1980-1992) and Seniors, 1980-1986); National Education Longitudinal Study (1988/94); National Longitudinal Study of the High School Class of 1972; National Household Education Survey of 1995 Adult Education.""
</p><p>Note to Users: This CD is part of a collection located in the Data Archive of the Odum Institute for Research in Social Science at the University of North Carolina in Chapel Hill. The collection is located in Room 10, Manning Hall. Users may check the CDs out subscribing to the honor system. Items may be checked out for a period of two weeks. Loan forms are located adjacent to the collection.</p>",
1866,https://hdl.handle.net/1902.29/D-17535,,"<p>Public opinion on the major political problems after the elections of March 20, 1988.</p>",
2778,https://hdl.handle.net/1902.29/H-822103,,"<p>This survey focuses on the economy</p><p>Additional variables include rating of President Reagan and his economic program, comparison of Reagan with last nine presidents, federal deficit, increase defense spending, cuts in federal spending, hand guns, prayer in schools, affirmative action programs, abortion, air and water pollution, social security, and school busing</p>",
4663,https://hdl.handle.net/1902.29/D-33542,,"<p>This focus of this special topic survey is on the approval of actions taken by the United States government following the events of September 11th, 2001, and on the precautions the respondent has taken against terrorism. Maintains queries regarding media exposure, computer use, telephone service, level of educational attainment, religious identification, and political affiliation.</p>",
5347,https://hdl.handle.net/1902.29/11884,,"This 10-item scale assesses the perception of stress, that is, the degree to which an individual appraises situations as stressful, and the extent to which an individual perceives himself or herself capable of coping with the situations.<sup>[1]</sup> For each item, participants indicate how often they felt or thought that way in the past month using a 5-category scale (never, almost never, sometimes, fairly often, very often). The PSS yields a single overall perceived stress score by summing the numerical weights of each item, after reverse scoring 4 of the items. Internal consistency is good with Cronbach’s alpha of .84 or greater, and construct validity has been demonstrated, as the PSS correlates significantly with other measures of stress appraisal.
<sup>[1]</sup> <br/><br/> [1] Cohen S, Kamarck T, Mermelstein R: A global measure of perceived stress. J Health Soc Behav 24:385-396, 1983",
3701,https://hdl.handle.net/1902.29/CD-0007,,"<p>The TRade Analysis and Information System globally aims to increase the transparency in international trading conditions. TRAINS contains information from UNCTAD's Database on trade confirmation as well as other trade information components such as tariffs para-tariffs measures including TM's, PTM's and NTM's. The UNCTAD Database also contains information on the Generalized System of Preferences (GSP). TRAINS also has trade data involving imports obtained directly from the countries or indire
ctly through organizations such as LAIA (Latin American Integration Association), EU(European Nation), IDB (Iinter-American Development) and WTO (World TRade Organization). There is also an alphabetical index of the Standard International Trade Classification (SITC), which enables one to find the corresponding SITC rev.3 code of an alphabetical list of commodities. Lastly TRAINS contains general documentation on various data elements including the import regimes, the GPA and other preferential schemes.
</p>",
31169,https://doi.org/10.15139/S3/D9ZUIB,,"While most Americans appear to acknowledge the large gap between the rich and the poor in the U.S., it is not clear if the public is aware of recent changes in income inequality. Even though economic inequality has grown substantially in recent decades, studies have shown that the public's perception of growing income disparities has remained mostly unchanged since the 1980s. This research offers an alternative approach to evaluating how public perceptions of inequality are developed. Centrally, it conceptualizes the public's response to growing economic disparities by applying theories of macro-political behavior and place-based contextual effects to the formation of aggregate perceptions about income inequality. It is argued that most of the public relies on basic information about the economy to form attitudes about inequality and that geographic context---in this case, the American states---plays a role in how views of income disparities are produced. A new measure of state perceptions of growing economic inequality over a 25-year period is used to examine whether the public is responsive to objective changes in economic inequality. Time-series cross-sectional analyses suggest that the public's perceptions of growing inequality are largely influenced by objective state economic indicators and state political ideology. This research has implications for how knowledgeable the public is of disparities between the rich and the poor, whether state context influences attitudes about inequality, and what role the public will have in determining how expanding income differences are addressed through government policy.",2017-02-10
3966,https://hdl.handle.net/1902.29/CD-11027,,"<p>2 computer laser optical discs : 4 3/4 in.</p> <p>Abstract: This DVD contains contains all State summary data files, documentation and software.</p> <p>System requirements: 486 or Pentium processor-based PC; 8 MB RAM (16MB recommended) on Windows 95, or 16 MB RAM on Windows NT (24MB recomended), 10MB of additional hard space; Windows 95, 98, or NT 4.0; Adobe Acrobat Reader 4.0 (or higher). </p> <p>V1-D00-S3ST-08-US1</p>",
4032,https://hdl.handle.net/1902.29/C-119,,"<p>""For all service industries establishments (according to the Standard Industrial Classification system) the data include the following: number of establishments; receipts or revenues; receipts or expenses; percent change in receipts or revenue, payroll, number of paid employees, etc.""</p><p>Geographic areas include the United States, States, SMSA, Standard Consolidated Statistical Areas (SCSA), area outside SMSA's, counties (or county equivalents), places, and balance of counties</p>",
3507,https://hdl.handle.net/1902.29/CAPS-ROMPART,,"<p>This unit ran approximately every 2 weeks during CAPS/87 and CAPS/88. If Rs indicated in the unit HAVERP that they have a current romantic partner, the ROMPART unit was administered. In it, Rs are asked how long they have had a romantic relationship with their partner, whether they live with and/or are married to the partner. They then rate the relationship on a number of dimensions, and indicate the extent to which they feel each of nine emotions when with the partner. They rate how attracti
ve they think the partner is, how attractive they think they are, and how attractive the partner thinks they are. They also rate how similar they see themselves to be with the partner in terms of personality, attitudes and beliefs, and interests.
</p><p>The unit was developed by Harry Reis, Bill Ickes, and Deborah Richardson.</p><p>No standard scoring.</p>",
3742,https://hdl.handle.net/1902.29/CD-0231,,"<p>The Perinatal Mortality Data Set is a combination of births, infant deaths, and fetal deaths that occur in the United States. The set is comprised of NCHS's Linked Birth/Infant Death Data Set along with numerator and denominator files. The numerator file contains statistical data from linked birth and infant death records. The denominator file is the NCHS natality file in a compressed format. Perinatal deaths refer to a combination of fetal deaths of at least 20 weeks gestation and neonatal d
eaths (under 28 days old). The variable OUTCOME can be used to distinguish between infant death s and fetal deaths. Because a relatively large number of deaths occur in the period immediately before and after delivery, this combined data set is useful in studying reproductive loss. Some of the variables included in the data set are race and age of mother and father, marital status of mother, medical risk factors, obstetric procedures, birthweight, gestational age, parity, prenatal care, method of delivery, abnormal conditions of the newborn, and congenital anomalies of the child. Geographic data includes state, county, and city of mother's residence and state and county of the place of birth. City and county data are available only for areas with a population of 250,000 or more. Data are accessible through the SETS 2.0 retrieval software on the CD-ROM.
</p>",
3553,https://hdl.handle.net/1902.29/CAPS-TV,,"<p>The TV scale is designed to assess viewing motivations and viewing patterns in adult audiences. A hypothesis by Rubin (1983) is that television use motivations can explain or predict television pattern (behavior and attitudes) consequences of television use. Viewing motivation categories include: RELAXATION-TV1,TV10,TV19. COMPANIONSHIP-TV2,TV11,TV20. HABIT-TV3,TV12,TV21. PASSTIME-TV4,TV13,TV22. ENTERTAINMENT-TV5,TV14,TV23. SOCIALINTERACTION-TV6,TV15,TV24. INFORMATION-TV7,TV16,TV25. AROUSAL-TV
8,TV17,TV26. ESCAPE-TV9,TV18,TV27.</p><p>Viewing patterns are measured by behaviors (viewing levels: TV28 - TV31 and program preferences: TV32 - TV35) and attitudes (affinity: TV36,38,40,42,44 and reality: TV37,39,41,43,45). Item scores for TV1 through TV27 are summed for subscale scores. Item scores for TV28 - TV31 are averaged for viewing pattern. Items TV32 - TV35 provide a partial rank ordering for program preferences (using nine program categories). Item scores for the attitude scales are s
ummed for total subscale scores. Items TV38, TV39, TV42, TV43 are reversed scored. TV46 measures how convenient it is to watch TV (1=very convenient, 7=very inconvenient.) TV47 asks R whether s/he has a TV (1=yes, 2=no).
</p><p>See codebook for additional information</p>",
4463,https://hdl.handle.net/1902.29/D-31415,,"<p>The Georgia State Poll is a mechanism for state agencies, academic researchers and non profit organizations to collect data on topics of interest while sharing the cost of the survey. A core set of demographic questions is always asked, and most polls also include performance ratings for political figures. This survey collected responses from Georgia residents on various issues. These include Bill Clinton, Bob Dole, the state elections, Zell Miller, Linda Schrenko, and teenage drivers.</p>",
29369,https://doi.org/10.15139/S3/DOS6TZ,,"The measure of legislative professionalization I developed was first published a quarter century ago.  Since then updates have appeared periodically.  In this note I briefly document the measure’s usefulness in academic research and then calculate it for 2015.  For reasons I detail, the updated measure is corrected for a misestimate of days in session for some states.",2017-04-03
30738,https://doi.org/10.15139/S3/T1DYMD,,"Vision Zero is a strategy to reduce all traffic fatalities and severe injuries to zero, while increasing safe, equitable, and healthy mobility for all. Vision Zero Plans help guide municipalities, counties, and other areas to address these strategies considering the local context.",
907,https://hdl.handle.net/1902.29/11169,,"This CSQ-R is a revised version of the original CSQ<sup>[1]</sup>, which consists of 27 items relating to how individuals cope with pain. Participants indicate the frequency with which they engage in specific coping activities when experiencing pain, using a 7-category numerical scale ranging from 0 (never do that) to 6 (always do that). It yields 6 subscales reflecting the pain coping strategies that individuals use: diverting attention, catastrophizing, praying and hoping, ignoring pain sensat
ions, reinterpreting pain sensations, and coping self-statements. The subscales have shown adequate internal consistency, with Cronbach's alpha ranging from .72 to .91 in a sample of healthy young adults.
<sup>[2]</sup> Because the catastrophizing scale from the CSQ-R is identical to the Helplessness scale from the PCS, the CSQ-R's catastrophizing scale was excluded from all analyses.<br></br> [1] Rosenstiel AK, Keefe FJ: The use of coping strategies in chronic low back pain patients: Relationship to patient characteristics and current adjustment. Pain 17:33-44, 1983 <br></br> [2]B.A. Hastie, J.L. Riley III, R.B. Fillingim. Ethnic differences in pain coping: Factor structure of the coping strateg
ies questionnaire and coping strategies questionnaire-revised J Pain, 5 (2004), pp. 304â316",
5290,https://hdl.handle.net/1902.29/11806,,"These are the results of the survey ""GIS Support on Campus"", which was announced via email on May 13, 2014 to Gis4lib, HIGHERED-L, and MAPS-L.  I have received requests to view the survey results; however, there was no statement about redistribution in the original survey, other than a presentation at the Esri Education GIS Conference 2014.  To ensure confidentiality for survey respondents, these results have been anonimized or aggregated where needed.  The PDF of my presentation slides from  the 2014 Esri Education GIS Conference can be accessed at http://proceedings.esri.com/library/userconf/educ14/index.html.  Search for ""Bringing It All Together: Rethinking GIS Support on Campus"".  If you have specific questions, feel free to email me at megan.slemons@emory.edu.",
3976,https://hdl.handle.net/1902.29/CD-0225,,"<p>This CD-ROM contains the 2004 Natality Detail public use files and documentation. This collection provides information on live births in the United States and U.S. territories during calendar year 2004. Birth data for the U.S. are limited to births occurring within the U.S. to U.S. residents and nonresidents. Births to nonresidents of the US are excluded from all tabulations by place of residence. Births occurring to US citizens outside of the US are not included in this file. Birth data for
Puerto Rico, Virgin Islands, Guam, and America Samoa are limited to biths occuring within the respective territories. Geographic variables describing residence for births include the state, county, city, county and city population, standard metropolitan statistical area (SMSA), and metropolitan/nonmetropolitan county. Other variables include the race and sex of the child, parent's age, national origin, and race, and mother's educational attainment and marital status. Health data include variables such as live birth order, prenatal care, birth weight, plurality, Apgar score, method of delivery, medical risk factors, complications of labor and/or delivery, abnormal conditions of the newborn, attendant at birth, and place or facility of birth. This data file includes data based on both the 1989 Revision of the U.S. Standard Certificate of Live Birth (unrevised) and the 2003 revision of the U.S. Standard Certificate of Live Birth in 2003 (revised). Pennsylvania and Washington implemented the revised certificate in 2003: five states, Idaho, Kentucky, New York (excluding New York City), South Carolina, and Tennessee implemented as of January 1, 2004. Two additional states, Florida and New Hampshire, implemented the revised birth certificate in 2004, but after January 1. The nine revised states represent 20 percent of all 2004 births. The seven revised states, for which data are available for all of 2004, represent 14 percent of all births. Where comparable, revised data are comb
ined with data from the remaining 41 states and the District of Columbia. (Revised data are denoted by R. Unrevised data are denoted by U in the Rev column of the documentation.)
</p><p>Note to Users: This CD is part of a collection located in the Data Archive at the Odum Institute for Research in Social Science, University of North Carolina at Chapel Hill. The collection is located in Room 10, Manning Hall. Users may check out the CDs, subscribing to the honor system. Items may be checked out for a period of two weeks. Loan forms are located adjacent to the collection.</p>",
4595,https://hdl.handle.net/1902.29/D-33410,,"<p>This survey collected responses from Arizona residents on the Congressional District 6 Race. Respondents were asked about candidates, their likelihood to vote, leaning and/or firm commitments. Demographic data were also collected. These include age, education, political ideology, party affiliation, voter registration, income, ethnicity, race, and sex.</p>",
2191,https://hdl.handle.net/1902.29/10438,,"WILIS 2 (2007-2011) was follow-up study to develop an alumni tracking system aimed at recent graduates that could potentially be used by all LIS programs. The project built on WILIS 1, a comprehensive IMLS funded study of career patterns of graduates of LIS programs in North Carolina. WILIS 2 builds on WILIS 1 by fully developing and testing the career tracking model on a national level. The WILIS 2 survey was designed for recent graduates of LIS programs in North America.  The survey gathered data on demographics, employment, LIS Master’s Program experience and evaluation and knowledge and skills provided by the LIS Program. 39 LIS programs participated in the study. Programs were asked to select a random sample of 250 of their master’s degree graduates from the previous five years; however, several programs included a few graduates from earlier years. Fewer than four percent of these respondents graduated prior to 2003. Programs with multiple degrees were able to select the degree programs included in their sample. The graduates received an email invitation and three email reminders.  A few programs mailed paper invitations to encourage better response rates.   The response rate for the survey was 41% (n=3507). Response rates for individual programs ranged from 16 % to 80%.  The dataset of the 39 LIS programs includes alumni that graduated between 2000 and 2009.",2012
2461,https://hdl.handle.net/1902.29/H-1939,,"<p>Survey investigates indepth attitudes toward the economy, affects of inflation, and financial management.</p><p>Questions include standard of living, income, financial stress, savings and borrowing habits, money budgeted for housing, transportation, food and leisure. Questions about taxation, causes of inflation, recession, tax revolt, cost of living and financial investments are also included. A tack-on surveys attitudes toward environmental air and water pollution, political affairs, civil
rights, and Joe Namath.</p>",
31179,https://doi.org/10.15139/S3/FVXARB,,"We recruited 118 mixed-sex couples through advertisements on the website Craigslist in 12 major U.S. cities. Interested participants emailed the researchers and if they met the inclusion criteria—in a relationship, living together, both partners interested in participating and aged 18 or older—they were sent the link and information for completing the background and daily surveys online. 
<br><br>
Participants ranged in age from 19 to 74 (M = 31.5, SD = 10.4) and had been in their current relationship from 4 months to 30 years (M = 4.9 years, SD = 5.3 years). All the couples were living together; 37% were married and 19% were engaged. About a third of the couples had children (31%), and of these, couples had two children on average (M = 2.2, SD = 1.1). Participants comprised a diverse range of ethnic backgrounds; 55% were White/European, 14% were African American, 8% were Asian, 5% were Latino, 3% were Native American, 1% were Indian, and 14% self- identified as ‘‘other.’’ 
<br><br>
Once couples agreed to participate, each partner was e-mailed a unique link. On the first day of the study, each partner completed a 30-minute background survey and then for the next 21 consecutive days, they completed a brief survey (5-10 minutes) each night before bed. The day after completing the final daily survey, participants completed a 10-minute follow-up survey. Participants completed a second follow-up approximately three months later. Participants were instructed to begin the study on the same day as their partner and not to discuss their responses with one another. Each partner was paid up to US$50 for participating; payment was pro-rated depending on the number of daily surveys completed. Participants completed 3,421 diary entries for an average of 18.2 (out of 21) entries per person.
<br><br>
Project was approved by the University of Toronto research ethics board.",2020-01-07
3632,https://hdl.handle.net/1902.29/D-31623,,"<p>Topics in this survey include direction of the country, the most important problem facing the country, the most important problem facing North Carolina, ratings of government officials, local schools and student achievement standards, state lottery, war in Iraq, reasons for following the news, and reliance on television for news. Demographic variables include respondent's year of birth, educational status, county of residence, number of adults age 18 or over living in the household, self-iden
tified political party affiliation, political philosophy, race, Hispanic origin, marital status, household income, and gender.
</p>",
468,https://hdl.handle.net/1902.29/11211,,"<p>The 1999 Tanzania Reproductive and Child Health Facility Survey (TRCHS) collected information on the availability and use of selected reproductive and child health services in Tanzania. This report presents the results from the facility survey, which was conducted by the National Bureau of Statistics from June 1999 to February 2000. Data on various indicators of the availabilty and quality of services from 260 government and 185 NGO and private facilities in mainland Tanzania are listed and d
iscussed. The report also presents the following main findings:</p> <p><ul><li> 1) NGOs and the private sector play a major role in health service provision in Tanzania.</li><li> 2) Health facilities scored fairly well on supplies of contraceptives, vaccines and antibiotics, though there was still room for improvement.</li><li> 3)Health workers have received continuing education on a variety of topics during the 1990s, and many facilities now have providers trained in family planning, HIV counse
lling and testing, post-abortion care, STD management, and/or reproductive and child health skills.
</li><li> 4) There were significant increases in the numbers of family planning clients since 1996, with the government providing 82 percent of family planning services.</li><li> 5) Voluntary counselling and HIV testing were only provided in hospitals and some NGO/private health centers. Stockouts of HIV tests were fairly common.</li></ul></p>",
