datasetVersionId,persistentUrl,persistent_id,dateOfDeposit
30685,https://doi.org/10.15139/S3/UATXI5,,2018-10-26
981,https://hdl.handle.net/1902.29/11573,,2013-10-18
30842,https://doi.org/10.15139/S3/XJZONF,,2019-04-19
1485,https://hdl.handle.net/1902.29/10831,,2011-09-30
30580,https://doi.org/10.15139/S3/HOQYRG,,2018-05-01
5368,https://doi.org/10.15139/S3/11952,,2015-04-23
30514,https://doi.org/10.15139/S3/D2K7TL,,2018-04-25
31689,https://doi.org/10.15139/S3/ARIHMI,,2021-01-15
31107,https://doi.org/10.15139/S3/FEE5SQ,,2019-10-26
5296,https://hdl.handle.net/1902.29/11776,,2014-08-27
29472,https://hdl.handle.net/1902.29/11731,,2015-08-31
31611,https://doi.org/10.15139/S3/AWWL46,,2019-11-14
1984,https://hdl.handle.net/1902.29/11599,,2013-12-16
31405,https://doi.org/10.15139/S3/IGWLMU,,2020-05-25
5271,https://hdl.handle.net/1902.29/11804,,2014-09-22
5216,https://hdl.handle.net/1902.29/10705,,2011-04-19
31132,https://doi.org/10.15139/S3/2JA15P,,2019-10-31
1290,https://hdl.handle.net/1902.29/11843,,2015-06-19
5173,https://hdl.handle.net/1902.29/10661,,2011-04-11
31562,https://doi.org/10.15139/S3/XSZGXR,,2020-03-18
1549,https://hdl.handle.net/1902.29/11266,,2013-04-19
1008,https://hdl.handle.net/1902.29/11785,,2014-08-27
30671,https://doi.org/10.15139/S3/BWX81E,,2018-04-23
5174,https://hdl.handle.net/1902.29/11683,,2014-04-28
1589,https://hdl.handle.net/1902.29/10440,,2009-12-16
5262,https://hdl.handle.net/1902.29/11360,,2013-05-29
31430,https://doi.org/10.15139/S3/YAYNES,,2020-06-11
30672,https://doi.org/10.15139/S3/Y3VJXI,,2018-10-25
29363,https://doi.org/10.15139/S3/2L0M9Y,,2017-03-22
3954,https://hdl.handle.net/1902.29/CD-11014,,2012-03-20
30857,https://doi.org/10.15139/S3/YXQNRW,,2019-04-26
1913,https://hdl.handle.net/1902.29/11736,,2015-08-31
134,https://doi.org/10.15139/S3/12073,,2015-07-31
1943,https://doi.org/10.15139/S3/12245,,2016-03-22
30809,https://doi.org/10.15139/S3/D2GBVQ,,2018-07-27
30734,https://doi.org/10.15139/S3/ULEYTX,,2018-12-21
5298,https://hdl.handle.net/1902.29/11779,,2014-08-27
575,https://hdl.handle.net/1902.29/11393,,2013-06-10
531,https://hdl.handle.net/1902.29/10695,,2011-04-19
30751,https://doi.org/10.15139/S3/BX0RZE,,2019-01-29
2033,https://doi.org/10.15139/S3/12317,,2016-05-18
177,https://hdl.handle.net/1902.29/11387,,2013-06-10
2003,https://doi.org/10.15139/S3/12121,,2015-11-17
30667,https://doi.org/10.15139/S3/KVCVJG,,2018-12-9
1014,https://doi.org/10.15139/S3/12251,,2016-03-29
917,https://hdl.handle.net/1902.29/11170,,2013-02-11
30196,https://hdl.handle.net/1902.29/11704,,2014-05-02
122,https://doi.org/10.15139/S3/12067,,2015-07-31
591,https://hdl.handle.net/1902.29/11722,,2014-05-19
31289,https://doi.org/10.15139/S3/11917,,2015-01-13
174,https://hdl.handle.net/1902.29/11208,,2013-04-02
30637,https://doi.org/10.15139/S3/MUSYTQ,,2018-08-31
31673,https://doi.org/10.15139/S3/HZYGCM,,2021-01-14
26457,https://doi.org/10.15139/S3/ECJWMS,,2016-10-25
508,https://hdl.handle.net/1902.29/11222,,2013-04-03
2112,https://hdl.handle.net/1902.29/10809,,2011-09-07
3932,https://hdl.handle.net/1902.29/CD-11000,,2012-03-13
31568,https://doi.org/10.15139/S3/KNHBEE,,2020-09-23
31077,https://doi.org/10.15139/S3/YFF04M,,2019-09-30
25372,https://doi.org/10.15139/S3/12234,,2016-03-10
5202,https://hdl.handle.net/1902.29/11697,,2014-05-01
31176,https://doi.org/10.15139/S3/GKH2QD,,2019-06-19
30225,https://doi.org/10.15139/S3/8UQU7T,,2018-02-07
924,https://hdl.handle.net/1902.29/11875,,2014-12-08
5342,https://hdl.handle.net/1902.29/11184,,2013-02-25
1234,https://hdl.handle.net/1902.29/11688,,2014-04-28
1266,https://hdl.handle.net/1902.29/11707,,2014-05-02
29957,https://hdl.handle.net/1902.29/11731,,2015-08-31
29434,https://doi.org/10.15139/S3/OXCNM4,,2017-01-30
29263,https://doi.org/10.15139/S3/YHLLZG,,2017-01-10
434,https://hdl.handle.net/1902.29/10701,,2011-04-19
31642,https://doi.org/10.15139/S3/TCR6BB,,2020-12-10
5134,https://hdl.handle.net/1902.29/11217,,2013-04-03
30811,https://doi.org/10.15139/S3/2PNGEE,,2019-04-03
30941,https://doi.org/10.15139/S3/T7QAIR,,2017-02-22
1340,https://hdl.handle.net/1902.29/10797,,2011-08-30
30181,https://doi.org/10.15139/S3/L95PUM,,2018-01-23
1536,https://hdl.handle.net/1902.29/10042,,2008-01-04
29388,https://doi.org/10.15139/S3/FDFIBE,,2017-04-25
1389,https://hdl.handle.net/1902.29/11096,,2012-07-29
1338,https://hdl.handle.net/1902.29/11645,,2014-03-03
30518,https://doi.org/10.15139/S3/447Y5U,,2018-04-27
3930,https://hdl.handle.net/1902.29/CD-10999,,2012-03-13
29225,https://doi.org/10.15139/S3/PJZN6L,,2016-11-16
1183,https://doi.org/10.15139/S3/11918,,2015-01-13
176,https://hdl.handle.net/1902.29/11229,,2013-04-08
1263,https://hdl.handle.net/1902.29/11703,,2014-05-02
31147,https://doi.org/10.15139/S3/WTTF5K,,2019-11-18
30359,https://doi.org/10.15139/S3/VLD1GU,,2017-10-13
5151,https://hdl.handle.net/1902.29/11739,,2015-08-31
29246,https://doi.org/10.15139/S3/5KWYI8,,2016-12-08
210,https://hdl.handle.net/1902.29/10533,,2011-01-20
31119,https://doi.org/10.15139/S3/2WMU38,,2019-10-30
25368,https://doi.org/10.15139/S3/12165,,2016-02-11
560,https://hdl.handle.net/1902.29/10705,,2011-04-19
870,https://hdl.handle.net/1902.29/11345,,2013-05-23
30824,https://doi.org/10.15139/S3/7JU1AQ,,2019-04-15
5255,https://hdl.handle.net/1902.29/11355,,2013-05-24
29302,https://doi.org/10.15139/S3/SIHQIP,,2017-02-13
29327,https://doi.org/10.15139/S3/DKMKMV,,2017-02-28
5345,https://hdl.handle.net/1902.29/11882,,2014-12-08
31092,https://doi.org/10.15139/S3/N5YUGP,,2019-10-10
995,https://hdl.handle.net/1902.29/11779,,2014-08-27
1567,https://hdl.handle.net/1902.29/11586,,2013-11-19
1559,https://hdl.handle.net/1902.29/11456,,2013-07-16
30896,https://doi.org/10.15139/S3/5QA3RW,,2019-05-13
30819,https://doi.org/10.15139/S3/IF4U6D,,2019-04-15
31599,https://doi.org/10.15139/S3/NP3UW7,,2020-11-05
1519,https://hdl.handle.net/1902.29/11123,,2012-11-15
185,https://hdl.handle.net/1902.29/11409,,2013-06-12
25335,https://doi.org/10.15139/S3/6JB6CD,,2016-10-05
3941,https://hdl.handle.net/1902.29/CD-11004,,2012-03-13
1309,https://doi.org/10.15139/S3/11981,,2015-05-04
31843,https://doi.org/10.15139/S3/6TEXFU,,2021-03-26
1178,https://doi.org/10.15139/S3/11917,,2015-01-13
1283,https://doi.org/10.15139/S3/11903,,2014-12-15
31364,https://doi.org/10.15139/S3/MPTNKT,,2020-04-19
29253,https://doi.org/10.15139/S3/7A7MG6,,2016-12-22
5282,https://hdl.handle.net/1902.29/11757,,2014-07-07
31637,https://doi.org/10.15139/S3/VSZZ6M,,2020-12-08
31400,https://doi.org/10.15139/S3/K1XWH7,,2020-05-14
30356,https://doi.org/10.15139/S3/8UQM6X,,2018-04-09
201,https://hdl.handle.net/1902.29/10900,,2012-01-18
447,https://hdl.handle.net/1902.29/10650,,2011-04-04
5365,https://hdl.handle.net/1902.29/11170,,2013-02-11
522,https://hdl.handle.net/1902.29/11301,,2013-04-30
29316,https://doi.org/10.15139/S3/KR1J0M,,2017-02-22
482,https://hdl.handle.net/1902.29/11218,,2013-04-03
952,https://hdl.handle.net/1902.29/11889,,2014-12-08
25338,https://doi.org/10.15139/S3/W8V70X,,2016-10-05
1476,https://doi.org/10.15139/S3/12028,,2015-07-22
30934,https://doi.org/10.15139/S3/VOX8JN,,2019-07-19
579,https://hdl.handle.net/1902.29/11397,,2013-06-10
1208,https://hdl.handle.net/1902.29/11674,,2014-04-28
31421,https://doi.org/10.15139/S3/FIKOH4,,2020-06-05
31406,https://doi.org/10.15139/S3/F1M9KC,,2020-05-26
3986,https://hdl.handle.net/1902.29/CD-11490,,2013-08-01
30865,https://doi.org/10.15139/S3/QJVAYU,,2019-04-26
25344,https://hdl.handle.net/1902.29/11735,,2015-08-31
539,https://hdl.handle.net/1902.29/10696,,2011-04-19
31690,https://doi.org/10.15139/S3/NGBRWL,,2021-01-15
31635,https://doi.org/10.15139/S3/WCLFWZ,,2020-11-25
233,https://hdl.handle.net/1902.29/10527,,2011-01-09
30753,https://doi.org/10.15139/S3/4YMODT,,2019-01-29
31648,https://doi.org/10.15139/S3/5WVIMM,,2020-12-18
1953,https://doi.org/10.15139/S3/12264,,2016-04-01
30931,https://doi.org/10.15139/S3/YCSYUN,,2019-07-17
1335,https://hdl.handle.net/1902.29/11112,,2012-11-01
1490,https://doi.org/10.15139/S3/12052,,2015-07-22
30590,https://doi.org/10.15139/S3/6CEIEC,,2018-05-04
30204,https://hdl.handle.net/1902.29/11677,,2014-04-28
956,https://hdl.handle.net/1902.29/11184,,2013-02-25
1253,https://hdl.handle.net/1902.29/11698,,2014-05-01
999,https://hdl.handle.net/1902.29/11781,,2014-08-27
2063,https://hdl.handle.net/1902.29/11235,,2013-04-08
968,https://hdl.handle.net/1902.29/11262,,2013-04-18
2001,https://doi.org/10.15139/S3/12114,,2015-11-05
1241,https://hdl.handle.net/1902.29/11692,,2014-05-01
1441,https://hdl.handle.net/1902.29/11371,,2013-06-05
30237,https://doi.org/10.15139/S3/HO2H79,,2018-02-20
31794,https://doi.org/10.15139/S3/5RRLPZ,,2021-02-24
880,https://hdl.handle.net/1902.29/11574,,2013-10-18
1168,https://hdl.handle.net/1902.29/11147,,2012-11-29
169,https://doi.org/10.15139/S3/12328,,2016-06-14
26451,https://doi.org/10.15139/S3/FBXTJO,,2016-10-25
30925,https://doi.org/10.15139/S3/IAKUQN,,2019-04-12
31585,https://doi.org/10.15139/S3/POXAUZ,,2020-10-12
29417,https://doi.org/10.15139/S3/51SHB4,,2017-05-25
30627,https://doi.org/10.15139/S3/VQZ9PP,,2018-08-13
5240,https://hdl.handle.net/1902.29/11408,,2013-06-12
521,https://hdl.handle.net/1902.29/10694,,2011-04-18
31072,https://doi.org/10.15139/S3/98JFPW,,2019-09-27
30721,https://doi.org/10.15139/S3/DLAC9X,,2018-05-03
1472,https://doi.org/10.15139/S3/12022,,2015-07-22
31194,https://doi.org/10.15139/S3/NJFEMO,,2020-01-16
1420,https://hdl.handle.net/1902.29/11354,,2013-05-24
940,https://hdl.handle.net/1902.29/11883,,2014-12-08
1979,https://hdl.handle.net/1902.29/11598,,2013-12-16
29407,https://doi.org/10.15139/S3/1AWGCF,,2017-05-10
351,https://doi.org/10.15139/S3/12487,,2016-09-15
192,https://hdl.handle.net/1902.29/11417,,2013-06-14
2119,https://hdl.handle.net/1902.29/10813,,2011-09-08
30875,https://doi.org/10.15139/S3/ZH25O9,,2019-05-07
30870,https://doi.org/10.15139/S3/B5GKF2,,2019-04-05
5293,https://hdl.handle.net/1902.29/11534,,2014-11-13
31842,https://doi.org/10.15139/S3/JULDDT,,2021-03-19
25348,https://hdl.handle.net/1902.29/11784,,2014-08-27
2066,https://hdl.handle.net/1902.29/11267,,2013-04-21
31654,https://doi.org/10.15139/S3/LLU0OD,,2021-01-06
31046,https://doi.org/10.15139/S3/FDMK4X,,2019-08-12
29965,https://hdl.handle.net/1902.29/11731,,2015-08-31
30658,https://doi.org/10.15139/S3/12438,,2016-08-28
30793,https://doi.org/10.15139/S3/KISNXI,,2019-03-11
1342,https://hdl.handle.net/1902.29/10858,,2011-12-05
31846,https://doi.org/10.15139/S3/36MVPN,,2021-03-26
2109,https://hdl.handle.net/1902.29/10807,,2011-09-07
31106,https://doi.org/10.15139/S3/ARI4FZ,,2019-10-26
29362,https://doi.org/10.15139/S3/RM9Z7S,,2017-03-22
179,https://hdl.handle.net/1902.29/11403,,2013-06-11
1525,https://hdl.handle.net/1902.29/11129,,2012-11-16
925,https://hdl.handle.net/1902.29/11176,,2013-02-15
1500,https://doi.org/10.15139/S3/12200,,2016-02-22
554,https://hdl.handle.net/1902.29/11389,,2013-06-10
31138,https://doi.org/10.15139/S3/EUWW5L,,2019-11-08
5288,https://hdl.handle.net/1902.29/11841,,2014-11-13
5338,https://hdl.handle.net/1902.29/11888,,2014-12-08
2101,https://hdl.handle.net/1902.29/10799,,2011-08-31
26454,https://doi.org/10.15139/S3/BXOR7G,,2016-10-25
3995,https://hdl.handle.net/1902.29/CD-11501,,2013-08-01
5157,https://hdl.handle.net/1902.29/11300,,2013-04-30
1459,https://hdl.handle.net/1902.29/10822,,2011-09-28
3850,https://hdl.handle.net/1902.29/CD-10507,,2010-10-25
5137,https://hdl.handle.net/1902.29/11182,,2013-02-21
31582,https://doi.org/10.15139/S3/PDE4SS,,2019-08-09
512,https://hdl.handle.net/1902.29/11223,,2013-04-03
31333,https://doi.org/10.15139/S3/QZD8NE,,2020-03-18
1537,https://hdl.handle.net/1902.29/11153,,2013-01-09
31451,https://doi.org/10.15139/S3/XDFGSG,,2019-07-18
1229,https://hdl.handle.net/1902.29/11686,,2014-04-28
994,https://hdl.handle.net/1902.29/11778,,2014-08-27
29898,https://doi.org/10.15139/S3/TYDF6S,,2017-12-08
5163,https://hdl.handle.net/1902.29/11392,,2013-06-10
1548,https://hdl.handle.net/1902.29/10048,,2008-01-04
5154,https://hdl.handle.net/1902.29/10694,,2011-04-18
29328,https://doi.org/10.15139/S3/G4HUPG,,2017-03-01
31670,https://doi.org/10.15139/S3/QTMDUZ,,2021-01-13
30585,https://doi.org/10.15139/S3/DLAC9X,,2018-05-03
1568,https://hdl.handle.net/1902.29/10424,,2009-10-02
29969,https://hdl.handle.net/1902.29/11731,,2015-08-31
31703,https://doi.org/10.15139/S3/XUO3X9,,2021-01-19
25371,https://doi.org/10.15139/S3/12244,,2016-03-21
2197,https://hdl.handle.net/1902.29/10438,,2012
1408,https://hdl.handle.net/1902.29/11227,,2013-04-05
2024,https://doi.org/10.15139/S3/12151,,2015-12-17
194,https://hdl.handle.net/1902.29/11422,,2013-06-18
29906,https://doi.org/10.15139/S3/LZL8IC,,2017-12-08
1590,https://doi.org/10.15139/S3/12017,,2015-07-21
2166,https://hdl.handle.net/1902.29/10437,,2012
1222,https://hdl.handle.net/1902.29/11682,,2014-04-28
1434,https://hdl.handle.net/1902.29/11361,,2013-05-29
29285,https://doi.org/10.15139/S3/Y4M1LK,,2017-01-30
30745,https://doi.org/10.15139/S3/V8ANOC,,2019-01-22
354,https://hdl.handle.net/1902.29/10497,,2010-09-29
26447,https://doi.org/10.15139/S3/SCGRWU,,2016-10-25
2182,https://hdl.handle.net/1902.29/10437,,2012
30497,https://doi.org/10.15139/S3/0JGUOS,,2018-04-24
2104,https://hdl.handle.net/1902.29/10803,,2011-09-06
31530,https://doi.org/10.15139/S3/CO9SFM,,2020-08-05
1619,https://hdl.handle.net/1902.29/11631,,2014-02-18
30515,https://doi.org/10.15139/S3/FQQWOD,,2018-04-27
31171,https://doi.org/10.15139/S3/NHCTI2,,2020-01-02
558,https://hdl.handle.net/1902.29/10704,,2011-04-19
1974,https://doi.org/10.15139/S3/12292,,2016-04-26
31048,https://doi.org/10.15139/S3/4AN4AP,,2019-09-21
172,https://hdl.handle.net/1902.29/11407,,2013-06-11
990,https://hdl.handle.net/1902.29/11777,,2014-08-27
5211,https://hdl.handle.net/1902.29/10652,,2011-04-04
29252,https://doi.org/10.15139/S3/DANYSO,,2016-12-21
876,https://hdl.handle.net/1902.29/11541,,2013-08-26
1452,https://hdl.handle.net/1902.29/11588,,2013-11-19
30230,https://doi.org/10.15139/S3/GJRJVW,,2018-02-13
30821,https://doi.org/10.15139/S3/EW9NFZ,,2019-04-15
160,https://doi.org/10.15139/S3/12309,,2016-05-02
30217,https://hdl.handle.net/1902.29/11695,,2014-05-01
877,https://hdl.handle.net/1902.29/11166,,2013-02-07
2178,https://hdl.handle.net/1902.29/10437,,2012
1319,https://hdl.handle.net/1902.29/11763,,2014-07-23
29704,https://doi.org/10.15139/S3/QOMWPE,,2017-09-26
178,https://hdl.handle.net/1902.29/11399,,2013-06-11
1968,https://doi.org/10.15139/S3/12286,,2016-04-25
30613,https://doi.org/10.15139/S3/OHEAGH,,2018-04-06
2189,https://hdl.handle.net/1902.29/10438,,2012
30948,https://doi.org/10.15139/S3/SVJSGS,,2019-07-30
5215,https://hdl.handle.net/1902.29/11706,,2014-05-02
30837,https://doi.org/10.15139/S3/56JKOO,,2019-04-18
29226,https://doi.org/10.15139/S3/1MEHMA,,2016-11-16
961,https://hdl.handle.net/1902.29/11185,,2013-02-25
5322,https://hdl.handle.net/1902.29/11874,,2014-12-08
31346,https://doi.org/10.15139/S3/2LU36F,,2020-04-02
30959,https://doi.org/10.15139/S3/PDTRO9,,2019-08-08
5187,https://hdl.handle.net/1902.29/11689,,2014-04-28
29379,https://doi.org/10.15139/S3/SKEPKC,,2017-04-20
1942,https://doi.org/10.15139/S3/12235,,2016-03-10
3871,https://hdl.handle.net/1902.29/CD-10853,,2011-10-28
1580,https://hdl.handle.net/1902.29/11746,,2014-06-19
1250,https://hdl.handle.net/1902.29/11696,,2014-05-01
31045,https://doi.org/10.15139/S3/BOWXIN,,2019-09-16
381,https://hdl.handle.net/1902.29/11578,,2013-11-07
29796,https://doi.org/10.15139/S3/12438,,2016-08-28
2019,https://doi.org/10.15139/S3/12145,,2015-12-16
1305,https://doi.org/10.15139/S3/11977,,2015-05-01
1581,https://hdl.handle.net/1902.29/10430,,2009-10-02
29668,https://doi.org/10.15139/S3/L6HJM1,,2017-08-31
2083,https://hdl.handle.net/1902.29/11453,,2013-07-16
25373,https://doi.org/10.15139/S3/12316,,2016-05-11
30653,https://doi.org/10.15139/S3/MN6GA6,,2018-04-12
30179,https://doi.org/10.15139/S3/VTK9NQ,,2018-01-22
31340,https://doi.org/10.15139/S3/ZHWV4T,,2020-03-18
2193,https://hdl.handle.net/1902.29/10438,,2012
1405,https://doi.org/10.15139/S3/11921,,2015-01-13
5295,https://hdl.handle.net/1902.29/11891,,2014-12-09
553,https://hdl.handle.net/1902.29/10699,,2011-04-19
439,https://hdl.handle.net/1902.29/10650,,2011-04-04
831,https://hdl.handle.net/1902.29/10716,,2011-04-29
3981,https://hdl.handle.net/1902.29/CD-11204,,2013-04-01
31272,https://doi.org/10.15139/S3/GM9MSV,,2020-01-28
31093,https://doi.org/10.15139/S3/UDSIGO,,2019-10-09
5259,https://hdl.handle.net/1902.29/11319,,2013-05-07
369,https://hdl.handle.net/1902.29/11526,,2013-08-13
1952,https://doi.org/10.15139/S3/12263,,2016-04-01
31270,https://doi.org/10.15139/S3/YOGIAG,,2020-01-28
1989,https://hdl.handle.net/1902.29/11609,,2013-12-17
29708,https://doi.org/10.15139/S3/C6RK8Q,,2017-10-05
1267,https://hdl.handle.net/1902.29/11710,,2014-05-13
1329,https://doi.org/10.15139/S3/12185,,2016-02-01
167,https://doi.org/10.15139/S3/12325,,2016-06-09
31788,https://doi.org/10.15139/S3/C4NO7E,,2021-02-21
949,https://hdl.handle.net/1902.29/11183,,2013-02-25
1010,https://hdl.handle.net/1902.29/11786,,2014-08-27
31054,https://doi.org/10.15139/S3/0CL3DL,,2019-09-23
896,https://hdl.handle.net/1902.29/11576,,2013-10-23
26459,https://doi.org/10.15139/S3/ZCMMXU,,2016-10-25
198,https://hdl.handle.net/1902.29/10888,,2011-12-22
31389,https://doi.org/10.15139/S3/FUC5EW,,2020-05-06
31677,https://doi.org/10.15139/S3/N4B6S0,,2021-01-14
1527,https://hdl.handle.net/1902.29/11130,,2012-11-16
2029,https://doi.org/10.15139/S3/12169,,2016-01-17
31341,https://doi.org/10.15139/S3/XSZGXR,,2020-03-18
1905,https://hdl.handle.net/1902.29/11735,,2015-08-31
5141,https://hdl.handle.net/1902.29/10701,,2011-04-19
1936,https://doi.org/10.15139/S3/12219,,2016-03-03
1430,https://hdl.handle.net/1902.29/11359,,2013-05-29
2074,https://hdl.handle.net/1902.29/11289,,2013-04-29
30530,https://doi.org/10.15139/S3/WEY7SH,,2018-04-27
898,https://hdl.handle.net/1902.29/11581,,2013-11-18
1624,https://hdl.handle.net/1902.29/11638,,2014-02-27
30869,https://doi.org/10.15139/S3/12274,,2016-04-18
30351,https://doi.org/10.15139/S3/RCBIHE,,2018-04-05
31461,https://hdl.handle.net/1902.29/H-27487,,2009-07-28
3939,https://hdl.handle.net/1902.29/CD-11003,,2012-03-13
1393,https://hdl.handle.net/1902.29/11096,,2012-07-29
31348,https://doi.org/10.15139/S3/6QY918,,2020-03-20
461,https://hdl.handle.net/1902.29/10661,,2011-04-11
5270,https://hdl.handle.net/1902.29/11572,,2013-10-07
5128,https://doi.org/10.15139/S3/11900,,2014-12-12
30636,https://doi.org/10.15139/S3/QABDZL,,2018-08-31
1439,https://hdl.handle.net/1902.29/11368,,2013-06-05
30792,https://doi.org/10.15139/S3/RZPB1Z,,2019-03-11
5302,https://hdl.handle.net/1902.29/11782,,2014-08-27
5367,https://hdl.handle.net/1902.29/11261,,2013-04-18
30770,https://doi.org/10.15139/S3/QNVHJY,,2019-02-22
31797,https://doi.org/10.15139/S3/FRB2ZC,,2021-02-25
30714,https://doi.org/10.15139/S3/I3YOUV,,2018-11-20
3276,https://hdl.handle.net/1902.29/H-15283,,2007
1198,https://hdl.handle.net/1902.29/11704,,2014-05-02
1012,https://doi.org/10.15139/S3/11999,,2015-06-03
1959,https://doi.org/10.15139/S3/12277,,2016-04-22
31283,https://doi.org/10.15139/S3/OKCXPZ,,2020-02-10
31123,https://doi.org/10.15139/S3/M9UKXF,,2019-10-31
5145,https://hdl.handle.net/1902.29/11214,,2013-04-03
3965,https://hdl.handle.net/1902.29/CD-11026,,2012-03-20
31844,https://doi.org/10.15139/S3/2MWHVA,,2021-03-26
3740,https://hdl.handle.net/1902.29/CD-0230,,2008-08-04
31281,https://doi.org/10.15139/S3/YPVP7C,,2020-02-05
3297,https://hdl.handle.net/1902.29/H-37077,,2013-04-12
31052,https://hdl.handle.net/1902.29/11736,,2015-08-31
5160,https://hdl.handle.net/1902.29/11678,,2014-04-28
5252,https://hdl.handle.net/1902.29/11352,,2013-05-24
29435,https://doi.org/10.15139/S3/UFDBYW,,2017-01-30
5349,https://hdl.handle.net/1902.29/11885,,2014-12-08
29234,https://doi.org/10.15139/S3/H5S3W8,,2016-11-04
918,https://hdl.handle.net/1902.29/11872,,2014-12-08
31570,https://doi.org/10.15139/S3/VE4SAB,,2020-09-23
2069,https://hdl.handle.net/1902.29/11275,,2013-04-24
31685,https://doi.org/10.15139/S3/IQQ8YF,,2021-01-15
30902,https://doi.org/10.15139/S3/AT8X1Y,,2019-06-10
1927,https://doi.org/10.15139/S3/12195,,2016-02-16
31622,https://hdl.handle.net/1902.29/11736,,2015-08-31
5168,https://hdl.handle.net/1902.29/11710,,2014-05-13
1258,https://hdl.handle.net/1902.29/11700,,2014-05-01
31576,https://doi.org/10.15139/S3/GKH2QD,,2020-06-01
568,https://hdl.handle.net/1902.29/10706,,2011-04-19
31587,https://doi.org/10.15139/S3/6ILDLJ,,2020-10-12
1579,https://hdl.handle.net/1902.29/10429,,2009-10-02
29652,https://doi.org/10.15139/S3/3DQT1M,,2017-08-30
29227,https://hdl.handle.net/1902.29/10530,,2011-01-09
1402,https://hdl.handle.net/1902.29/11096,,2012-07-29
30358,https://doi.org/10.15139/S3/0PMRJ7,,2017-10-16
30904,https://doi.org/10.15139/S3/IQVABD,,2019-06-12
1542,https://hdl.handle.net/1902.29/10045,,2008-01-04
29287,https://doi.org/10.15139/S3/KE9NPQ,,2017-01-30
1495,https://hdl.handle.net/1902.29/10874,,2011-12-20
1331,https://doi.org/10.15139/S3/12209,,2016-02-26
161,https://doi.org/10.15139/S3/12310,,2016-05-02
1553,https://hdl.handle.net/1902.29/11455,,2013-07-16
1565,https://hdl.handle.net/1902.29/11585,,2013-11-19
412,https://doi.org/10.15139/S3/12126,,2015-11-24
29311,https://doi.org/10.15139/S3/APKK44,,2017-02-20
1578,https://hdl.handle.net/1902.29/11663,,2014-03-25
29340,https://doi.org/10.15139/S3/SMKJFZ,,2017-03-09
939,https://hdl.handle.net/1902.29/11177,,2013-02-15
30190,https://hdl.handle.net/1902.29/11703,,2014-05-02
31425,https://doi.org/10.15139/S3/DZ7XS3,,2020-06-10
3301,https://hdl.handle.net/1902.29/H-41437,,2013-04-26
31805,https://doi.org/10.15139/S3/SRHKPQ,,2021-03-08
3946,https://hdl.handle.net/1902.29/CD-11007,,2012-03-13
29337,https://doi.org/10.15139/S3/47GA6O,,2017-02-22
5344,https://hdl.handle.net/1902.29/11262,,2013-04-18
5150,https://hdl.handle.net/1902.29/11731,,2015-08-31
30726,https://doi.org/10.15139/S3/QFEMOI,,2018-12-13
31590,https://doi.org/10.15139/S3/0BKKHU,,2020-10-15
5191,https://hdl.handle.net/1902.29/11690,,2014-04-28
5176,https://hdl.handle.net/1902.29/11684,,2014-04-28
827,https://hdl.handle.net/1902.29/10447,,2010-01-12
30591,https://doi.org/10.15139/S3/BKPRYY,,2018-05-04
30178,https://doi.org/10.15139/S3/X8FOXC,,2018-01-22
30750,https://doi.org/10.15139/S3/PZ9DXG,,2019-01-28
5313,https://hdl.handle.net/1902.29/11048,,2012-06-26
1747,https://hdl.handle.net/1902.29/10392,,2009-07-24
2087,https://hdl.handle.net/1902.29/030423,,2011-06-23
5340,https://hdl.handle.net/1902.29/11879,,2014-12-08
1174,https://doi.org/10.15139/S3/11900,,2014-12-12
30618,https://doi.org/10.15139/S3/ISXC2H,,2018-08-07
31453,https://doi.org/10.15139/S3/5QZXJY,,2018-12-21
30689,https://doi.org/10.15139/S3/K2EJJM,,2018-10-29
31384,https://doi.org/10.15139/S3/VQT4D5,,2020-04-30
3953,https://hdl.handle.net/1902.29/CD-11013,,2012-03-20
30780,https://doi.org/10.15139/S3/XVBCIA,,2019-03-01
30823,https://doi.org/10.15139/S3/BNQSEG,,2019-04-15
30880,https://doi.org/10.15139/S3/IC4AAJ,,2019-05-07
5229,https://hdl.handle.net/1902.29/11424,,2013-06-19
136,https://doi.org/10.15139/S3/12074,,2015-07-31
1897,https://hdl.handle.net/1902.29/11731,,2014-06-09
29516,https://doi.org/10.15139/S3/0PK4DQ,,2017-07-13
1483,https://hdl.handle.net/1902.29/10830,,2011-09-30
31097,https://hdl.handle.net/1902.29/11739,,2015-08-31
1210,https://hdl.handle.net/1902.29/11677,,2014-04-28
1551,https://hdl.handle.net/1902.29/11441,,2013-07-15
30194,https://hdl.handle.net/1902.29/11698,,2014-05-01
1460,https://hdl.handle.net/1902.29/11591,,2013-11-21
5363,https://hdl.handle.net/1902.29/11581,,2013-11-18
155,https://doi.org/10.15139/S3/12304,,2016-05-02
1286,https://hdl.handle.net/1902.29/11843,,2014-11-15
513,https://hdl.handle.net/1902.29/10692,,2011-04-18
31322,https://doi.org/10.15139/S3/ILI4LC,,2020-02-02
30648,https://hdl.handle.net/1902.29/11736,,2015-08-31
29370,https://doi.org/10.15139/S3/AFQJSN,,2017-02-09
30791,https://doi.org/10.15139/S3/N7N38V,,2019-03-08
30343,https://doi.org/10.15139/S3/NKZESW,,2017-05-23
1829,https://doi.org/10.15139/S3/11925,,2015-01-27
31565,https://doi.org/10.15139/S3/KHYU3J,,2020-09-22
