persistentUrl,dataverseAlias,dataverseName
https://doi.org/10.15139/S3/11930,NCVITAL,North Carolina Vital Statistics Dataverse
https://doi.org/10.15139/S3/11925,listeningtomothers,Listening to Mothers Dataverse
https://doi.org/10.15139/S3/11922,jlucasmckay,J. Lucas McKay Dataverse
https://doi.org/10.15139/S3/11921,jlucasmckay,J. Lucas McKay Dataverse
https://hdl.handle.net/1902.29/11571,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11869,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11892,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11891,PSPPI,Paul Simon Public Policy Institute Polls Dataverse
https://hdl.handle.net/1902.29/11534,Emory,Emory Dataverse
https://hdl.handle.net/1902.29/11841,Emory,Emory Dataverse
https://hdl.handle.net/1902.29/11525,Emory,Emory Dataverse
https://hdl.handle.net/1902.29/11526,Emory,Emory Dataverse
https://hdl.handle.net/1902.29/11529,Emory,Emory Dataverse
https://hdl.handle.net/1902.29/11527,Emory,Emory Dataverse
https://hdl.handle.net/1902.29/11530,Emory,Emory Dataverse
https://hdl.handle.net/1902.29/11531,Emory,Emory Dataverse
https://hdl.handle.net/1902.29/11533,Emory,Emory Dataverse
https://hdl.handle.net/1902.29/11763,gmu,George Mason University Dataverse
https://hdl.handle.net/1902.29/11816,fit,Florida Institute of Technology Dataverse
https://hdl.handle.net/1902.29/11814,ASU,Appalachian State University Dataverse
https://hdl.handle.net/1902.29/11766,Emory,Emory Dataverse
https://hdl.handle.net/1902.29/11806,Emory,Emory Dataverse
https://hdl.handle.net/1902.29/11793,JazminBI,Jazmin Brown-Iannuzzi Dataverse
https://hdl.handle.net/1902.29/11786,PSPPI,Paul Simon Public Policy Institute Polls Dataverse
https://hdl.handle.net/1902.29/11776,PSPPI,Paul Simon Public Policy Institute Polls Dataverse
https://hdl.handle.net/1902.29/11777,PSPPI,Paul Simon Public Policy Institute Polls Dataverse
https://hdl.handle.net/1902.29/11785,PSPPI,Paul Simon Public Policy Institute Polls Dataverse
https://hdl.handle.net/1902.29/11779,PSPPI,Paul Simon Public Policy Institute Polls Dataverse
https://hdl.handle.net/1902.29/11774,PSPPI,Paul Simon Public Policy Institute Polls Dataverse
https://hdl.handle.net/1902.29/11647,sppq,State Politics & Policy Quarterly Dataverse
https://hdl.handle.net/1902.29/11571,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11704,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11705,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11706,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11683,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11682,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11684,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11685,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11686,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11687,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11695,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11694,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11696,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11707,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11710,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11674,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11678,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11677,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11690,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11689,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11688,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11693,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11692,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11691,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11701,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11700,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11702,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11703,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11680,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11681,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11679,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11698,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11699,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11697,cebu,Cebu Longitudinal Health and Nutrition Survey Dataverse
https://hdl.handle.net/1902.29/11746,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11747,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11649,sppq,State Politics & Policy Quarterly Dataverse
https://hdl.handle.net/1902.29/11648,sppq,State Politics & Policy Quarterly Dataverse
https://hdl.handle.net/1902.29/11220,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11221,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11397,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11722,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11222,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11219,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/H-912036,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-922021,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-854002,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/11347,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11348,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11662,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11663,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11645,ifdo,IFDO Dataverse
https://hdl.handle.net/1902.29/11638,odumcourses,Odum Institute Courses Dataverse
https://hdl.handle.net/1902.29/11631,odumcourses,Odum Institute Courses Dataverse
https://hdl.handle.net/1902.29/11634,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/11636,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/11227,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11354,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11352,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11353,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11232,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11351,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11359,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11360,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11358,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11362,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11363,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11361,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11357,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11355,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11356,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11572,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11615,NCVITAL,North Carolina Vital Statistics Dataverse
https://hdl.handle.net/1902.29/11612,gbs,Globalbarometer Surveys Dataverse
https://hdl.handle.net/1902.29/11613,gbs,Globalbarometer Surveys Dataverse
https://hdl.handle.net/1902.29/11611,gbs,Globalbarometer Surveys Dataverse
https://hdl.handle.net/1902.29/H-41437,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-31426,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-31986,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-33084,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-34534,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-35169,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-35884,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-36605,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-37767,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-40111,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-35172,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-37077,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-40515,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/11598,sppq,State Politics & Policy Quarterly Dataverse
https://hdl.handle.net/1902.29/11608,sppq,State Politics & Policy Quarterly Dataverse
https://hdl.handle.net/1902.29/11599,sppq,State Politics & Policy Quarterly Dataverse
https://hdl.handle.net/1902.29/11609,sppq,State Politics & Policy Quarterly Dataverse
https://hdl.handle.net/1902.29/11610,sppq,State Politics & Policy Quarterly Dataverse
https://hdl.handle.net/1902.29/11154,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11136,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11591,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11455,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11585,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11586,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11588,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11590,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11456,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11587,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11582,ifdo,IFDO Dataverse
https://hdl.handle.net/1902.29/11096,jgmarshall,Joanne Gard Marshall Dataverse
https://hdl.handle.net/1902.29/D-17267,odvn,General Social Science Data Dataverse
https://hdl.handle.net/1902.29/H-844003,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/11234,fit,Florida Institute of Technology Dataverse
https://hdl.handle.net/1902.29/11566,fit,Florida Institute of Technology Dataverse
https://hdl.handle.net/1902.29/10695,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/10630,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11214,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/10701,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/10670,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11223,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11393,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11327,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/10661,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/10696,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/10707,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11520,UNCG,University of North Carolina at Greensboro Dataverse
https://hdl.handle.net/1902.29/CD-11002,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11003,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11004,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11005,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11487,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11204,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11510,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11507,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11509,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11511,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11488,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11492,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11489,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11490,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11007,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11006,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11496,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11494,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11493,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11495,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11505,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11506,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11508,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11504,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11499,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11500,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11498,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11501,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-10998,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-10999,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11001,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11000,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/CD-11486,cd-dvds,CD/DVD-ROM Collection Dataverse
https://hdl.handle.net/1902.29/10698,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11464,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11441,mupolling,Monmouth Polling Institute Dataverse
https://hdl.handle.net/1902.29/11453,ufl,University of Florida Dataverse
https://hdl.handle.net/1902.29/11275,ufl,University of Florida Dataverse
https://hdl.handle.net/1902.29/11438,ufl,University of Florida Dataverse
https://hdl.handle.net/1902.29/10704,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11305,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/10650,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/10692,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/10652,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/10655,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/10692,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11301,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11305,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/10704,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11301,MEP3,MEASURE Evaluation Dataverse
https://hdl.handle.net/1902.29/11407,CSCD,UNC-CH Institute for the Environment Center for Sustainable Community Design Dataverse
https://hdl.handle.net/1902.29/11310,CSCD,UNC-CH Institute for the Environment Center for Sustainable Community Design Dataverse
https://hdl.handle.net/1902.29/10437,wilis,WILIS Dataverse
https://hdl.handle.net/1902.29/10438,wilis,WILIS Dataverse
https://hdl.handle.net/1902.29/11376,wilis,WILIS Dataverse
https://hdl.handle.net/1902.29/11374,wilis,WILIS Dataverse
https://hdl.handle.net/1902.29/11424,CSSP,Citizen Soldier Support Program Dataverse
https://hdl.handle.net/1902.29/11371,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11368,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11369,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11319,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11373,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11372,kenan,Kenan Institute Dataverse
https://hdl.handle.net/1902.29/11422,CSSP,Citizen Soldier Support Program Dataverse
https://hdl.handle.net/1902.29/11420,CSSP,Citizen Soldier Support Program Dataverse
https://hdl.handle.net/1902.29/C-124,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-136,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/D-30698,odvn,General Social Science Data Dataverse
https://hdl.handle.net/1902.29/D-17561,odvn,General Social Science Data Dataverse
https://hdl.handle.net/1902.29/D-17562,odvn,General Social Science Data Dataverse
https://hdl.handle.net/1902.29/C-98,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-95,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-94,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-199013,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-113,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-99,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-104,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-64,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-100,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-101,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-70,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-110,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-66,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-103,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-19911,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/C-19915,census,1970 U.S. Census Data Dataverse
https://hdl.handle.net/1902.29/D-31618,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-33360,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-918,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-917,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-33366,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31478,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-31480,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-31482,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-31474,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-921,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-33348,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31473,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-923,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-31477,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-31479,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-31481,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-31483,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-922,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-31619,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31620,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-33356,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-924,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/11417,CSSP,Citizen Soldier Support Program Dataverse
https://hdl.handle.net/1902.29/11414,CSSP,Citizen Soldier Support Program Dataverse
https://hdl.handle.net/1902.29/D-30364,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30360,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30356,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30357,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30353,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30362,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30366,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30351,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30363,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30358,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30354,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30361,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30365,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30350,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30355,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30352,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30359,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-30367,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31077,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31079,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31078,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31072,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31073,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31081,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31080,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31082,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31074,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31087,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31086,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31088,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31084,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31085,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31083,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31090,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31089,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/H-881026,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-881207,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/H-922016,harris,Louis Harris Data Center Dataverse
https://hdl.handle.net/1902.29/11413,CSSP,Citizen Soldier Support Program Dataverse
https://hdl.handle.net/1902.29/11411,CSSP,Citizen Soldier Support Program Dataverse
https://hdl.handle.net/1902.29/11405,CSSP,Citizen Soldier Support Program Dataverse
https://hdl.handle.net/1902.29/11404,CSSP,Citizen Soldier Support Program Dataverse
https://hdl.handle.net/1902.29/D-31107,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31105,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31106,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-33412-BASE,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-33412-CONT1,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-33412-CONT4,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-932,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-31094,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31096,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31095,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31099,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31100,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31101,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-931,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-31109,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31108,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31098,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-928,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/D-31092,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31093,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-33412-CONT2,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-33412-CONT3,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31103,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31102,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-31104,nnsp,National Network of State Polls Dataverse
https://hdl.handle.net/1902.29/D-930,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/11412,CSSP,Citizen Soldier Support Program Dataverse
https://hdl.handle.net/1902.29/D-48,odvn,General Social Science Data Dataverse
https://hdl.handle.net/1902.29/11409,CSSP,Citizen Soldier Support Program Dataverse
https://hdl.handle.net/1902.29/D-933,uncdata,UNC-Restricted Data Dataverse
https://hdl.handle.net/1902.29/11408,CSSP,Citizen Soldier Support Program Dataverse
https://hdl.handle.net/1902.29/11387,CSSP,Citizen Soldier Support Program Dataverse
