datasetVersionId,persistentUrl,persistent_id,notesText
645,https://hdl.handle.net/1902.29/10185,,Version Date: 1981Version Text: Deaths
4462,https://hdl.handle.net/1902.29/D-31414,,"Subject: Study Level Error Note, Notes: This survey used a sample of adult residents of Georgia.;Type: ODUM:ACCESS.CATEGORY Notes: II;"
831,https://hdl.handle.net/1902.29/10716,,Version Date: 2009Version Text: Deaths
3981,https://hdl.handle.net/1902.29/CD-11204,,Type: ODUM:CODEBOOK.NUMBER Notes: 31-003-ECLS-1998-CD;
3665,https://hdl.handle.net/1902.29/CD-0224,,Type: ODUM:ACCESS.CATEGORY Notes: II;Type: ODUM:CODEBOOK.NUMBER Notes: 47-113-1995-CD;
4545,https://hdl.handle.net/1902.29/D-33411,,"Subject: Study Level Error Note, Notes: This survey used a random sample of adult residents of Arizona;Type: ODUM:ACCESS.CATEGORY Notes: II;"
2881,https://hdl.handle.net/1902.29/H-854002,,"Subject: Study Level Error Note, Notes: The study used a random sample drawn from a list of 1.2 million teachers nationwide. Every teacher had an equal chance of being drawn into the sample of current teachers. Former teachers were located by a referral process whereby random samples of current teachers and principals referred interviews to former teachers who were known to them. This resulted in two samples: 1846 current public school teachers in grades K-12 nationwide, and 500 former teachers nationwide who have left teaching within the past five years to go into a different occupation;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-854002;"
3631,https://hdl.handle.net/1902.29/D-31622,,"Subject: Study Level Error Note, Notes: Adult population 18 years of age and older living in North Carolina.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
2877,https://hdl.handle.net/1902.29/H-851214,,"Subject: Study Level Error Note, Notes: Harris telephone surveys use a form of random digit dialing. Additional information on this special sample was not provided;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-8512-14;"
3707,https://hdl.handle.net/1902.29/CD-0012,,"Subject: Study Level Error Note, Notes: These files contain data gathered from a variety of Federal agencies.;Type: ODUM:CODEBOOK.NUMBER Notes: 14-4-1997-CD;"
1661,https://hdl.handle.net/1902.29/D-30624,,Type: ODUM:ACCESS.CATEGORY Notes: I;
2311,https://hdl.handle.net/1902.29/H-P3859T,,"Subject: Study Level Error Note, Notes: Harris obtained a cross-section sample of likely voters. Attitudes on various topics were collected by questionnaire in a telephone interview; U.S. adults, likely voters;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-P3859T;Type: ODUM:COND.OF.DATA Notes: Codes for open-ended questions missing;"
31270,https://doi.org/10.15139/S3/YOGIAG,,"This dataset underwent an independent verification process that replicated the tables and figures in the primary article. For the supplementary materials, verification was performed solely for the successful execution of code. The verification process was carried out by the Odum Institute for Research in Social Science at the University of North Carolina at Chapel Hill."
2712,https://hdl.handle.net/1902.29/H-802118,,"Subject: Study Level Error Note, Notes: Harris obtained a cross-section sample of the U.S. population 18 years and over. Attitudes on various topics were collected by questionnaire in a telephone interview; U.S. adults 18 years and over;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-802118;"
4977,https://hdl.handle.net/1902.29/D-16183,,"Subject: Study Level Error Note, Notes: No specific information available.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
25355,https://hdl.handle.net/1902.29/D-31618,,"Subject: Study Level Error Note, Notes: The survey was conducted by computer-assisted telephone interviews.; Arizona residents who were registered voters and were likely to vote in the upcoming election.;Type: ODUM:ACCESS.CATEGORY Notes: II;"
1726,https://hdl.handle.net/1902.29/D-985,,Type: ODUM:CODEBOOK.NUMBER Notes: 44-005;
2726,https://hdl.handle.net/1902.29/H-812014,,"Subject: Study Level Error Note, Notes: Harris telephone surveys use a form of random digit dialing. From a random multi-stage cluster sampling design, they obtain a national cross-section of U.S. adults. Interviewers are usually given the first five digits of a series of randomly selected residential telephone numbers that have previously been stratified by geographic locations, including minor civil divisions. The interviewer then adds two randomly generated digits to complete a new seven-digit number;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-8120-14;"
3901,https://hdl.handle.net/1902.29/CD-10943,,Type: ODUM:CODEBOOK.NUMBER Notes: 14-1-1989-POP-CD;Type: Uniform title: Notes: Annual demographic files;
4193,https://hdl.handle.net/1902.29/D-30351,,"Subject: Study Level Error Note, Notes: This survey used a RDD telephone sample of respondents drawn from a population consisting of noninstitutionalized persons in households with telephones who are 18 years old or older and reside in the state Texas.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
4276,https://hdl.handle.net/1902.29/D-30762,,"Subject: Study Level Error Note, Notes: RDD telephone survey.; Universe: Representative cross-section of the California adult public.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
4767,https://hdl.handle.net/1902.29/D-30886,,"Subject: Study Level Error Note, Notes: National cross-section of US adults.;Type: ODUM:ACCESS.CATEGORY Notes: II;"
4414,https://hdl.handle.net/1902.29/D-31094,,"Subject: Study Level Error Note, Notes: Residents of Rhode Island 18 years of age or older with a telephone.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
2475,https://hdl.handle.net/1902.29/H-1942,,"Subject: Study Level Error Note, Notes: Harris obtained a sample of apartment dwellers in New York City. Attitudes on various topics were collected by questionnaire in a face- to-face interview; Apartment dwellers in New York City;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-1942;"
4726,https://hdl.handle.net/1902.29/D-17300,,"Subject: Study Level Error Note, Notes: Random digit dialing telephone survey of residents living in North Carolina 18 years of age or older, who are registered to vote.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: 74-086;"
4534,https://hdl.handle.net/1902.29/D-33377,,"Subject: Study Level Error Note, Notes: This survey used a sample of adult residents of Wisconsin;Type: ODUM:ACCESS.CATEGORY Notes: II;"
2216,https://hdl.handle.net/1902.29/H-1173,,"Subject: Study Level Error Note, Notes: Harris obtained a cross-section sample of New Hampshire voters. Attitudes on various topics were collected by questionnaire in a face- to-face interview; New Hampshire voters;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-1173;"
2407,https://hdl.handle.net/1902.29/H-1729,,"Subject: Study Level Error Note, Notes: Harris obtained a sample of Job Corps ""Drop-Outs."" Attitudes on various topics were collected by questionnaire in a face-to-face interview; Job Corps ""Drop-Outs"";Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-1729;"
1787,https://hdl.handle.net/1902.29/10907,,Type: ODUM:CODEBOOK.NUMBER Notes: 14-1-1990-SF1A-4-CD;
3149,https://hdl.handle.net/1902.29/H-922021,,"Subject: Study Level Error Note, Notes: Face-to-face interviews with a national representative sample of new teachers.; New public school teachers, grades K through 12.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-922021;"
2419,https://hdl.handle.net/1902.29/H-1804,,"Subject: Study Level Error Note, Notes: Harris obtained a sample of black college seniors in predominantly Negro colleges, 18 years and over. Attitudes on various topics were collected by questionnaire in a face-to-face interview; Black college seniors in predominantly Negro colleges, 18 years and over;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-1804;"
3898,https://hdl.handle.net/1902.29/CD-10939,,Type: ODUM:CODEBOOK.NUMBER Notes: 14-1-2000-108CONG-CD;Type: Uniform title Notes: Census of population and housing (2000). Congressional districts of the United States.;
2616,https://hdl.handle.net/1902.29/H-718210,,"Subject: Study Level Error Note, Notes: National cross-section RRD telephone survey of youngest Americans age 18 or older.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-718210;"
5084,https://hdl.handle.net/1902.29/D-16240,,"Subject: Study Level Error Note, Notes: No specific information available;Type: ODUM:ACCESS.CATEGORY Notes: I;"
2845,https://hdl.handle.net/1902.29/H-842227,,"Subject: Study Level Error Note, Notes: Harris telephone surveys use a form of random digit dialing. Interviewers are usually given the first five digits of a series of randomly selected residential telephone numbers that have previously been stratified by geographic locations, including minor civil divisions. The interviewers then add two randomly generated digits to complete a new seven-digit number.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-842227;"
4261,https://hdl.handle.net/1902.29/D-30718,,"Subject: Study Level Error Note, Notes: Data were collected using the Random Digit Dialing telephone technique.; Universe: Survey of the October adult population, aged 18 and older.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
2029,https://doi.org/10.15139/S3/12169,,"Type: <b>Verification Statement</b>   Notes: <br></br>This dataset underwent an independent verification process that replicated the tables and figures in the primary article. For the supplementary materials, verification was performed solely for the successful execution of code. The verification process was carried out by the Odum Institute for Research in Social Science at the University of North Carolina at Chapel Hill.;"
4116,https://hdl.handle.net/1902.29/D-30374,,"Subject: Study Level Error Note, Notes: Statewide telephone survey.; Universe: Residents of Tennessee over 18 years of age in households with telephones.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: 74-084;"
2162,https://hdl.handle.net/1902.29/D-20278,,"Subject: Study Level Error Note, Notes: Statewide telephone survey.; Universe: South Carolina adults age 18 or older.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
5016,https://hdl.handle.net/1902.29/D-16130,,"Subject: Study Level Error Note, Notes: No specific information available.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
3621,https://hdl.handle.net/1902.29/D-30468,,"Subject: Study Level Error Note, Notes: Telephone survey of adult North Carolinians (age 18+), using next-birthday method of respondent selection within a random sample of households.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
4783,https://hdl.handle.net/1902.29/D-30973,,"Subject: Study Level Error Note, Notes: Telephone survey among a nationwide sample of US adults, 18 years of age and older.;Type: ODUM:ACCESS.CATEGORY Notes: II;"
4908,https://hdl.handle.net/1902.29/D-922,,"Subject: Study Level Error Note, Notes: Sample was drawn from 9 urban areas of Morocco and included a sample of married women (under 50 years of age); men with wives (under 50 years of age); and single women (age 15 to 25). Type of sample: stratified, two stage random sampling of census tracts and households.;"
2889,https://hdl.handle.net/1902.29/H-861008,,"Subject: Study Level Error Note, Notes: Public sample was a cross-national telephone survey of US adults. No information on how the other samples were drawn.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-861008;"
2794,https://hdl.handle.net/1902.29/H-828436,,"Subject: Study Level Error Note, Notes: The survey used a national random sample;Type: ODUM:ACCESS.CATEGORY Notes: II;Type: ODUM:CODEBOOK.NUMBER Notes: H-828436;"
2939,https://hdl.handle.net/1902.29/H-871104,,"Subject: Study Level Error Note, Notes: Harris telephone surveys use a form of random digit dialing. From a random multi-stage cluster sampling design, they obtain a national cross-section of U.S. adults. Interviewers are usually given the first five digits of a series of randomly selected residential telephone geographic locations, including minor civil divisions. The interviewer then adds two randomly generated digits to complete a new seven-digit number.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-871104;"
5004,https://hdl.handle.net/1902.29/D-16124,,"Subject: Study Level Error Note, Notes: No specific information available.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
1704,https://hdl.handle.net/1902.29/D-439,,Type: ODUM:CODEBOOK.NUMBER Notes: 74-008-(I);Type: ODUM:NOTES.TECHNICAL Notes: SPSS file;
4231,https://hdl.handle.net/1902.29/D-30683,,"Subject: Study Level Error Note, Notes: Data were collected using the Random Digit Dialing technique.; Universe: Survey of the Illinois adult population, aged 18 and older.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
4214,https://hdl.handle.net/1902.29/D-30360,,"Subject: Study Level Error Note, Notes: This survey used a RDD telephone sample of respondents drawn from a population consisting of noninstitutionalized persons in households with telephones who are 18 years old or older and reside in the state Texas.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
2851,https://hdl.handle.net/1902.29/H-842233,,"Subject: Study Level Error Note, Notes: Harris telephone surveys use a form of random digit dialing. Interviewers are usually given the first five digits of a series of randomly selected residential telephone numbers that have previously been stratified by geographic locations, including minor civil divisions. The interviewers then add two randomly generated digits to complete a new seven-digit number;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-8422-33;"
5098,https://hdl.handle.net/1902.29/D-16254,,"Subject: Study Level Error Note, Notes: No specific information available;Type: ODUM:ACCESS.CATEGORY Notes: I;"
31461,https://hdl.handle.net/1902.29/H-27487,,Subject: STANDARD DEPOSIT TERMS 1.0 Type: DATAPASS:TERMS:STANDARD:1.0 Notes: This study was deposited under the terms of the Data-PASS standard deposit terms. A copy of the usage agreement is included in the file section of this study.;Type: ODUM:CODEBOOK.NUMBER Notes: H-27487;
3031,https://hdl.handle.net/1902.29/H-912071,,"Subject: Study Level Error Note, Notes: Two national U.S. cross-sections of the adult population 18 years and older.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-912071, 913009, 912076;"
3939,https://hdl.handle.net/1902.29/CD-11003,,"Subject: Study Level Error Note, Notes: Data source is death certificates.; All deaths occurring in the United States in 1994;Type: ODUM:CODEBOOK.NUMBER Notes: 47-002-1994-6H-CD;"
806,https://hdl.handle.net/1902.29/10314,,Version Date: 1980Version Text: Divorces
4359,https://hdl.handle.net/1902.29/D-31016,,"Subject: Study Level Error Note, Notes: Representative cross section of adults 18 years of age and older living in California. RDD telephone survey.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
2285,https://hdl.handle.net/1902.29/H-P3743,,"Subject: Study Level Error Note, Notes: No sampling information available;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-P3743;"
4660,https://hdl.handle.net/1902.29/D-33539,,"Subject: Study Level Error Note, Notes: Telephone survey.; Universe: Ohio residents of voting age.;Subject: STANDARD DEPOSIT TERMS 1.0 Type: DATAPASS:TERMS:STANDARD:1.0 Notes: This study was deposited under the terms of the Data-PASS standard deposit terms. A copy of the usage agreement is included in the file section of this st
udy.;"
31348,https://doi.org/10.15139/S3/6QY918,,This dataset came from the OPPERA Study. We thank the principal investigators of the OPPERA study for providing this dataset.
4520,https://hdl.handle.net/1902.29/D-33363,,"Subject: Study Level Error Note, Notes: This survey used a sample of adult residents of California.;Type: ODUM:ACCESS.CATEGORY Notes: II;"
3236,https://hdl.handle.net/1902.29/H-951101,,"Subject: Study Level Error Note, Notes: RDD national telephone survey of 18 year olds living in the United States.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-951101;"
2482,https://hdl.handle.net/1902.29/H-1956,,"Subject: Study Level Error Note, Notes: Harris obtained a sample of San Diego area residents involved in specified groups, organizations, and issues. Attitudes on various topics were collected by questionnaire in a face-to-face interview; San Diego area residents involved in specified groups, organizations, and issues;Type: ODUM:ACCESS.CATEGORY Notes: III;Type: ODUM:CODEBOOK.NUMBER Notes: H-1956;Type: ODUM:NOTES.RESTRICTS Notes: Commercial survey;"
2440,https://hdl.handle.net/1902.29/H-1398,,"Subject: Study Level Error Note, Notes: Harris obtained a cross-section sample of Connecticut voters and black residents. Attitudes on various topics were collected by questionnaire in a face-to-face interview; Connecticut voters and black residents;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-1398;"
2274,https://hdl.handle.net/1902.29/H-13599,,"Subject: Study Level Error Note, Notes: National cross-section RRD telephone survey of Americans age 18 or older.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-13599;"
4386,https://hdl.handle.net/1902.29/D-31080,,"Subject: Study Level Error Note, Notes: Residents of Rhode Island 18 years of age or older with a telephone.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
2963,https://hdl.handle.net/1902.29/H-884026,,"Subject: Study Level Error Note, Notes: Cross-section of residents in Arizona interviewed by telephone. There were two samples: 3,104 adults and 1,113 adults questioned about children in their care.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-884026;"
4274,https://hdl.handle.net/1902.29/D-30776,,"Subject: Study Level Error Note, Notes: RDD telephone survey.; Universe: Representative cross-section of the California adult public.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
30714,https://doi.org/10.15139/S3/I3YOUV,,"The plan was originally downloaded on November 20, 2018 at the following link: http://visionzerochicago.org/"
3276,https://hdl.handle.net/1902.29/H-15283,,Subject: STANDARD DEPOSIT TERMS 1.0 Type: DATAPASS:TERMS:STANDARD:1.0 Notes: This study was deposited under the terms of the Data-PASS standard deposit terms. A copy of the usage agreement is included in the file section of this study.;Type: ODUM:CODEBOOK.NUMBER Notes: H-15283;
3912,https://hdl.handle.net/1902.29/CD-10957,,"Subject: Study Level Error Note, Notes: Data has been gathered from the 2000 Decennial Census of Population and Housing;Type: ODUM:CODEBOOK.NUMBER Notes: 14-1-2000-SF1-NAT-CD;Type: Uniform title: Notes: Census of population and housing (2000).;"
2547,https://hdl.handle.net/1902.29/H-7482,,"Subject: Study Level Error Note, Notes: Harris used a random multi-stage cluster sampling design to obtain a national cross-section sample of the U.S. population 18 years and over. Attitudes on various topics were collected by questionnaire in a face-to-face interview; U.S. adults 18 years and over;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-7482;"
4050,https://hdl.handle.net/1902.29/C-19911,,"Subject: Study Level Error Note, Notes: The universe includes all persons and housing units in the United States;Type: ODUM:ACCESS.CATEGORY Notes: II;"
2226,https://hdl.handle.net/1902.29/H-12006,,"Subject: Study Level Error Note, Notes: The survey used a random sample of national adults;Type: ODUM:ACCESS.CATEGORY Notes: II;Type: ODUM:CODEBOOK.NUMBER Notes: H-12006;"
4957,https://hdl.handle.net/1902.29/D-16197,,"Subject: Study Level Error Note, Notes: No specific information available;Type: ODUM:ACCESS.CATEGORY Notes: I;"
1707,https://hdl.handle.net/1902.29/D-443,,Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:NOTES.TECHNICAL Notes: SPSS file;
3190,https://hdl.handle.net/1902.29/H-933003,,"Subject: Study Level Error Note, Notes: Self-administered study.; Children in grades 3 through 6 from 46 public, private, and parochial schools;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-933003;"
2265,https://hdl.handle.net/1902.29/H-2434,,"Subject: Study Level Error Note, Notes: Harris used a random multi-stage cluster sampling design to obtain a national cross-section sample of the U.S. population 18 years and over. Attitudes on various topics were collected by questionnaire in a face-to-face interview; U.S. adults 18 years and over;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-2434;"
1662,https://hdl.handle.net/1902.29/D-30630,,Type: ODUM:ACCESS.CATEGORY Notes: II;
3067,https://hdl.handle.net/1902.29/H-902041,,"Subject: Study Level Error Note, Notes: National cross-section of 18 year olds and over interviewed by telephone;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-902041;"
3699,https://hdl.handle.net/1902.29/CD-0006,,"Subject: Study Level Error Note, Notes: These files contain data gathered from a variety of Government Organizations;Type: ODUM:CODEBOOK.NUMBER Notes: 30-TRAINS-1995-CD;"
31283,https://doi.org/10.15139/S3/OKCXPZ,,"This dataset underwent an independent verification process that replicated the tables and figures in the primary article. For the supplementary materials, verification was performed solely for the successful execution of code. The verification process was carried out by the Odum Institute for Research in Social Science at the University of North Carolina at Chapel Hill."
3965,https://hdl.handle.net/1902.29/CD-11026,,Type: ODUM:CODEBOOK.NUMBER Notes: 53-GNIS-1999-CD;
4031,https://hdl.handle.net/1902.29/C-118,,"Subject: Study Level Error Note, Notes: The universe is all retail establishments with payroll;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: 30-RET-1982-ML;"
3740,https://hdl.handle.net/1902.29/CD-0230,,Type: ODUM:CODEBOOK.NUMBER Notes: 47-003-2007-CD;
2855,https://hdl.handle.net/1902.29/H-844003,,Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-844003;
3297,https://hdl.handle.net/1902.29/H-37077,,"Subject: Study Level Error Note, Notes: National cross-sectional sample of persons 18 years of age or older interviewed by telephone.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-37077;"
3233,https://hdl.handle.net/1902.29/H-944008,,"Subject: Study Level Error Note, Notes: RDD national telephone survey of 18 year olds living in the United States.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-944008;"
657,https://hdl.handle.net/1902.29/10191,,Version Date: 1987Version Text: Deaths
3844,https://hdl.handle.net/1902.29/CD-0189,,"Subject: Study Level Error Note, Notes: Live births in the United States during calendar year 2000;Type: ODUM:CODEBOOK.NUMBER Notes: 47-005-2000-CD;Type: ODUM:SOURCE.OF.DATA Notes: Official certificates of live births, and state computer records;"
3795,https://hdl.handle.net/1902.29/CD-0140,,"Subject: Study Level Error Note, Notes: All postsecondary institutions open to the general public in the United States, the District of Columbia, and outlying territories (American Samoa, Guam, Puerto Rico, the Virgin Islands, and the Marshall Islands) and Department of Defense schools outside the United States.;Type: ODUM:CODEBOOK.NUMBER Notes: 31-001-1990-CD;Type: ODUM:SOURCE.OF.DATA Notes: Self-enumerated questionnaires;"
3030,https://hdl.handle.net/1902.29/H-901104,,"Subject: Study Level Error Note, Notes: Harris telephone surveys use a form of random digit dialing. From a random multi-stage cluster sampling design, they obtain a national cross-section of U.S. adults. Interviewers are usually given the first five digits of a series of randomly selected residential telephone geographic locations, including minor civil divisions. The interviewer then adds two randomly generated digits to complete a new seven-digit number.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-901104;"
3772,https://hdl.handle.net/1902.29/CD-0059,,"Subject: Study Level Error Note, Notes: Universe: An national random sample of Households.;Type: ODUM:CODEBOOK.NUMBER Notes: 16-AHS-1997-CD;"
3704,https://hdl.handle.net/1902.29/CD-0090,,"Subject: Study Level Error Note, Notes: This release includes data compiled from the 1997 Economic Census.;Type: ODUM:CODEBOOK.NUMBER Notes: 30-RS-1997-DISC1F-CD;"
1865,https://hdl.handle.net/1902.29/D-17534,,Type: ODUM:ACCESS.CATEGORY Notes: II;
2777,https://hdl.handle.net/1902.29/H-822102,,"Subject: Study Level Error Note, Notes: Harris telephone surveys use a form of random digit dialing. From a random multi-stage cluster sampling design, they obtain a national cross-section of U.S. adults. Interviewers are usually given the first five digits of a series of randomly selected residential telephone numbers that have previously been stratified by geographic locations, including minor civil divisions. The interviewer then adds two randomly generated digits to complete a new seven-digit number;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-8221-02;"
2970,https://hdl.handle.net/1902.29/H-881023,,"Subject: Study Level Error Note, Notes: Telephone survey among the following special samples: 250 private litigators who represent plaintiffs; 250 private litigators who represent defendants; 100 public interest litigators who actively pursue cases in federal courts; 300 corporate general counsel of companies selected from the 5,000 largest American corporations; 147 federal districts court judges.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-881023;"
4664,https://hdl.handle.net/1902.29/D-33543,,"Subject: Study Level Error Note, Notes: Telephone survey.; Universe: Ohio residents of voting age.;Subject: STANDARD DEPOSIT TERMS 1.0 Type: DATAPASS:TERMS:STANDARD:1.0 Notes: This study was deposited under the terms of the Data-PASS standard deposit terms. A copy of the usage agreement is included in the file section of this study.;"
4141,https://hdl.handle.net/1902.29/D-20284,,"Subject: Study Level Error Note, Notes: State RDD telephone survey.; Universe: Residents of Maryland 18 years of age or older.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
31570,https://doi.org/10.15139/S3/VE4SAB,,"The plan was originally downloaded on September 21, 2020 at the following link: https://www.cincinnati-oh.gov/visionzero/"
4120,https://hdl.handle.net/1902.29/D-30946,,"Subject: Study Level Error Note, Notes: Data were collected using the Random Digit Dialing and Computer-Administered Telephone Interviews (CATI) technique.; Universe: Residents of Nebraska over 19 years of age in households with telephones. The datafile includes city and county of residence and can be aggregated to Health Planning Region and to rural and urban areas.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
3102,https://hdl.handle.net/1902.29/H-912050,,"Subject: Study Level Error Note, Notes: In-person interviews in respondent's offices. Interviews averaged about 45 minutes in length.; ""Universe: The general merchandising managers (or their designees) at 79 strategic business units of consumable products retailers with total corporate revenues of at least $500 million. """"Consumable product retailers"""" were defined as organizations with SIC codes (primary or otherwise) 5311, 5331, 5411, 6912, and 5993. In addition, the interviews included the general managers (or their designees) at 210 strategic business units of consumable manufacturers with total corporate revenues of at least $500 million. """"Consumable manufacturers"""" were defined as organizations with SIC codes (primary or otherwise) 2011-2099 (excluding 2048 and 2085), 2111-2131, 2676, 2834, 2841, 2842, and 2844."";Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-912050;"
4053,https://hdl.handle.net/1902.29/C-19915,,"Subject: Study Level Error Note, Notes: Public Law 94-171, enacted in 1975, requires the Census Bureau to provide redistricting data in a format requested by state governments. Within one year following the decennial census (by April 1, 1991), the Census Bureau must provide the governor and legislature of each state with the population da
ta needed to redraw legislative districts. To meet this requirement, the Census Bureau established a voluntary program to allow states to receive data for voting districts (e.g. election precincts, city wards) in addition to standard census geographic areas such as counties, cities, census tracts, and blocks.; The universe includes all persons and housing units in the United States;Type: ODUM:ACCESS.CATEGORY Notes: I;"
4313,https://hdl.handle.net/1902.29/D-30800,,"Subject: Study Level Error Note, Notes: RDD telephone survey.; Universe: Representative cross-section of the California adult public plus augmented sample of registered Democrats.;Type: ODUM:ACCESS.CATEGORY Notes: I;"
2524,https://hdl.handle.net/1902.29/H-2235,,"Subject: Study Level Error Note, Notes: Harris used a random multi-stage cluster sampling design to obtain a national cross-section sample of likely voters. Attitudes on various topics were collected by questionnaire in a face-to-face interview; U.S. adults, likely voters;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-2235;"
4642,https://hdl.handle.net/1902.29/D-33518,,"Subject: Study Level Error Note, Notes: Telephone survey.; Universe: Ohio residents of voting age.;Subject: STANDARD DEPOSIT TERMS 1.0 Type: DATAPASS:TERMS:STANDARD:1.0 Notes: This study was deposited under the terms of the Data-PASS standard deposit terms. A copy of the usage agreement is included in the file section of this study.;"
1655,https://hdl.handle.net/1902.29/D-1312,,"Subject: Study Level Error Note, Notes: Mail survey.;Type: ODUM:ACCESS.CATEGORY Notes: No individual respondent or state can be identified in any report without its authorization.;Type: ODUM:FREQUENCY Notes: Irregular.;Type: ODUM:GEO.INDEX.TERMS Notes: United States and territories;Type: ODUM:MAT.SPEC.DESIG Notes: File 1.- -;"
2754,https://hdl.handle.net/1902.29/H-818515,,"Subject: Study Level Error Note, Notes: National cross-sectional sample of persons 18 years of age or older interviewed by telephone.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: H-818515;"
4706,https://hdl.handle.net/1902.29/D-31037,,"Subject: Study Level Error Note, Notes: Residents of North Carolina 18 years of age or older.;Type: ODUM:ACCESS.CATEGORY Notes: I;Type: ODUM:CODEBOOK.NUMBER Notes: 91-026;"
822,https://hdl.handle.net/1902.29/10335,,Version Date: 1996Version Text: Divorces
