,datasetPID,datasetPIDUrl,numberOfVersions,publicationDate,latestReleaseDate,ageOfDataset(Days),ageOfLastUpdate(Days),descriptionLenth,license,termsExist,relPubCount,relPubPIDCount,usedMetadataBlocks,numberOfFiles,noFileDescriptionCount,uniqueContentTypes,uningestedTabFilesCount,restrictedFilesCount
87,doi:10.7910/DVN/9TPNOT,https://doi.org/10.7910/DVN/9TPNOT,4,2015-06-09 20:16:37+00:00,2016-08-17 20:32:00+00:00,1967,1532,1043,CC0,True,1,1,"citation,journal",4,4,"application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
88,doi:10.7910/DVN/UJN9C3,https://doi.org/10.7910/DVN/UJN9C3,3,2015-05-29 15:19:45+00:00,2016-04-01 18:04:33+00:00,1978,1670,1043,CC0,True,1,1,"citation,journal",14,1,"application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.wolfram.mathematica,application/x-stata-syntax,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values",2,0
89,doi:10.7910/DVN/KAQVNP,https://doi.org/10.7910/DVN/KAQVNP,4,2015-05-28 13:43:54+00:00,2017-04-23 19:44:21+00:00,1979,1283,1059,CC0,True,1,1,"citation,journal,socialscience",9,9,"application/download,text/plain,text/tab-separated-values,text/unknown,text/x-stata-syntax",0,0
90,doi:10.7910/DVN/IYZWUD,https://doi.org/10.7910/DVN/IYZWUD,5,2015-05-22 14:58:15+00:00,2017-03-26 19:49:40+00:00,1985,1311,829,CC0,True,1,1,"citation,geospatial,journal",5,5,"application/msword,application/x-stata,application/x-stata-syntax,text/plain,text/plain; charset=US-ASCII",1,0
91,doi:10.7910/DVN/ALZVAW,https://doi.org/10.7910/DVN/ALZVAW,6,2015-05-29 15:44:06+00:00,2017-03-26 19:46:21+00:00,1978,1311,782,CC0,True,1,1,"citation,journal",24,24,"application/pdf,application/x-rlang-transport,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values",4,0
92,doi:10.7910/DVN/UMIBSL,https://doi.org/10.7910/DVN/UMIBSL,3,2015-05-14 17:56:59+00:00,2016-04-01 18:26:22+00:00,1993,1670,1074,CC0,True,1,1,"citation,geospatial,journal",10,10,"application/pdf,application/x-stata-syntax,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values",0,0
93,doi:10.7910/DVN/5HEB4I,https://doi.org/10.7910/DVN/5HEB4I,3,2015-05-07 16:36:02+00:00,2017-10-11 18:52:01+00:00,2000,1112,992,CC0,True,1,1,"citation,journal",8,8,"application/pdf,application/x-stata-13,application/x-stata-syntax,text/plain,text/tab-separated-values",1,0
94,doi:10.7910/DVN/MWNBXO,https://doi.org/10.7910/DVN/MWNBXO,4,2015-05-12 14:15:18+00:00,2017-04-23 19:40:17+00:00,1995,1283,1041,CC0,True,1,1,"citation,journal",8,8,"application/download,application/x-stata-syntax,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values",0,0
95,doi:10.7910/DVN/25505,https://doi.org/10.7910/DVN/25505,3,2014-04-15 00:00:00+00:00,2015-07-31 16:11:31+00:00,2387,1915,1111,CC0,True,1,1,"citation,geospatial,journal",3,0,"text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
96,doi:10.7910/DVN/6TFUSP,https://doi.org/10.7910/DVN/6TFUSP,3,2013-07-29 00:00:00+00:00,2015-05-22 18:31:54+00:00,2647,1985,1132,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
97,doi:10.7910/DVN/29405,https://doi.org/10.7910/DVN/29405,1,2015-07-06 04:51:24+00:00,2015-07-06 04:51:24+00:00,1940,1940,903,CC0,True,0,0,citation,38,0,"application/pdf,text/plain; charset=US-ASCII",0,0
98,doi:10.7910/DVN/TLT65Z,https://doi.org/10.7910/DVN/TLT65Z,3,2013-02-12 00:00:00+00:00,2015-05-27 14:13:27+00:00,2814,1980,1064,CC0,True,1,1,"citation,geospatial,journal",11,0,"application/x-stata,application/zip,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",1,0
99,doi:10.7910/DVN/24827,https://doi.org/10.7910/DVN/24827,3,2014-03-18 00:00:00+00:00,2015-05-20 18:40:33+00:00,2415,1987,996,CC0,True,1,1,"citation,geospatial,journal",3,0,"application/pdf,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
100,doi:10.7910/DVN/27597,https://doi.org/10.7910/DVN/27597,4,2014-10-15 00:00:00+00:00,2016-02-26 15:46:31+00:00,2204,1705,960,CC0,True,1,1,"citation,geospatial,journal",4,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
101,doi:10.7910/DVN/Y6I5ZI,https://doi.org/10.7910/DVN/Y6I5ZI,3,2012-10-29 00:00:00+00:00,2015-05-26 18:09:02+00:00,2920,1981,1022,CC0,True,1,1,"citation,geospatial,journal",3,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
102,doi:10.7910/DVN/28870,https://doi.org/10.7910/DVN/28870,3,2015-02-06 00:00:00+00:00,2016-02-26 17:04:49+00:00,2090,1705,991,CC0,True,1,1,"citation,geospatial,journal",11,0,"text/plain; charset=US-ASCII,text/tab-separated-values",0,0
103,doi:10.7910/DVN/KCPBUO,https://doi.org/10.7910/DVN/KCPBUO,3,2012-10-29 00:00:00+00:00,2015-05-26 18:50:44+00:00,2920,1981,1062,CC0,True,1,1,"citation,geospatial,journal",1,0,application/octet-stream,0,0
104,doi:10.7910/DVN/O7DDIN,https://doi.org/10.7910/DVN/O7DDIN,5,2012-05-30 00:00:00+00:00,2015-05-21 14:22:13+00:00,3072,1986,1027,CC0,True,1,1,"citation,geospatial,journal",4,0,"application/pdf,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
105,doi:10.7910/DVN/AXI6U1,https://doi.org/10.7910/DVN/AXI6U1,6,2015-05-06 16:17:16+00:00,2016-02-26 15:21:08+00:00,2001,1705,987,CC0,True,1,1,"citation,journal",1,0,application/zip,0,0
106,doi:10.7910/DVN/LVOSAF,https://doi.org/10.7910/DVN/LVOSAF,3,2013-08-27 00:00:00+00:00,2015-05-21 18:54:54+00:00,2618,1986,826,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
107,doi:10.7910/DVN/24797,https://doi.org/10.7910/DVN/24797,2,2014-03-18 00:00:00+00:00,2015-03-17 00:00:00+00:00,2415,2051,1019,CC0,True,1,1,citation,1,0,application/zip,0,0
108,doi:10.7910/DVN/25540,https://doi.org/10.7910/DVN/25540,3,2014-06-24 00:00:00+00:00,2015-08-03 17:12:19+00:00,2317,1912,941,CC0,True,1,1,"citation,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
109,doi:10.7910/DVN/ZSDJGT,https://doi.org/10.7910/DVN/ZSDJGT,3,2013-02-12 00:00:00+00:00,2015-05-27 14:41:28+00:00,2814,1980,987,CC0,True,1,1,"citation,geospatial,journal",7,0,"application/octet-stream,application/pdf,text/plain; charset=US-ASCII,text/x-stata-syntax; charset=US-ASCII",0,0
110,doi:10.7910/DVN/24724,https://doi.org/10.7910/DVN/24724,3,2014-02-24 00:00:00+00:00,2015-05-27 18:24:42+00:00,2437,1980,1154,CC0,True,1,1,"citation,journal",1,0,application/zip,0,0
111,doi:10.7910/DVN/DPVRA5,https://doi.org/10.7910/DVN/DPVRA5,3,2013-06-11 00:00:00+00:00,2015-05-22 18:37:48+00:00,2695,1985,953,CC0,True,1,1,"citation,geospatial,journal",18,0,"application/x-gzip,application/x-sas-system,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,text/x-sas-syntax; charset=US-ASCII",0,0
112,doi:10.7910/DVN/23818,https://doi.org/10.7910/DVN/23818,4,2013-12-31 00:00:00+00:00,2015-10-15 16:10:59+00:00,2492,1839,539,CC0,True,1,1,"citation,geospatial,journal",10,0,"text/plain; charset=US-ASCII,text/tab-separated-values",0,0
113,doi:10.7910/DVN/SRLERE,https://doi.org/10.7910/DVN/SRLERE,3,2013-02-12 00:00:00+00:00,2015-05-27 18:14:37+00:00,2814,1980,1052,CC0,True,1,1,"citation,geospatial,journal,socialscience",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
114,doi:10.7910/DVN/26662,https://doi.org/10.7910/DVN/26662,3,2014-07-11 00:00:00+00:00,2015-08-03 17:38:41+00:00,2300,1912,1019,CC0,True,1,1,"citation,geospatial,journal",5,0,text/plain; charset=US-ASCII,0,0
115,doi:10.7910/DVN/0AQGPL,https://doi.org/10.7910/DVN/0AQGPL,3,2012-07-27 00:00:00+00:00,2015-05-22 16:03:02+00:00,3014,1985,985,CC0,True,1,1,"citation,geospatial,journal",1,0,application/octet-stream,0,0
116,doi:10.7910/DVN/24128,https://doi.org/10.7910/DVN/24128,3,2014-02-24 00:00:00+00:00,2015-05-19 15:53:13+00:00,2437,1988,1049,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
117,doi:10.7910/DVN/26555,https://doi.org/10.7910/DVN/26555,3,2014-06-23 00:00:00+00:00,2015-08-03 17:31:11+00:00,2318,1912,1071,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/plain; charset=US-ASCII,text/tab-separated-values",0,0
118,doi:10.7910/DVN/UYGSCI,https://doi.org/10.7910/DVN/UYGSCI,3,2012-07-27 00:00:00+00:00,2015-05-22 16:04:52+00:00,3014,1985,1008,CC0,True,1,1,"citation,journal",2,0,text/tab-separated-values,0,0
119,doi:10.7910/DVN/DG6BS4,https://doi.org/10.7910/DVN/DG6BS4,3,2013-08-27 00:00:00+00:00,2015-05-20 17:19:24+00:00,2618,1987,1015,CC0,True,1,1,"citation,geospatial,journal",3,0,"application/pdf,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
120,doi:10.7910/DVN/23972,https://doi.org/10.7910/DVN/23972,3,2013-12-31 00:00:00+00:00,2015-05-19 15:49:23+00:00,2492,1988,1022,CC0,True,1,1,"citation,journal",4,0,"text/plain; charset=US-ASCII,text/x-stata-syntax; charset=US-ASCII",0,0
121,doi:10.7910/DVN/27512,https://doi.org/10.7910/DVN/27512,3,2014-10-13 00:00:00+00:00,2015-08-03 17:55:30+00:00,2206,1912,1081,CC0,True,1,1,"citation,geospatial,journal",6,0,"text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
122,doi:10.7910/DVN/24800,https://doi.org/10.7910/DVN/24800,3,2014-03-18 00:00:00+00:00,2015-07-09 14:18:56+00:00,2415,1937,1118,CC0,True,1,1,"citation,geospatial,journal",12,0,"text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
123,doi:10.7910/DVN/26570,https://doi.org/10.7910/DVN/26570,4,2014-06-24 00:00:00+00:00,2015-11-18 17:47:05+00:00,2317,1805,989,CC0,True,1,1,"citation,geospatial,journal",44,0,"text/plain; charset=US-ASCII,text/plain; charset=UTF-8,text/x-stata-syntax; charset=US-ASCII",0,0
124,doi:10.7910/DVN/XDUWWY,https://doi.org/10.7910/DVN/XDUWWY,5,2013-09-05 00:00:00+00:00,2015-05-20 15:54:32+00:00,2609,1987,996,CC0,True,1,1,"citation,geospatial,journal",6,0,"application/x-stata,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",1,0
125,doi:10.7910/DVN/T1WGWG,https://doi.org/10.7910/DVN/T1WGWG,3,2012-10-29 00:00:00+00:00,2015-05-26 17:59:44+00:00,2920,1981,1115,CC0,True,1,1,"citation,geospatial,journal",3,0,text/plain; charset=US-ASCII,0,0
126,doi:10.7910/DVN/AMMI3S,https://doi.org/10.7910/DVN/AMMI3S,3,2013-02-12 00:00:00+00:00,2015-05-27 18:12:16+00:00,2814,1980,1016,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
127,doi:10.7910/DVN/PZAOO6,https://doi.org/10.7910/DVN/PZAOO6,4,2012-07-27 00:00:00+00:00,2015-05-22 16:16:51+00:00,3014,1985,1043,CC0,True,1,1,"citation,geospatial,journal",2,0,"application/octet-stream,text/plain; charset=US-ASCII",0,0
128,doi:10.7910/DVN/26867,https://doi.org/10.7910/DVN/26867,3,2014-07-31 00:00:00+00:00,2015-08-03 17:48:09+00:00,2280,1912,1077,CC0,True,1,1,"citation,geospatial,journal,socialscience",1,0,application/zip,0,0
129,doi:10.7910/DVN/UA9G8U,https://doi.org/10.7910/DVN/UA9G8U,3,2013-02-12 00:00:00+00:00,2015-05-27 14:45:25+00:00,2814,1980,1224,CC0,True,1,1,"citation,geospatial,journal",5,0,"text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
130,doi:10.7910/DVN/22976,https://doi.org/10.7910/DVN/22976,3,2013-11-08 00:00:00+00:00,2015-04-06 00:00:00+00:00,2545,2031,989,CC0,True,1,1,citation,13,0,"text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
131,doi:10.7910/DVN/24591,https://doi.org/10.7910/DVN/24591,3,2014-02-24 00:00:00+00:00,2015-05-20 18:29:34+00:00,2437,1987,907,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
132,doi:10.7910/DVN/HZAG9F,https://doi.org/10.7910/DVN/HZAG9F,3,2013-02-12 00:00:00+00:00,2015-05-27 14:35:32+00:00,2814,1980,902,CC0,True,1,1,"citation,geospatial,journal",1,0,application/zip,0,0
133,doi:10.7910/DVN/HZAXXB,https://doi.org/10.7910/DVN/HZAXXB,3,2013-07-29 00:00:00+00:00,2015-05-27 14:00:29+00:00,2647,1980,836,CC0,True,1,1,"citation,geospatial,journal,socialscience",5,0,"application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,text/tab-separated-values",1,0
134,doi:10.7910/DVN/27191,https://doi.org/10.7910/DVN/27191,1,2014-08-26 00:00:00+00:00,2014-08-26 00:00:00+00:00,2254,2254,521,CC0,True,0,0,citation,4,0,"application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/vnd.openxmlformats-officedocument.wordprocessingml.document",1,0
135,doi:10.7910/DVN/UDUJEI,https://doi.org/10.7910/DVN/UDUJEI,3,2013-08-27 00:00:00+00:00,2015-05-21 18:16:46+00:00,2618,1986,670,CC0,True,1,1,"citation,geospatial,journal,socialscience",14,0,text/plain; charset=US-ASCII,0,0
136,doi:10.7910/DVN/FREK34,https://doi.org/10.7910/DVN/FREK34,3,2013-04-15 00:00:00+00:00,2015-05-26 16:03:21+00:00,2752,1981,972,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/plain; charset=US-ASCII,text/tab-separated-values",0,0
137,doi:10.7910/DVN/0HHML7,https://doi.org/10.7910/DVN/0HHML7,3,2013-12-31 00:00:00+00:00,2015-05-21 18:13:14+00:00,2492,1986,670,CC0,True,1,1,"citation,geospatial,journal,socialscience",0,0,NA,0,0
138,doi:10.7910/DVN/HBPR8R,https://doi.org/10.7910/DVN/HBPR8R,3,2013-02-12 00:00:00+00:00,2015-05-27 14:29:48+00:00,2814,1980,800,CC0,True,1,1,"citation,journal",4,0,"text/plain; charset=US-ASCII,text/tab-separated-values",0,0
139,doi:10.7910/DVN/PYKLCA,https://doi.org/10.7910/DVN/PYKLCA,3,2012-10-29 00:00:00+00:00,2015-05-27 18:05:20+00:00,2920,1980,1052,CC0,True,1,1,"citation,journal",9,0,"text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
140,doi:10.7910/DVN/HUZNE2,https://doi.org/10.7910/DVN/HUZNE2,4,2012-07-27 00:00:00+00:00,2015-05-22 16:09:19+00:00,3014,1985,711,CC0,True,1,1,"citation,geospatial,journal",7,0,"application/octet-stream,application/warc,text/plain; charset=US-ASCII",0,0
141,doi:10.7910/DVN/23063,https://doi.org/10.7910/DVN/23063,3,2013-12-31 00:00:00+00:00,2015-05-19 15:21:38+00:00,2492,1988,870,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/plain; charset=US-ASCII,text/tab-separated-values",0,0
142,doi:10.7910/DVN/29095,https://doi.org/10.7910/DVN/29095,4,2015-02-11 00:00:00+00:00,2018-12-04 20:32:45+00:00,2085,693,1005,CC0,True,1,1,"citation,journal",26,10,"application/octet-stream,application/x-stata,text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",5,0
143,doi:10.7910/DVN/UQLKRY,https://doi.org/10.7910/DVN/UQLKRY,3,2013-07-29 00:00:00+00:00,2015-05-22 18:35:09+00:00,2647,1985,986,CC0,True,1,1,"citation,geospatial,journal",8,0,"application/pdf,application/x-rlang-transport,text/plain; charset=US-ASCII",3,0
144,doi:10.7910/DVN/K9ARGB,https://doi.org/10.7910/DVN/K9ARGB,3,2013-05-06 00:00:00+00:00,2015-05-26 15:04:03+00:00,2731,1981,741,CC0,True,1,1,"citation,geospatial,journal",4,0,"application/pdf,text/tab-separated-values",0,0
145,doi:10.7910/DVN/27624,https://doi.org/10.7910/DVN/27624,4,2014-10-20 00:00:00+00:00,2016-02-26 15:49:04+00:00,2199,1705,918,CC0,True,1,1,"citation,geospatial,journal",3,0,"application/x-rlang-transport,text/plain; charset=US-ASCII",2,0
146,doi:10.7910/DVN/22892,https://doi.org/10.7910/DVN/22892,4,2013-11-11 00:00:00+00:00,2015-05-12 15:40:25+00:00,2542,1995,808,CC0,True,1,1,"citation,journal",1,0,application/x-stata,1,0
147,doi:10.7910/DVN/27113,https://doi.org/10.7910/DVN/27113,3,2014-08-19 00:00:00+00:00,2015-05-28 15:27:01+00:00,2261,1979,663,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
148,doi:10.7910/DVN/SQNMPH,https://doi.org/10.7910/DVN/SQNMPH,3,2012-10-29 00:00:00+00:00,2015-05-27 18:07:49+00:00,2920,1980,905,CC0,True,1,1,"citation,geospatial,journal",1,0,text/tab-separated-values,0,0
149,doi:10.7910/DVN/27672,https://doi.org/10.7910/DVN/27672,5,2014-10-24 00:00:00+00:00,2016-12-12 19:05:30+00:00,2195,1415,989,CC0,True,1,1,"citation,geospatial,journal",14,1,"application/vnd.openxmlformats-officedocument.wordprocessingml.document,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values,text/x-stata-syntax,text/x-stata-syntax; charset=US-ASCII",0,0
150,doi:10.7910/DVN/27466,https://doi.org/10.7910/DVN/27466,3,2015-01-27 00:00:00+00:00,2015-05-21 14:14:31+00:00,2100,1986,986,CC0,True,1,1,"citation,journal",1,0,application/zip,0,0
151,doi:10.7910/DVN/5CVUVU,https://doi.org/10.7910/DVN/5CVUVU,3,2013-08-27 00:00:00+00:00,2015-05-20 17:26:11+00:00,2618,1987,1059,CC0,True,1,1,"citation,geospatial,journal",4,0,"application/pdf,text/tab-separated-values,text/x-stata-syntax",0,0
152,doi:10.7910/DVN/E5ZSZR,https://doi.org/10.7910/DVN/E5ZSZR,3,2012-06-28 00:00:00+00:00,2015-05-22 15:49:43+00:00,3043,1985,1065,CC0,True,1,1,"citation,geospatial,journal",3,0,"application/pdf,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
153,doi:10.7910/DVN/R3KIIF,https://doi.org/10.7910/DVN/R3KIIF,3,2013-11-08 00:00:00+00:00,2015-05-20 15:14:00+00:00,2545,1987,1034,CC0,True,1,1,"citation,geospatial,journal",13,0,text/plain; charset=US-ASCII,0,0
154,doi:10.7910/DVN/25615,https://doi.org/10.7910/DVN/25615,3,2014-05-02 00:00:00+00:00,2015-05-27 18:35:41+00:00,2370,1980,1085,CC0,True,1,1,"citation,journal",16,0,"text/tab-separated-values,text/x-stata-syntax,text/x-stata-syntax; charset=US-ASCII",0,0
155,doi:10.7910/DVN/WO5H2S,https://doi.org/10.7910/DVN/WO5H2S,4,2013-11-08 00:00:00+00:00,2015-05-20 15:23:59+00:00,2545,1987,965,CC0,True,1,1,"citation,geospatial,journal",1,0,text/tab-separated-values,0,0
156,doi:10.7910/DVN/H6CUHY,https://doi.org/10.7910/DVN/H6CUHY,4,2013-06-11 00:00:00+00:00,2015-05-22 18:41:27+00:00,2695,1985,972,CC0,True,1,1,"citation,geospatial,journal",7,0,"application/pdf,application/x-rlang-transport,text/plain; charset=US-ASCII,text/tab-separated-values",2,0
157,doi:10.7910/DVN/QQ69RH,https://doi.org/10.7910/DVN/QQ69RH,3,2012-10-29 00:00:00+00:00,2015-05-28 15:49:37+00:00,2920,1979,1710,CC0,True,1,1,"citation,geospatial,journal",8,0,"application/octet-stream,text/plain; charset=US-ASCII,text/x-stata-syntax; charset=US-ASCII",0,0
158,doi:10.7910/DVN/27217,https://doi.org/10.7910/DVN/27217,4,2014-09-03 00:00:00+00:00,2015-11-18 19:08:57+00:00,2246,1805,927,CC0,True,1,1,"citation,geospatial,journal",3,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
159,doi:10.7910/DVN/JCGCT5,https://doi.org/10.7910/DVN/JCGCT5,3,2013-07-29 00:00:00+00:00,2015-05-21 19:05:55+00:00,2647,1986,1045,CC0,True,1,1,"citation,geospatial,journal",3,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
160,doi:10.7910/DVN/26522,https://doi.org/10.7910/DVN/26522,5,2014-06-14 00:00:00+00:00,2015-11-18 17:31:27+00:00,2327,1805,1096,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
161,doi:10.7910/DVN/QJD1OW,https://doi.org/10.7910/DVN/QJD1OW,3,2013-05-06 00:00:00+00:00,2015-05-22 19:06:23+00:00,2731,1985,1023,CC0,True,1,1,"citation,geospatial,journal,socialscience",2,0,"application/vnd.openxmlformats-officedocument.wordprocessingml.document,text/tab-separated-values",0,0
162,doi:10.7910/DVN/24507,https://doi.org/10.7910/DVN/24507,3,2014-01-27 00:00:00+00:00,2015-05-20 18:24:43+00:00,2465,1987,1064,CC0,True,1,1,"citation,geospatial,journal",1,0,application/zip,0,0
163,doi:10.7910/DVN/NVYIS9,https://doi.org/10.7910/DVN/NVYIS9,3,2012-10-29 00:00:00+00:00,2015-05-27 18:09:45+00:00,2920,1980,901,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/plain; charset=US-ASCII,text/tab-separated-values",0,0
164,doi:10.7910/DVN/24975,https://doi.org/10.7910/DVN/24975,3,2014-03-18 00:00:00+00:00,2015-07-09 14:21:39+00:00,2415,1937,674,CC0,True,1,1,"citation,journal",4,0,"application/x-stata,text/x-stata-syntax; charset=US-ASCII",3,0
165,doi:10.7910/DVN/KPJUFL,https://doi.org/10.7910/DVN/KPJUFL,2,2018-09-28 18:44:43+00:00,2019-11-21 20:26:06+00:00,760,341,922,NONE,False,1,1,"citation,journal",5,0,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
166,doi:10.7910/DVN/K7OCDX,https://doi.org/10.7910/DVN/K7OCDX,2,2018-03-05 16:04:31+00:00,2019-06-24 19:25:42+00:00,967,491,1117,CC0,True,1,1,"citation,journal",8,2,"application/pdf,application/x-stata-13,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",1,0
167,doi:10.7910/DVN/YU84D7,https://doi.org/10.7910/DVN/YU84D7,1,2019-06-20 14:30:05+00:00,2019-06-20 14:30:05+00:00,495,495,1179,NONE,False,1,0,"citation,journal",6,6,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
168,doi:10.7910/DVN/ZSJA25,https://doi.org/10.7910/DVN/ZSJA25,2,2018-09-19 18:08:22+00:00,2019-11-21 19:34:28+00:00,769,341,969,NONE,False,1,1,"citation,journal",18,18,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values",0,0
169,doi:10.7910/DVN/BRRZSK,https://doi.org/10.7910/DVN/BRRZSK,2,2018-03-14 13:59:10+00:00,2019-06-26 19:34:09+00:00,958,489,966,CC0,True,1,1,"citation,journal",37,34,"application/octet-stream,application/pdf,application/x-stata,application/x-stata-syntax,text/plain; charset=US-ASCII",2,0
170,doi:10.7910/DVN/XJQALC,https://doi.org/10.7910/DVN/XJQALC,2,2019-06-12 14:54:48+00:00,2019-11-26 15:00:20+00:00,503,336,1016,NONE,False,1,1,"citation,geospatial,journal",7,0,"application/pdf,text/tab-separated-values,type/x-r-syntax",0,0
171,doi:10.7910/DVN/SRPTCV,https://doi.org/10.7910/DVN/SRPTCV,2,2017-12-11 14:13:29+00:00,2019-06-26 18:42:56+00:00,1051,489,1177,CC0,True,1,1,"citation,journal",13,13,"application/pdf,application/x-stata-syntax,text/plain,text/tab-separated-values,type/x-r-syntax",0,0
172,doi:10.7910/DVN/KL7J6Z,https://doi.org/10.7910/DVN/KL7J6Z,2,2016-05-13 19:17:36+00:00,2017-04-23 18:16:03+00:00,1628,1283,1087,CC0,True,1,1,"citation,journal",16,16,"application/pdf,application/vnd.ms-excel,application/x-download,application/x-stata,application/x-stata-syntax,text/plain,text/tab-separated-values",1,0
173,doi:10.7910/DVN/DJ2DPZ,https://doi.org/10.7910/DVN/DJ2DPZ,2,2016-11-16 19:33:57+00:00,2017-10-11 19:26:32+00:00,1441,1112,746,CC0,True,1,1,"citation,journal",33,0,"application/pdf,application/x-stata-syntax,text/plain,text/plain; charset=US-ASCII,text/tab-separated-values",0,0
174,doi:10.7910/DVN/FMJDCD,https://doi.org/10.7910/DVN/FMJDCD,2,2016-11-30 18:01:08+00:00,2018-12-11 18:55:58+00:00,1427,686,1470,CC0,True,1,1,"citation,journal",28,28,"application/pdf,text/csv,text/plain,text/tab-separated-values,text/x-python-script,type/x-r-syntax",10,0
175,doi:10.7910/DVN/DMIDY8,https://doi.org/10.7910/DVN/DMIDY8,3,2013-06-11 00:00:00+00:00,2015-05-22 18:52:06+00:00,2695,1985,1046,CC0,True,1,1,"citation,geospatial,journal",3,0,"application/msword,text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
176,doi:10.7910/DVN/GDFJ4N,https://doi.org/10.7910/DVN/GDFJ4N,2,2017-02-12 20:38:13+00:00,2018-12-11 19:01:19+00:00,1353,686,954,CC0,True,1,1,"citation,journal",11,11,"application/pdf,text/plain,text/tab-separated-values,text/x-stata-syntax",0,0
177,doi:10.7910/DVN/LVHIYG,https://doi.org/10.7910/DVN/LVHIYG,2,2016-12-28 18:21:33+00:00,2018-12-12 20:59:09+00:00,1399,684,1011,CC0,True,1,1,"citation,journal",10,9,"application/pdf,application/x-stata,application/x-stata-syntax,text/plain",4,0
178,doi:10.7910/DVN/6EBCGA,https://doi.org/10.7910/DVN/6EBCGA,4,2013-06-11 00:00:00+00:00,2015-05-26 15:14:08+00:00,2695,1981,1000,CC0,True,1,1,"citation,geospatial,journal",2,0,"text/tab-separated-values,text/x-stata-syntax; charset=US-ASCII",0,0
179,doi:10.7910/DVN/GMZM4D,https://doi.org/10.7910/DVN/GMZM4D,3,2012-07-27 00:00:00+00:00,2018-12-04 16:55:18+00:00,3014,693,793,CC0,True,1,1,"citation,geospatial,journal",4,0,text/x-stata-syntax; charset=US-ASCII,0,0
180,doi:10.7910/DVN/NMJAFC,https://doi.org/10.7910/DVN/NMJAFC,4,2012-07-27 00:00:00+00:00,2018-12-04 16:54:03+00:00,3014,693,1022,CC0,True,1,1,"citation,geospatial,journal",1,0,application/octet-stream,0,0
