dataset_pid_url,dataset_version_number,dataset_version_create_time,installation,dataverse_alias,westLongitude,eastLongitude,northLongitude,southLongitude
https://doi.org/10.21223/P3/RWIMFO,2.5,2020-03-23 20:25:30+00:00,International Potato Center,potato,-72.26289,,,-13.25588
https://doi.org/10.21223/P3/SFXXDC,1.3,2020-03-18 16:01:40+00:00,International Potato Center,potato,-75.4043,,,-10.57745
https://doi.org/10.21223/P3/SJJGGU,1.2,2020-03-19 21:29:42+00:00,International Potato Center,rtas,-76.9484,,,-12.0763
https://doi.org/10.21223/P3/SKYDRT,1.4,2020-03-23 18:18:26+00:00,International Potato Center,potato,-76.948417,,,-12.076289
https://doi.org/10.21223/P3/SKYDRT,1.4,2020-03-23 18:18:26+00:00,International Potato Center,potato,-72.188889,,,-16.493056
https://doi.org/10.21223/P3/SKYDRT,1.4,2020-03-23 18:18:26+00:00,International Potato Center,potato,-75.356389,,,-11.1275
https://doi.org/10.21223/P3/SRRD82,1.3,2020-03-21 18:01:34+00:00,International Potato Center,potato,-73.0877491,,,-14.0504533
https://doi.org/10.21223/P3/STL339,1.2,2020-03-21 18:18:02+00:00,International Potato Center,potato,-75.2227501,,,-12.0097421
https://doi.org/10.21223/P3/SVHUCG,1.4,2020-03-23 18:54:48+00:00,International Potato Center,potato,-74.7643,,,-12.7742
https://doi.org/10.21223/P3/SVHUCG,1.4,2020-03-23 18:54:48+00:00,International Potato Center,potato,-74.75289,,,-12.72442
https://doi.org/10.21223/P3/SVHUCG,1.4,2020-03-23 18:54:48+00:00,International Potato Center,potato,-75.2449,,,-12.0264
https://doi.org/10.21223/P3/SVHUCG,1.4,2020-03-23 18:54:48+00:00,International Potato Center,potato,-75.0074,,,-12.5292
https://doi.org/10.21223/P3/SVHUCG,1.4,2020-03-23 18:54:48+00:00,International Potato Center,potato,-74.74058,,,-12.78164
https://doi.org/10.21223/P3/SVHUCG,1.4,2020-03-23 18:54:48+00:00,International Potato Center,potato,-74.7643,,,-11.9003
https://doi.org/10.21223/P3/T41TZD,1.5,2020-03-18 15:03:30+00:00,International Potato Center,potato,,73.03,26.2866,
https://doi.org/10.21223/P3/T4VTRN,1.1,2020-03-20 16:41:15+00:00,International Potato Center,dvn,,4.543304,7.87423,
https://doi.org/10.21223/P3/TMFHKL,3.1,2020-03-19 15:50:06+00:00,International Potato Center,swpotato,-76.948417,,,-12.076289
https://doi.org/10.21223/P3/TMFHKL,3.1,2020-03-19 15:50:06+00:00,International Potato Center,swpotato,-75.356389,,,-11.1275
https://doi.org/10.21223/P3/TNNRYW,1.3,2020-03-18 15:58:22+00:00,International Potato Center,potato,-75.131448,,,-11.523716
https://doi.org/10.21223/P3/U0WIYZ,1.3,2021-12-13 17:50:51+00:00,International Potato Center,potato,-77.630861,,,-9.280139
https://doi.org/10.21223/P3/U0WIYZ,1.3,2021-12-13 17:50:51+00:00,International Potato Center,potato,-76.948056,,,-12.0775
https://doi.org/10.21223/P3/U6P3RT,2.2,2020-11-18 13:58:07+00:00,International Potato Center,potato,-77.873,,,-7.783
https://doi.org/10.21223/P3/U6P3RT,2.2,2020-11-18 13:58:07+00:00,International Potato Center,potato,-77.584,,,-7.791
https://doi.org/10.21223/P3/U7PHJX,1.4,2021-12-13 17:42:25+00:00,International Potato Center,potato,-75º20',,,-11º08
https://doi.org/10.21223/P3/UBEY1Z,1.2,2020-03-21 18:21:43+00:00,International Potato Center,potato,-75.2227501,,,-12.0097421
https://doi.org/10.21223/P3/UGWAZL,1.3,2020-03-18 15:36:54+00:00,International Potato Center,potato,-75.4043,,,-10.57745
https://doi.org/10.21223/P3/UTZBYL,1.2,2020-03-23 18:26:03+00:00,International Potato Center,potato,-76.948417,,,-12.076289
https://doi.org/10.21223/P3/UTZBYL,1.2,2020-03-23 18:26:03+00:00,International Potato Center,potato,-75.356389,,,-11.1275
https://doi.org/10.21223/P3/UTZBYL,1.2,2020-03-23 18:26:03+00:00,International Potato Center,potato,-74.206,,,-13.2734
https://doi.org/10.21223/P3/UTZBYL,1.2,2020-03-23 18:26:03+00:00,International Potato Center,potato,-75.2449,,,-12.0264
https://doi.org/10.21223/P3/UVWVLA,1.1,2020-03-20 21:21:47+00:00,International Potato Center,Otherbio,-76.95038,,,-12.076725
https://doi.org/10.21223/P3/VCGVN3,1.3,2020-03-23 17:17:16+00:00,International Potato Center,potato,-76.95,,,-12.083333
https://doi.org/10.21223/P3/VCGVN3,1.3,2020-03-23 17:17:16+00:00,International Potato Center,potato,-75.366667,,,-12
https://doi.org/10.21223/P3/VLLFPK,1.1,2020-03-19 20:52:56+00:00,International Potato Center,potato,-77,,,-12.1
https://doi.org/10.21223/P3/VRX2HW,1.3,2021-12-13 17:48:12+00:00,International Potato Center,potato,-75.35639,,,-11.1275
https://doi.org/10.21223/P3/VRX2HW,1.3,2021-12-13 17:48:12+00:00,International Potato Center,potato,-76.94842,,,-12.07629
https://doi.org/10.21223/P3/VYCLVX,1.3,2020-03-18 15:48:58+00:00,International Potato Center,potato,-75.4043,,,-10.57745
https://doi.org/10.21223/P3/W2M5KJ,1.1,2020-03-20 19:23:43+00:00,International Potato Center,potato,75.9,,,11.2
https://doi.org/10.21223/P3/WIOYNI,3.2,2020-03-21 18:24:38+00:00,International Potato Center,potato,-76.948417,,,-12.076289
https://doi.org/10.21223/P3/WIOYNI,3.2,2020-03-21 18:24:38+00:00,International Potato Center,potato,-75.2449,,,-12.0264
https://doi.org/10.21223/P3/XGKXGE,2.4,2020-03-22 00:01:43+00:00,International Potato Center,potato,-77.57117,,,-7.83434
https://doi.org/10.21223/P3/XVRHST,2,2021-11-02 22:52:18+00:00,International Potato Center,potato,-75.4043,,,-10.57745
https://doi.org/10.21223/P3/XVRHST,2,2021-11-02 22:52:18+00:00,International Potato Center,potato,-75.34171,,,-11.16116
https://doi.org/10.21223/P3/XVRHST,2,2021-11-02 22:52:18+00:00,International Potato Center,potato,-75.224111,,,-12.010394
https://doi.org/10.21223/P3/XVRHST,2,2021-11-02 22:52:18+00:00,International Potato Center,potato,-76.948417,,,-12.076289
https://doi.org/10.21223/P3/YFT4KD,1.1,2020-03-20 18:54:53+00:00,International Potato Center,potato,72.1,,,16.5
https://doi.org/10.21223/P3/YLQUNF,2.3,2021-12-13 17:35:01+00:00,International Potato Center,potato,-75.2449,,,-12.0264
https://doi.org/10.21223/P3/YUS7M1,1.1,2020-03-23 20:56:39+00:00,International Potato Center,potato,-75.2227501,,,-12.0097421
https://doi.org/10.21223/P3/YWXFWM,2.4,2020-03-23 14:55:06+00:00,International Potato Center,potato,-75.24538,,,-12.11082
https://doi.org/10.21223/P3/YWXFWM,2.4,2020-03-23 14:55:06+00:00,International Potato Center,potato,-75.51617,,,-11.71123
https://doi.org/10.21223/P3/ZQJNRS,1.5,2020-03-23 19:16:17+00:00,International Potato Center,social,,32°54'E.,, 2°28'S.
https://doi.org/10.21223/P3/ZUQHHT,1.1,2020-03-17 18:02:18+00:00,International Potato Center,swpotato,29.34'W,35.0’E,4.12’N,1.29’S
https://doi.org/10.21223/PGMQJU,1,2020-11-19 15:54:51+00:00,International Potato Center,potato,-75.800278,,, -10.772667
https://doi.org/10.21223/Q3L3FC,1,2021-08-16 22:19:32+00:00,International Potato Center,potato,-75.22288,,,-12.01039
https://doi.org/10.21223/QEQSQ6,1,2020-12-30 21:27:20+00:00,International Potato Center,potato,-75.25867,,,-11.93788
https://doi.org/10.21223/QEQSQ6,1,2020-12-30 21:27:20+00:00,International Potato Center,potato,-75.4043,,,-10.57745
https://doi.org/10.21223/QEQSQ6,1,2020-12-30 21:27:20+00:00,International Potato Center,potato,-75.356389,,,-11.1275
https://doi.org/10.21223/QEXRNA,1,2020-11-24 16:55:09+00:00,International Potato Center,potato,-78.639,,,-6.556
https://doi.org/10.21223/QEXRNA,1,2020-11-24 16:55:09+00:00,International Potato Center,potato,-78.854,,,-6.392
https://doi.org/10.21223/QVAASL,1.2,2021-12-06 16:57:55+00:00,International Potato Center,potato,-78.38764715,,,-6.54152378
https://doi.org/10.21223/QVAASL,1.2,2021-12-06 16:57:55+00:00,International Potato Center,potato,-77.8678029,,,-7.7823674
https://doi.org/10.21223/R1CBVG,1,2020-11-17 15:23:39+00:00,International Potato Center,cipdata,-78.639,,,-6.556
https://doi.org/10.21223/R1CBVG,1,2020-11-17 15:23:39+00:00,International Potato Center,cipdata,-78.854,,,-6.392
https://doi.org/10.21223/RHSVIY,4,2020-07-24 21:02:45+00:00,International Potato Center,potato,-75.356389,,,-11.1275
https://doi.org/10.21223/RHSVIY,4,2020-07-24 21:02:45+00:00,International Potato Center,potato,-75.224111,,,-12.010394
https://doi.org/10.21223/SP9MFB,1.1,2021-11-29 21:44:30+00:00,International Potato Center,potato,-75.22411,,,-12.01039
https://doi.org/10.21223/T7JUCL,1,2020-11-19 16:57:44+00:00,International Potato Center,potato,-74.576,,,-12.857
https://doi.org/10.21223/U9LSCS,1.1,2020-03-17 17:44:51+00:00,International Potato Center,potato,-10.768222,,,-75.806167
https://doi.org/10.21223/UIF80U,1.1,2021-12-06 16:25:30+00:00,International Potato Center,potato,-76.948417,,,-12.076289
https://doi.org/10.21223/V7ZQD4,1,2021-11-23 20:50:06+00:00,International Potato Center,potato,-75.25867,,,-11.93788
https://doi.org/10.21223/WF6S1M,1,2020-09-23 21:47:17+00:00,International Potato Center,swpotato,-75.356389,,,-11.1275
https://doi.org/10.21223/WI75PA,1,2020-11-24 18:14:48+00:00,International Potato Center,potato,-75.925,,,-11.515
https://doi.org/10.21223/WI75PA,1,2020-11-24 18:14:48+00:00,International Potato Center,potato,-75.2449,,,-12.0264
https://doi.org/10.21223/WJWMZB,1.3,2021-10-06 18:00:17+00:00,International Potato Center,swpotato,,32.358583,,-26.046829
https://doi.org/10.21223/WLNBYV,1,2020-11-17 16:57:20+00:00,International Potato Center,cipdata,-75.925,,,-11.515
https://doi.org/10.21223/WLNBYV,1,2020-11-17 16:57:20+00:00,International Potato Center,cipdata,-75.2449,,,-12.0264
https://doi.org/10.21223/WNZR93,2,2020-09-07 16:40:33+00:00,International Potato Center,swpotato,-75.356389,,,-11.1275
https://doi.org/10.21223/WX2HIT,1.1,2020-09-30 23:19:09+00:00,International Potato Center,potato,-75.224111,,,-12.010394
https://doi.org/10.21223/WX2HIT,1.1,2020-09-30 23:19:09+00:00,International Potato Center,potato,-78.04861,,,-7.81194
https://doi.org/10.21223/WX2HIT,1.1,2020-09-30 23:19:09+00:00,International Potato Center,potato,-75.34171,,,-11.16116
https://doi.org/10.21223/WX2HIT,1.1,2020-09-30 23:19:09+00:00,International Potato Center,potato,-76.23972,,,-9.92944
https://doi.org/10.21223/WXGVET,1,2020-05-05 14:31:51+00:00,International Potato Center,swpotato,-76.948417,,,-12.076289
https://doi.org/10.21223/XE9J6Q,1,2020-11-17 16:57:29+00:00,International Potato Center,cipdata,-75.925,,,-11.515
https://doi.org/10.21223/XE9J6Q,1,2020-11-17 16:57:29+00:00,International Potato Center,cipdata,-75.2449,,,-12.0264
https://doi.org/10.21223/XPF4C8,1.3,2021-12-06 16:22:44+00:00,International Potato Center,potato,-72.1908,,,-16.3586
https://doi.org/10.21223/ZRPRIM,1,2020-11-13 17:44:40+00:00,International Potato Center,potato,-72.354444,,,-14.059722
https://doi.org/10.21223/ZRPRIM,1,2020-11-13 17:44:40+00:00,International Potato Center,potato,-72.190167,,,-14.089056
https://doi.org/10.21421/D2/3UKRCK,1,2021-01-26 11:54:06+00:00,ICRISAT,genotypic,,78.274916,17.511311,
https://doi.org/10.21421/D2/IWXCUJ,1,2020-10-15 11:35:37+00:00,ICRISAT,genotypic,78.274916,,17.511311,
https://doi.org/10.21421/D2/XTDARD,1,2020-08-11 11:01:38+00:00,ICRISAT,socialscience,,80° 22' 16.9824''E,22° 35' 52.5156''N,
https://doi.org/10.21950/05CZKM,2,2018-05-07 14:05:05+00:00,Dataverse e-cienciaDatos,federico-tena,,89° 17' 48'',29° 50' 26'',
https://doi.org/10.21950/07UBC8,1.1,2018-03-19 11:57:06+00:00,Dataverse e-cienciaDatos,federico-tena,6° 0' 0'',,32° 0' 0'',
https://doi.org/10.21950/07XYBY,1.1,2018-03-19 09:04:08+00:00,Dataverse e-cienciaDatos,federico-tena,61° 20' 0'',,15° 30' 0'',
https://doi.org/10.21950/0AS5TA,1.1,2018-06-08 07:36:04+00:00,Dataverse e-cienciaDatos,federico-tena,,13° 20' 0'',47° 20' 0'',
https://doi.org/10.21950/0AS5TA,1.1,2018-06-08 07:36:04+00:00,Dataverse e-cienciaDatos,federico-tena,,20° 0' 0'',47° 0' 0'',
https://doi.org/10.21950/0BAMJQ,1.1,2018-03-19 08:34:34+00:00,Dataverse e-cienciaDatos,federico-tena,88° 55' 0'',,13° 50' 0'',
https://doi.org/10.21950/0KN3DJ,1.1,2018-03-19 09:34:33+00:00,Dataverse e-cienciaDatos,federico-tena,61° 0' 0'',,11° 0' 0'',
https://doi.org/10.21950/0ONMEO,3,2021-02-02 09:56:49+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-135,515,188","2,896,023,609",
https://doi.org/10.21950/0ONMEO,3,2021-02-02 09:56:49+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-1,541,336,841","2,809,937,855",
https://doi.org/10.21950/0ONMEO,3,2021-02-02 09:56:49+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-1,557,142,263","2,792,399,728",
https://doi.org/10.21950/0ONMEO,3,2021-02-02 09:56:49+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-1,554,038,408","2,791,144,865",
https://doi.org/10.21950/0ONMEO,3,2021-02-02 09:56:49+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-1,541,666,551","279,942,018",
https://doi.org/10.21950/0ONMEO,3,2021-02-02 09:56:49+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-1,667,960,607","2,809,912,229",
https://doi.org/10.21950/0ONMEO,3,2021-02-02 09:56:49+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-1,631,466,014","2,848,748,934",
https://doi.org/10.21950/0ONMEO,3,2021-02-02 09:56:49+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-1,624,720,629","2,846,285,408",
https://doi.org/10.21950/0PXMMH,1.1,2018-03-19 15:46:27+00:00,Dataverse e-cienciaDatos,federico-tena,1° 12' 0'',,8° 6' 0'',
https://doi.org/10.21950/0VJXWA,1.1,2018-03-19 08:45:35+00:00,Dataverse e-cienciaDatos,federico-tena,61° 40' 0'',,12° 7' 0'',
https://doi.org/10.21950/0VKEMJ,1.1,2018-03-15 15:12:54+00:00,Dataverse e-cienciaDatos,federico-tena,,20° 46' 59'',37° 47' 34'',
https://doi.org/10.21950/0XGKED,1.1,2018-03-19 10:30:47+00:00,Dataverse e-cienciaDatos,federico-tena,77° 2' 10'',,38° 53' 42'',
https://doi.org/10.21950/1GVXGL,1.3,2022-03-22 09:23:35+00:00,Dataverse e-cienciaDatos,YLDI,-89.6359,,30.3507,
https://doi.org/10.21950/1GVXGL,1.3,2022-03-22 09:23:35+00:00,Dataverse e-cienciaDatos,YLDI,-119.719,,37.0913,
https://doi.org/10.21950/1RBTII,1.2,2022-04-19 14:16:20+00:00,Dataverse e-cienciaDatos,YLDI,-89.6359,,30.3507,
https://doi.org/10.21950/1RBTII,1.2,2022-04-19 14:16:20+00:00,Dataverse e-cienciaDatos,YLDI,-119.719,,37.0913,
https://doi.org/10.21950/1RBTII,1.2,2022-04-19 14:16:20+00:00,Dataverse e-cienciaDatos,YLDI,104.45,,52.167,
https://doi.org/10.21950/1RBTII,1.2,2022-04-19 14:16:20+00:00,Dataverse e-cienciaDatos,YLDI,144.189,,43.91,
https://doi.org/10.21950/1RBTII,1.2,2022-04-19 14:16:20+00:00,Dataverse e-cienciaDatos,YLDI,-4.349,,39.547,
https://doi.org/10.21950/1RBTII,1.2,2022-04-19 14:16:20+00:00,Dataverse e-cienciaDatos,YLDI,26.253,,44.68,
https://doi.org/10.21950/1RBTII,1.2,2022-04-19 14:16:20+00:00,Dataverse e-cienciaDatos,YLDI,-5.945,,36.667,
https://doi.org/10.21950/2NBDWH,1,2018-03-21 15:28:38+00:00,Dataverse e-cienciaDatos,federico-tena,,15° 30' 0'',,1° 0' 0''
https://doi.org/10.21950/2QVZ9R,1,2018-03-21 16:04:22+00:00,Dataverse e-cienciaDatos,federico-tena,,30° 0' 0'',27° 0' 0'',
https://doi.org/10.21950/3YR8Y4,1.2,2022-04-19 14:17:08+00:00,Dataverse e-cienciaDatos,YLDI,-89.6359,,30.3507,
https://doi.org/10.21950/3YR8Y4,1.2,2022-04-19 14:17:08+00:00,Dataverse e-cienciaDatos,YLDI,-119.719,,37.0913,
https://doi.org/10.21950/3YR8Y4,1.2,2022-04-19 14:17:08+00:00,Dataverse e-cienciaDatos,YLDI,104.45,,52.167,
https://doi.org/10.21950/3YR8Y4,1.2,2022-04-19 14:17:08+00:00,Dataverse e-cienciaDatos,YLDI,144.189,,43.91,
https://doi.org/10.21950/3YR8Y4,1.2,2022-04-19 14:17:08+00:00,Dataverse e-cienciaDatos,YLDI,-4.349,,39.547,
https://doi.org/10.21950/3YR8Y4,1.2,2022-04-19 14:17:08+00:00,Dataverse e-cienciaDatos,YLDI,26.253,,44.68,
https://doi.org/10.21950/3YR8Y4,1.2,2022-04-19 14:17:08+00:00,Dataverse e-cienciaDatos,YLDI,-5.945,,36.667,
https://doi.org/10.21950/4EO03W,1.1,2018-03-16 11:30:03+00:00,Dataverse e-cienciaDatos,federico-tena,,121° 0' 0'',24° 0' 0'',
https://doi.org/10.21950/4JOY5N,1.1,2018-03-19 12:00:46+00:00,Dataverse e-cienciaDatos,federico-tena,,47° 0' 0'',,20° 0' 0''
https://doi.org/10.21950/4KTORI,1.1,2018-03-16 12:20:39+00:00,Dataverse e-cienciaDatos,federico-tena,,38° 0' 0'',35° 0' 0'',
https://doi.org/10.21950/4OVK6S,1.1,2018-03-16 12:12:34+00:00,Dataverse e-cienciaDatos,federico-tena,,117° 0' 0'',5° 30' 0'',
https://doi.org/10.21950/4RUCIR,1.1,2018-03-19 07:57:01+00:00,Dataverse e-cienciaDatos,federico-tena,70° 40' 0'',,19° 0' 0'',
https://doi.org/10.21950/6234DW,1.1,2018-03-19 08:47:09+00:00,Dataverse e-cienciaDatos,federico-tena,61° 35' 0'',,16° 15' 0'',
https://doi.org/10.21950/6PATTO,1,2019-12-29 08:55:10+00:00,Dataverse e-cienciaDatos,UPM,2º29´53.57”,,41º35´57.69”,
https://doi.org/10.21950/6PATTO,1,2019-12-29 08:55:10+00:00,Dataverse e-cienciaDatos,UPM,2º31´44.46”,,42º2´38.99”,
https://doi.org/10.21950/6PATTO,1,2019-12-29 08:55:10+00:00,Dataverse e-cienciaDatos,UPM,2º31´36.14”,,41º40´8.51”,
https://doi.org/10.21950/6PATTO,1,2019-12-29 08:55:10+00:00,Dataverse e-cienciaDatos,UPM,2º41´31.76”,,41º30´48.89”,
https://doi.org/10.21950/6SHH8V,1.1,2018-03-19 08:56:42+00:00,Dataverse e-cienciaDatos,federico-tena,72° 25' 0'',,19° 0' 0'',
https://doi.org/10.21950/6VCZ7P,1.1,2018-03-19 08:32:04+00:00,Dataverse e-cienciaDatos,federico-tena,78° 15' 0'',,,1° 15' 0''
https://doi.org/10.21950/6YBVF1,1.1,2018-03-19 09:10:16+00:00,Dataverse e-cienciaDatos,federico-tena,85° 0' 0'',,13° 0' 0'',
https://doi.org/10.21950/7FMNJT,3,2021-02-02 09:46:41+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-697,099,704","3,887,874,339",
https://doi.org/10.21950/7FMNJT,3,2021-02-02 09:46:41+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-634,417,211","3,891,738,788",
https://doi.org/10.21950/7FMNJT,3,2021-02-02 09:46:41+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-637,121,092","3,947,316,762",
https://doi.org/10.21950/7NAS8X,1.1,2018-03-16 10:36:50+00:00,Dataverse e-cienciaDatos,federico-tena,,4° 30' 0'',50° 45' 0'',
https://doi.org/10.21950/82MD9Q,1.1,2018-03-16 09:20:57+00:00,Dataverse e-cienciaDatos,federico-tena,,10° 30' 0'',51° 30' 0'',
https://doi.org/10.21950/8ULYJB,1.1,2018-03-19 09:13:32+00:00,Dataverse e-cienciaDatos,federico-tena,58° 0' 0'',,,23° 20' 0''
https://doi.org/10.21950/8X8C58,1.1,2018-03-19 10:48:22+00:00,Dataverse e-cienciaDatos,federico-tena,,9° 0' 0'',34° 0' 0'',
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,47318376","3,869,836,894",
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,4831832","3,834,548,705",
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,1306853","3,853,427,136",
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,69775581","3,826,741,662",
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,79611046","3,847,878,894",
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,94664572","3,808,574,117",
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,52499072","3,839,613,348",
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,68302608","3,797,775,873",
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,03688142","3,998,640,809",
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,1007625","3,993,814,957",
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,17941691","3,896,736,579",
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,44257379","3,950,273,688",
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,2759603","3,968,008,485",
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,46496185","3,943,708,486",
https://doi.org/10.21950/9ICMVX,3,2021-02-02 09:48:06+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"-0,37565717","3,947,534,441",
https://doi.org/10.21950/9NLUSJ,1.1,2018-03-19 15:50:33+00:00,Dataverse e-cienciaDatos,federico-tena,,17° 0' 0'',,22° 0' 0''
https://doi.org/10.21950/9QIXJI,1.1,2018-03-15 12:57:18+00:00,Dataverse e-cienciaDatos,federico-tena,4° 0' 0'',,40° 0' 0'',
https://doi.org/10.21950/9SBJEM,1.3,2022-03-22 09:26:58+00:00,Dataverse e-cienciaDatos,YLDI,-89.6359,,30.3507,
https://doi.org/10.21950/9SBJEM,1.3,2022-03-22 09:26:58+00:00,Dataverse e-cienciaDatos,YLDI,-119.719,,37.0913,
https://doi.org/10.21950/9SBJEM,1.3,2022-03-22 09:26:58+00:00,Dataverse e-cienciaDatos,YLDI,104.45,,52.167,
https://doi.org/10.21950/9SBJEM,1.3,2022-03-22 09:26:58+00:00,Dataverse e-cienciaDatos,YLDI,144.189,,43.91,
https://doi.org/10.21950/9SBJEM,1.3,2022-03-22 09:26:58+00:00,Dataverse e-cienciaDatos,YLDI,-4.349,,39.547,
https://doi.org/10.21950/9UTN9P,3,2021-02-02 09:58:04+00:00,Dataverse e-cienciaDatos,catalogos_barrios_vulnerables,,"265,181,698","3,957,114,699",
https://doi.org/10.21950/A9PPCL,1.1,2018-03-16 12:45:00+00:00,Dataverse e-cienciaDatos,federico-tena,88° 45' 0'',,17° 15' 0'',
https://doi.org/10.21950/AOHQSU,1.1,2018-03-19 09:31:09+00:00,Dataverse e-cienciaDatos,federico-tena,61° 12' 0'',,13° 15' 0'',
https://doi.org/10.21950/AXGL4X,1.1,2018-03-16 11:58:28+00:00,Dataverse e-cienciaDatos,federico-tena,,84° 0' 0'',28° 0' 0'',
https://doi.org/10.21950/AYROTL,1.1,2018-03-16 11:51:49+00:00,Dataverse e-cienciaDatos,federico-tena,,139° 45' 11'',35° 41' 7'',
https://doi.org/10.21950/B1QJAK,1.2,2022-04-19 14:20:38+00:00,Dataverse e-cienciaDatos,YLDI,-89.6359,,30.3507,
https://doi.org/10.21950/B1QJAK,1.2,2022-04-19 14:20:38+00:00,Dataverse e-cienciaDatos,YLDI,-119.719,,37.0913,
https://doi.org/10.21950/B1QJAK,1.2,2022-04-19 14:20:38+00:00,Dataverse e-cienciaDatos,YLDI,104.45,,52.167,
https://doi.org/10.21950/B1QJAK,1.2,2022-04-19 14:20:38+00:00,Dataverse e-cienciaDatos,YLDI,144.189,,43.91,
https://doi.org/10.21950/B1QJAK,1.2,2022-04-19 14:20:38+00:00,Dataverse e-cienciaDatos,YLDI,-4.349,,39.547,
https://doi.org/10.21950/B1QJAK,1.2,2022-04-19 14:20:38+00:00,Dataverse e-cienciaDatos,YLDI,26.253,,44.68,
https://doi.org/10.21950/BCH3AQ,1.1,2018-03-16 13:14:53+00:00,Dataverse e-cienciaDatos,federico-tena,79° 30' 0'',,22° 0' 0'',
https://doi.org/10.21950/BCVZMM,1.1,2018-03-16 13:09:22+00:00,Dataverse e-cienciaDatos,federico-tena,73° 15' 0'',,4° 0' 0'',
https://doi.org/10.21950/BHTVSL,1.1,2018-03-19 11:36:17+00:00,Dataverse e-cienciaDatos,federico-tena,,55° 36' 0'',,21° 6' 0''
https://doi.org/10.21950/BTTOKO,1.2,2022-04-19 14:15:26+00:00,Dataverse e-cienciaDatos,YLDI,-89.6359,,30.3507,
https://doi.org/10.21950/BTTOKO,1.2,2022-04-19 14:15:26+00:00,Dataverse e-cienciaDatos,YLDI,-119.719,,37.0913,
https://doi.org/10.21950/BTTOKO,1.2,2022-04-19 14:15:26+00:00,Dataverse e-cienciaDatos,YLDI,104.45,,52.167,
https://doi.org/10.21950/BTTOKO,1.2,2022-04-19 14:15:26+00:00,Dataverse e-cienciaDatos,YLDI,144.189,,43.91,
https://doi.org/10.21950/BTTOKO,1.2,2022-04-19 14:15:26+00:00,Dataverse e-cienciaDatos,YLDI,-4.349,,39.547,
https://doi.org/10.21950/BTTOKO,1.2,2022-04-19 14:15:26+00:00,Dataverse e-cienciaDatos,YLDI,26.253,,44.68,
https://doi.org/10.21950/BTTOKO,1.2,2022-04-19 14:15:26+00:00,Dataverse e-cienciaDatos,YLDI,-5.945,,36.667,
https://doi.org/10.21950/BYPBLR,1.2,2022-04-19 14:18:13+00:00,Dataverse e-cienciaDatos,YLDI,-89.6359,,30.3507,
https://doi.org/10.21950/BYPBLR,1.2,2022-04-19 14:18:13+00:00,Dataverse e-cienciaDatos,YLDI,-119.719,,37.0913,
