publisher,persistentUrl,majorVersionNumber,minorVersionNumber,versionCreateTime,license,termsOfUse,confidentialityDeclaration,specialPermissions,restrictions,citationRequirements,depositorRequirements,conditions,disclaimer
Göttingen Research Online / Data,https://doi.org/10.25625/8BV2YT,1,0,2021-06-08 13:09:08+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/87TCSH,1,0,2021-06-08 13:10:03+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/87DWWQ,1,0,2021-06-08 16:45:10+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7ZJVZK,1,0,2021-06-08 16:29:44+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7YUZPX,1,0,2021-06-08 16:36:14+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7YNIBH,1,0,2021-06-08 16:18:41+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7YBP5D,1,0,2021-06-08 16:32:16+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7WKMUN,1,0,2021-06-08 16:03:18+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7TYWDE,1,0,2021-06-08 13:08:57+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7S8YEV,1,0,2021-06-08 16:42:04+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7QTZPL,1,0,2021-06-08 13:03:37+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7OPWOZ,1,0,2021-06-08 08:57:14+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7LM2MB,1,0,2021-06-07 15:47:01+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7L7AYG,1,0,2021-06-08 16:43:09+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/8CY4VG,1,0,2021-06-08 16:45:18+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7KVYA7,1,0,2021-06-08 16:46:04+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/8DJ57W,1,0,2021-06-08 16:39:14+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/949M2Z,1,0,2021-06-08 16:36:30+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/93NVGZ,1,0,2021-06-08 13:08:53+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/91BVNT,1,0,2021-06-08 13:09:05+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/8RSFIU,1,0,2021-06-08 16:46:16+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/8RFFWK,1,0,2021-06-04 11:12:32+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/8RC8YX,1,0,2021-06-08 16:19:01+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/8PQFEJ,1,0,2021-06-08 16:46:34+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/8PKGSU,1,0,2021-06-04 11:12:03+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/8ODSUT,1,0,2021-06-08 16:37:10+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/8KIRWH,1,0,2021-06-08 16:06:03+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/8I9QBV,1,0,2021-06-08 16:24:11+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/8G1BE4,1,0,2021-06-08 16:39:16+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7IWOV5,1,0,2021-06-07 09:08:19+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7IM3BM,1,0,2021-06-08 16:30:01+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7HV3JD,1,0,2021-06-08 16:22:55+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/M0BUSY,1,0,2021-06-08 17:32:41+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6JS549,1,0,2021-06-08 16:38:18+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6F1BBL,1,0,2021-06-08 16:34:12+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6F73V6,1,0,2021-06-07 15:47:11+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6FM99H,1,0,2021-06-08 16:23:01+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6GU8NM,1,0,2021-06-08 16:32:41+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6HGGX1,1,0,2021-06-08 16:43:34+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6JJM70,1,0,2021-06-08 13:08:48+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6NWYHQ,1,0,2021-06-08 13:10:43+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6PVV2U,1,0,2021-06-08 16:21:50+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6PXIDO,1,0,2021-06-08 16:38:51+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6R7PUE,1,0,2021-06-08 16:38:43+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7H2UL4,1,0,2021-06-08 16:45:23+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7FQLBT,1,0,2021-06-08 16:36:00+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7EYQX6,1,0,2021-06-07 15:46:38+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7BTKJX,1,0,2021-06-03 12:25:12+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/7AXBCJ,1,0,2021-06-08 16:35:41+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/74DPHG,1,0,2021-06-08 16:19:45+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/99ZZKJ,1,0,2021-06-08 16:21:03+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/730DWO,1,0,2021-06-08 11:33:37+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6YIVH7,1,0,2021-06-08 16:35:29+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6WAIZG,1,0,2021-06-08 11:33:53+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6UJSWD,1,0,2021-06-08 16:34:27+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6STABE,1,0,2021-06-08 13:08:32+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6REXDS,1,0,2021-06-08 10:10:44+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/6R9GOB,1,0,2021-06-03 12:25:45+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9BHQXU,1,0,2021-06-08 13:09:34+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AOS1NB,1,0,2021-06-08 16:37:56+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AOMJ2I,1,0,2021-06-08 16:44:00+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AOKMHK,1,0,2021-06-08 16:19:29+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AOJMFW,1,0,2021-06-08 16:36:08+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ANJEKC,1,0,2021-06-08 16:40:09+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AMYVKN,1,0,2021-06-08 16:20:51+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AMVLIP,1,0,2021-06-08 16:30:31+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AMTUCO,1,0,2021-06-08 11:38:50+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AMJMP0,1,0,2021-06-07 08:54:57+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ALZVBI,1,0,2021-06-08 16:43:08+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ALVSYW,1,0,2021-06-08 13:03:49+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AOWDSM,1,0,2021-06-08 13:03:07+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AP2WFO,1,0,2021-06-08 16:21:20+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ARY1XP,1,0,2021-06-07 15:36:05+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/B5CHMX,1,0,2021-06-08 13:03:39+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/B2KK98,1,0,2021-06-08 16:29:49+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/B2FWBD,1,0,2021-06-08 13:04:02+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/B1RKDG,1,0,2021-06-08 13:09:46+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/B0ZWBH,1,0,2021-06-08 16:44:30+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AYUZOB,1,0,2021-06-08 16:29:58+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AY0WDG,1,0,2021-06-08 16:32:48+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AWQITV,1,0,2021-06-08 16:37:17+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AWHWNW,1,0,2021-06-08 16:21:40+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AV5WFO,1,0,2021-06-07 08:56:40+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AURXLA,1,0,2021-06-08 13:09:02+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AUQF5G,1,0,2021-06-07 08:55:12+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AUNMOJ,1,0,2021-06-07 15:46:44+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ATWRUF,1,0,2021-06-08 16:40:51+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ASXFFP,1,0,2021-06-07 08:53:53+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AQPTMT,1,0,2021-06-04 10:52:18+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ALNBK4,1,0,2021-06-08 16:23:17+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ALIQES,1,0,2021-06-08 16:31:21+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AKIPTW,1,0,2021-06-07 10:00:11+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9YCJPA,1,0,2021-06-03 12:25:11+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9UJKK3,1,0,2021-06-08 13:09:30+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9TJNDC,1,0,2021-06-08 16:31:58+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9SSEGH,1,0,2021-06-08 16:38:53+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9SF5BX,1,0,2021-06-08 13:08:06+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9OZHFM,1,0,2021-06-08 16:30:42+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9NZG3N,1,0,2021-06-08 16:46:08+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9MD4VB,1,0,2021-06-08 09:51:04+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9LYNUZ,1,0,2021-06-08 16:29:45+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9LT7OR,1,0,2021-06-04 10:33:37+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9LQIDI,1,0,2021-06-08 16:42:19+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9LKAKT,1,0,2021-06-08 16:32:46+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9IFOII,1,0,2021-06-08 16:46:12+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9ZXLC5,1,0,2021-06-07 08:52:52+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/A2PLHJ,1,0,2021-06-08 13:09:15+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/A30N8P,1,0,2021-06-08 16:39:40+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/A4FSHL,1,0,2021-06-08 16:36:39+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AKFHYY,1,0,2021-06-08 16:36:37+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AJZ1GY,1,0,2021-06-08 17:34:17+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AI8M7T,1,0,2021-06-08 13:10:25+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AHY17D,1,0,2021-06-08 16:37:18+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AHMPYY,1,0,2021-06-08 16:32:10+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/9CJECA,1,0,2021-06-08 16:18:26+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/AFE8IF,1,0,2021-06-08 16:33:39+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ACRHMW,1,0,2021-06-08 16:38:14+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ACIAFQ,1,0,2021-06-07 08:43:07+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ABT44G,1,0,2021-06-08 16:44:27+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/A8E3JT,1,0,2021-06-08 16:46:38+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/A8BDGV,1,0,2021-06-07 15:40:08+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/A7JRSA,1,0,2021-06-03 12:26:21+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/A6F4WL,1,0,2021-06-08 16:22:41+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ADM3KF,1,0,2021-06-08 16:36:42+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/EHCRO7,1,0,2021-06-03 12:24:54+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/BAZ1PU,1,0,2021-06-07 15:38:00+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JX0OIX,1,0,2021-06-08 16:43:17+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JLCFEG,1,0,2021-06-08 16:19:58+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JK1AJL,1,0,2021-06-07 08:53:38+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JHK35H,1,0,2021-06-08 17:35:09+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JH8IFM,1,0,2021-06-08 16:18:56+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JG5LWR,1,0,2021-06-08 16:43:00+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JFXFKH,1,0,2021-06-08 13:03:44+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JDIDEN,1,0,2021-06-07 15:57:27+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JCKU5F,1,0,2021-06-04 11:12:06+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JCFUXH,1,0,2021-06-08 08:59:47+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JAOVGF,1,0,2021-06-08 16:22:39+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/J8KPXM,1,0,2021-06-07 15:46:31+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/J7JJNF,1,0,2021-06-08 08:36:00+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/J4ZFPG,1,0,2021-06-08 11:58:36+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JO7BHM,1,0,2021-06-03 12:25:05+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JP84BN,1,0,2021-06-08 16:41:31+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JZ7MUS,1,0,2021-06-08 13:08:18+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JY7EJK,1,0,2021-06-08 16:18:36+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JXXGZN,1,0,2021-06-08 16:21:53+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JWD8AV,1,0,2021-06-08 16:39:21+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JVPGLE,1,0,2021-06-08 11:33:47+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JVASHE,1,0,2021-06-08 16:19:37+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JUIRZA,1,0,2021-06-08 16:40:41+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JTWNAJ,1,0,2021-06-08 13:08:25+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JT5YGU,1,0,2021-06-03 12:25:07+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JS8YCC,1,0,2021-06-08 11:43:53+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JPJUNH,1,0,2021-06-08 16:20:59+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JPHARN,1,0,2021-06-08 16:37:12+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JO9JNC,1,0,2021-06-08 16:40:08+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JZUOPP,1,0,2021-06-08 16:44:21+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/J0MJFE,1,0,2021-06-08 16:33:36+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IO5GGK,1,0,2021-06-08 16:40:21+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/INJGTP,1,0,2021-06-08 16:20:54+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ILUSO4,1,0,2021-06-08 16:45:56+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ILHGJG,1,0,2021-06-08 16:23:27+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IKTNGT,1,0,2021-06-08 16:29:40+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IKSO68,1,0,2021-06-08 10:10:52+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IIHOYC,1,0,2021-06-08 16:29:34+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IHVV2I,1,0,2021-06-08 16:22:04+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IENAYQ,1,0,2021-06-07 15:38:06+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IDUS5E,1,0,2021-06-07 09:20:33+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IDG2TV,1,0,2021-06-08 13:10:47+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IDC4MX,1,0,2021-06-08 16:24:07+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IOLJ5O,1,0,2021-06-08 16:23:23+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/J00X9Q,1,0,2021-06-08 13:09:55+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IOQQGR,1,0,2021-06-03 12:25:42+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IQ7IQJ,1,0,2021-06-08 16:19:27+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IZ899M,1,0,2021-06-08 16:22:31+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IYYNGX,1,0,2021-06-03 12:25:35+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IXEGSR,1,0,2021-06-08 16:18:14+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IWEYYN,1,0,2021-06-08 16:31:31+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IVY40S,1,0,2021-06-08 13:09:44+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IVXIPL,1,0,2021-06-08 16:32:14+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IVTS2Q,1,0,2021-06-07 15:51:16+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IV6KPZ,1,0,2021-06-08 16:23:12+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IUYGHU,1,0,2021-06-08 16:18:18+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IUMFM0,1,0,2021-06-08 16:30:27+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IUG4OF,1,0,2021-06-08 16:44:33+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/ITWE2E,1,0,2021-06-07 15:46:50+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/IPQMDY,1,0,2021-06-07 15:47:07+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/JZYVBZ,1,0,2021-06-08 16:22:21+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/K2IX2R,1,0,2021-06-08 16:30:29+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/K2WMNL,1,0,2021-06-03 12:25:43+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LHE8GM,1,0,2021-06-08 16:34:16+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LGVA37,1,0,2021-06-08 13:10:49+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LF71L1,1,0,2021-06-08 16:31:02+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LERNDH,1,0,2021-06-08 11:33:27+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LEDNQA,1,0,2021-06-08 16:40:55+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LECDSD,1,0,2021-06-08 16:37:14+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LE0CBQ,1,0,2021-06-08 16:21:31+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LDUGEH,1,0,2021-06-08 08:31:45+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LDS0F8,1,0,2021-06-07 09:01:38+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LCTJKE,1,0,2021-06-07 08:54:17+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LCBQRQ,1,0,2021-06-08 16:42:25+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/L96ASF,1,0,2021-06-08 16:39:11+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/L8QIMN,1,0,2021-06-03 12:25:09+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/L7N1NI,1,0,2021-06-08 16:40:48+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LHMVIH,1,0,2021-06-08 16:44:46+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/L6E3UX,1,0,2021-06-08 16:42:20+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LKWFCD,1,0,2021-06-08 16:31:08+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LQUG3A,1,0,2021-06-08 16:10:08+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LSH9C2,1,0,2021-06-08 16:32:22+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LW4MPE,1,0,2021-06-08 16:40:57+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LXB6YE,1,0,2021-06-03 12:24:39+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LXS8OL,1,0,2021-06-08 16:20:18+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LYKFNJ,1,0,2021-06-08 16:38:54+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LPRK0S,1,0,2021-06-07 15:46:58+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LOOCXW,1,0,2021-06-08 16:20:01+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/EHRKTP,1,0,2021-06-08 16:36:59+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LO9KRR,1,0,2021-06-03 12:26:04+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LLYUBL,1,0,2021-06-08 16:39:08+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/LKPVPR,1,0,2021-06-08 16:24:26+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/L5PGVN,1,0,2021-06-08 11:34:22+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/KYZJOX,1,0,2021-06-04 11:12:38+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/KXQ56Z,1,0,2021-06-07 08:54:54+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/KHFVSF,1,0,2021-06-08 16:41:02+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/KH48ZN,1,0,2021-06-08 16:30:16+00:00,,,,,,,,,
Göttingen Research Online / Data,https://doi.org/10.25625/KGRU2V,1,0,2021-06-08 16:29:38+00:00,,,,,,,,,
