datasetPID,dataverseName,dataverseUrl,datasetPIDUrl,numberOfVersions,numberOfMajorVersions,publicationDate,latestReleaseDate,ageOfDataset(Days),ageOfLastUpdate(Days),descriptionLenth,termsExist,license,termsOfUseExists,termsOfAccessExists,relPubCount,relPubPIDCount,usedMetadataBlocks,numberOfFiles,noFileDescriptionCount,fileTagsExist,uniqueContentTypes,ingestableTabularFileCount,ingestedTabFilesCount,uningestedTabFilesCount,restrictedFilesCount
doi:10.7910/DVN/BAMNFN,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/BAMNFN,1.0,1.0,2018-01-18 15:46:56+00:00,2018-01-18 15:46:56+00:00,1130.0,1130.0,912.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",2.0,0.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/BCY0TX,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/BCY0TX,1.0,1.0,2019-05-30 12:58:30+00:00,2019-05-30 12:58:30+00:00,633.0,633.0,397.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/BCYGY7,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/BCYGY7,2.0,1.0,2020-10-06 18:20:45+00:00,2020-10-06 18:23:23+00:00,138.0,138.0,605.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",3.0,3.0,True,text/tab-separated-values,3.0,3.0,0.0,3.0
doi:10.7910/DVN/BES7ZM,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/BES7ZM,2.0,1.0,2019-05-30 13:15:05+00:00,2019-07-08 14:25:02+00:00,633.0,594.0,405.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/BGZ6ID,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/BGZ6ID,2.0,1.0,2015-11-03 18:54:58+00:00,2015-11-16 18:46:22+00:00,1937.0,1924.0,1207.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/BKERTH,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/BKERTH,2.0,1.0,2015-11-03 18:47:07+00:00,2015-11-16 19:05:00+00:00,1937.0,1924.0,1205.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/BKMBNU,International Model for Policy Analysis of Agricultural Commodities and Trade (IMPACT) Dataverse,https://dataverse.harvard.edu/dataverse/impact,https://doi.org/10.7910/DVN/BKMBNU,1.0,1.0,2017-05-02 19:26:48+00:00,2017-05-02 19:26:48+00:00,1391.0,1391.0,1519.0,True,NONE,True,False,1.0,1.0,"citation,socialscience",1.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,0.0
doi:10.7910/DVN/BMPQGN,Global Food Policy Report,https://dataverse.harvard.edu/dataverse/GFPR,https://doi.org/10.7910/DVN/BMPQGN,2.0,3.0,2019-04-05 12:02:44+00:00,2019-06-03 13:20:24+00:00,688.0,629.0,1535.0,True,NONE,True,False,1.0,1.0,"citation,geospatial",1.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,0.0
doi:10.7910/DVN/BTSVWT,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/BTSVWT,2.0,1.0,2015-11-03 18:50:57+00:00,2015-11-16 19:43:37+00:00,1937.0,1924.0,1203.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/BUMYV0,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/BUMYV0,2.0,1.0,2017-08-30 17:39:31+00:00,2019-04-10 15:53:12+00:00,1271.0,683.0,954.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",7.0,7.0,True,"application/vnd.openxmlformats-officedocument.wordprocessingml.document,text/tab-separated-values",2.0,2.0,0.0,7.0
doi:10.7910/DVN/BUURDE,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/BUURDE,2.0,1.0,2011-11-08 00:00:00+00:00,2015-11-20 21:59:14+00:00,3394.0,1920.0,863.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/BV7MYV,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/BV7MYV,2.0,1.0,2019-02-19 02:37:28+00:00,2019-07-08 14:03:37+00:00,734.0,594.0,2602.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",9.0,6.0,True,"application/vnd.ms-excel,text/plain,text/tab-separated-values",6.0,6.0,0.0,0.0
doi:10.7910/DVN/BVPQFH,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/BVPQFH,2.0,1.0,2015-09-09 20:18:57+00:00,2015-10-15 20:27:35+00:00,1992.0,1956.0,2899.0,True,CC0,True,False,0.0,0.0,"citation,geospatial",22.0,22.0,True,"application/pdf,text/tab-separated-values",18.0,18.0,0.0,0.0
doi:10.7910/DVN/BWNJ8O,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/BWNJ8O,2.0,7.0,2012-12-04 00:00:00+00:00,2018-06-01 17:07:31+00:00,3002.0,996.0,4300.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",403.0,1.0,True,"application/pdf,application/x-stata,text/tab-separated-values",330.0,329.0,1.0,0.0
doi:10.7910/DVN/BXSYEL,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/BXSYEL,6.0,4.0,2018-04-25 20:20:52+00:00,2021-02-04 20:10:26+00:00,1033.0,17.0,1057.0,True,NONE,True,False,5.0,5.0,"citation,geospatial,socialscience",129.0,1.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",121.0,121.0,0.0,0.0
doi:10.7910/DVN/CBHQNH,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/CBHQNH,1.0,1.0,2020-07-14 19:28:51+00:00,2020-07-14 19:28:51+00:00,222.0,222.0,3284.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/CBVLK5,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/CBVLK5,1.0,1.0,2018-07-16 15:11:26+00:00,2018-07-16 15:11:26+00:00,951.0,951.0,2753.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",30.0,30.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",27.0,27.0,0.0,0.0
doi:10.7910/DVN/CDJMFY,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/CDJMFY,2.0,1.0,2015-11-03 18:54:16+00:00,2015-11-16 18:48:09+00:00,1937.0,1924.0,1209.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/CEIOQK,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/CEIOQK,2.0,1.0,2012-07-16 00:00:00+00:00,2015-12-08 16:03:29+00:00,3143.0,1902.0,1006.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",85.0,0.0,True,"application/msword,application/octet-stream,application/pdf,application/x-spss-sav,text/tab-separated-values",7.0,4.0,3.0,0.0
doi:10.7910/DVN/CFL5TE,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/CFL5TE,1.0,1.0,2020-03-16 19:14:07+00:00,2020-03-16 19:14:07+00:00,342.0,342.0,3447.0,True,NONE,True,False,2.0,2.0,"citation,geospatial,socialscience",5.0,5.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/CFRWUQ,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/CFRWUQ,3.0,2.0,2018-07-03 14:32:12+00:00,2019-01-31 17:07:39+00:00,964.0,752.0,1168.0,True,NONE,True,False,4.0,0.0,"citation,geospatial,socialscience",44.0,43.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",41.0,41.0,0.0,0.0
doi:10.7910/DVN/CIQ6FT,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/CIQ6FT,1.0,1.0,2020-05-06 18:34:40+00:00,2020-05-06 18:34:40+00:00,291.0,291.0,3283.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/CKIPWU,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/CKIPWU,1.0,1.0,2020-08-14 13:48:43+00:00,2020-08-14 13:48:43+00:00,191.0,191.0,3004.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/CM6HDC,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/CM6HDC,4.0,1.0,2017-08-30 17:44:47+00:00,2019-04-10 15:47:10+00:00,1271.0,683.0,1203.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,1.0,False,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/CMYKY8,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/CMYKY8,1.0,1.0,2020-10-07 18:16:18+00:00,2020-10-07 18:16:18+00:00,137.0,137.0,807.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",2.0,2.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,2.0
doi:10.7910/DVN/CNKPU6,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/CNKPU6,3.0,1.0,2015-11-03 18:42:58+00:00,2019-10-07 16:19:53+00:00,1937.0,503.0,1212.0,True,NONE,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/CTMBOK,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/CTMBOK,1.0,1.0,2019-05-30 13:34:01+00:00,2019-05-30 13:34:01+00:00,633.0,633.0,406.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/CVVHZV,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/CVVHZV,4.0,3.0,2012-11-13 00:00:00+00:00,2015-11-17 22:55:35+00:00,3023.0,1923.0,1008.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",12.0,0.0,True,"application/octet-stream,application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/CWNXAG,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/CWNXAG,2.0,1.0,2011-12-08 00:00:00+00:00,2018-05-23 14:29:51+00:00,3364.0,1005.0,568.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",62.0,0.0,True,"application/octet-stream,application/pdf,application/x-spss-sav,application/zip,text/tab-separated-values",54.0,27.0,27.0,0.0
doi:10.7910/DVN/CWZ15L,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,,,,,,,,,,,,,,,,,,,,,,,
doi:10.7910/DVN/CXGYJ7,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/CXGYJ7,2.0,1.0,2011-12-08 00:00:00+00:00,2016-04-20 20:04:36+00:00,3364.0,1768.0,1122.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",28.0,0.0,True,"application/pdf,application/vnd.ms-excel,application/zip",0.0,0.0,0.0,0.0
doi:10.7910/DVN/D4T5PV,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/D4T5PV,1.0,1.0,2018-11-14 14:55:00+00:00,2018-11-14 14:55:00+00:00,830.0,830.0,707.0,True,NONE,True,False,1.0,0.0,"citation,geospatial,socialscience",33.0,31.0,True,"application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.wordprocessingml.document,application/zip,text/tab-separated-values",30.0,30.0,0.0,0.0
doi:10.7910/DVN/DBAFZY,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/DBAFZY,1.0,1.0,2020-03-13 16:10:27+00:00,2020-03-13 16:10:27+00:00,345.0,345.0,1234.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",5.0,5.0,True,"application/x-gzip,application/zip,text/tab-separated-values",3.0,3.0,0.0,0.0
doi:10.7910/DVN/DGZTRA,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/DGZTRA,1.0,1.0,2008-12-18 00:00:00+00:00,2008-12-18 00:00:00+00:00,4449.0,4449.0,743.0,True,NONE,True,False,0.0,0.0,citation,38.0,0.0,True,"application/pdf,application/zip,text/tab-separated-values",30.0,30.0,0.0,0.0
doi:10.7910/DVN/DH1O3J,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/DH1O3J,4.0,1.0,2015-08-07 13:48:42+00:00,2015-10-15 20:35:10+00:00,2025.0,1956.0,1424.0,True,CC0,True,False,0.0,0.0,citation,3.0,0.0,True,application/pdf,0.0,0.0,0.0,0.0
doi:10.7910/DVN/DH37H9,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/DH37H9,1.0,1.0,2016-11-04 21:13:56+00:00,2016-11-04 21:13:56+00:00,1570.0,1570.0,1108.0,True,NONE,True,False,1.0,0.0,"citation,geospatial,socialscience",2.0,0.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/DHXBJX,IFPRI HarvestChoice Dataverse,https://dataverse.harvard.edu/dataverse/harvestchoice,https://doi.org/10.7910/DVN/DHXBJX,14.0,9.0,2015-10-26 17:13:56+00:00,2019-03-26 21:06:06+00:00,1945.0,698.0,687.0,True,NONE,True,False,1.0,0.0,citation,20.0,0.0,False,"application/pdf,application/zip,text/plain",5.0,0.0,5.0,0.0
doi:10.7910/DVN/DJUHYJ,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/DJUHYJ,1.0,1.0,2020-08-14 13:45:53+00:00,2020-08-14 13:45:53+00:00,191.0,191.0,3245.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/DKDUU9,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/DKDUU9,1.0,1.0,2020-06-04 19:49:16+00:00,2020-06-04 19:49:16+00:00,262.0,262.0,1880.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",2.0,2.0,0.0,3.0
doi:10.7910/DVN/DKURGR,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/DKURGR,3.0,2.0,2016-08-16 15:04:46+00:00,2019-01-18 18:45:33+00:00,1650.0,765.0,995.0,True,NONE,True,False,4.0,0.0,"citation,geospatial,socialscience",42.0,42.0,True,"application/pdf,text/tab-separated-values",38.0,38.0,0.0,0.0
doi:10.7910/DVN/DKWPIN,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/DKWPIN,2.0,1.0,2015-11-03 18:43:54+00:00,2015-11-16 21:09:25+00:00,1937.0,1924.0,1211.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/DO3MSH,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/DO3MSH,1.0,1.0,2018-03-16 15:58:00+00:00,2018-03-16 15:58:00+00:00,1073.0,1073.0,1318.0,True,NONE,True,False,1.0,1.0,"citation,geospatial",2.0,2.0,True,"application/vnd.ms-excel,text/plain",0.0,0.0,0.0,0.0
doi:10.7910/DVN/DPNGVC,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/DPNGVC,4.0,1.0,2017-08-30 15:26:42+00:00,2019-04-10 15:49:05+00:00,1271.0,683.0,853.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",1.0,1.0,False,text/tab-separated-values,1.0,1.0,0.0,1.0
doi:10.7910/DVN/DQGK1E,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/DQGK1E,4.0,3.0,2012-02-14 00:00:00+00:00,2015-11-20 16:07:38+00:00,3296.0,1920.0,990.0,True,NONE,True,False,1.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel,application/zip",0.0,0.0,0.0,0.0
doi:10.7910/DVN/DQGTMP,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/DQGTMP,2.0,1.0,2019-09-27 18:59:06+00:00,2019-10-01 19:51:46+00:00,513.0,509.0,917.0,True,NONE,True,False,1.0,0.0,"citation,geospatial,socialscience",1.0,1.0,True,application/vnd.ms-excel,0.0,0.0,0.0,1.0
doi:10.7910/DVN/DXMARV,IFPRI HarvestChoice Dataverse,https://dataverse.harvard.edu/dataverse/harvestchoice,https://doi.org/10.7910/DVN/DXMARV,5.0,3.0,2018-03-07 19:24:55+00:00,2019-06-10 16:51:15+00:00,1082.0,622.0,1255.0,True,NONE,True,False,2.0,0.0,citation,13.0,0.0,True,"application/pdf,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/zipped-shapefile,text/tab-separated-values",7.0,6.0,1.0,0.0
doi:10.7910/DVN/E0O4MM,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/E0O4MM,1.0,1.0,2016-11-04 20:17:51+00:00,2016-11-04 20:17:51+00:00,1570.0,1570.0,575.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",2.0,0.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/E1LWHK,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/E1LWHK,1.0,1.0,2020-08-14 13:46:10+00:00,2020-08-14 13:46:10+00:00,191.0,191.0,3922.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/E3WDFQ,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/E3WDFQ,4.0,2.0,2019-02-05 15:06:37+00:00,2019-07-08 14:07:16+00:00,747.0,594.0,1051.0,True,NONE,True,False,1.0,0.0,"citation,geospatial,socialscience",28.0,28.0,True,"application/pdf,application/vnd.ms-excel,text/tab-separated-values",26.0,26.0,0.0,0.0
doi:10.7910/DVN/E67HQK,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/E67HQK,1.0,1.0,2019-05-30 13:14:15+00:00,2019-05-30 13:14:15+00:00,633.0,633.0,400.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/E8WVVC,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/E8WVVC,6.0,6.0,2012-02-12 00:00:00+00:00,2012-05-24 00:00:00+00:00,3298.0,3196.0,637.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",13.0,0.0,True,"application/pdf,application/zip,text/tab-separated-values",8.0,8.0,0.0,0.0
doi:10.7910/DVN/EAU3TZ,Agricultural Science and Technology Indicators (ASTI) Dataverse,https://dataverse.harvard.edu/dataverse/asti,https://doi.org/10.7910/DVN/EAU3TZ,2.0,1.0,2015-11-03 18:53:42+00:00,2015-11-16 19:25:19+00:00,1937.0,1924.0,1207.0,True,CC0,True,False,1.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/EBZ2QR,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/EBZ2QR,10.0,8.0,2012-01-24 00:00:00+00:00,2019-11-13 20:31:48+00:00,3317.0,466.0,572.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel,application/zip",0.0,0.0,0.0,0.0
doi:10.7910/DVN/EFGLUB,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/EFGLUB,5.0,4.0,2012-02-08 00:00:00+00:00,2015-11-20 16:20:32+00:00,3302.0,1920.0,610.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",3.0,0.0,True,"application/pdf,application/vnd.ms-excel,application/zip",0.0,0.0,0.0,0.0
doi:10.7910/DVN/EFUW0R,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/EFUW0R,1.0,1.0,2018-08-30 19:56:32+00:00,2018-08-30 19:56:32+00:00,906.0,906.0,1693.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",6.0,0.0,True,"application/pdf,application/vnd.ms-excel",0.0,0.0,0.0,0.0
doi:10.7910/DVN/EH0E3B,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/EH0E3B,4.0,1.0,2017-08-30 16:16:01+00:00,2019-04-10 15:47:18+00:00,1271.0,683.0,954.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",5.0,0.0,True,application/vnd.ms-excel,0.0,0.0,0.0,5.0
doi:10.7910/DVN/EJI4M2,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/EJI4M2,3.0,2.0,2016-08-16 14:59:53+00:00,2019-01-03 15:25:10+00:00,1650.0,780.0,2130.0,True,NONE,True,False,4.0,0.0,citation,8.0,8.0,True,"application/pdf,text/tab-separated-values",6.0,6.0,0.0,0.0
doi:10.7910/DVN/EL3GAU,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/EL3GAU,1.0,1.0,2020-06-17 16:51:31+00:00,2020-06-17 16:51:31+00:00,249.0,249.0,3352.0,True,NONE,True,False,1.0,1.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/EMBLAF,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/EMBLAF,2.0,1.0,2020-08-14 13:50:23+00:00,2021-01-05 14:23:44+00:00,191.0,47.0,3517.0,True,NONE,True,False,2.0,2.0,"citation,geospatial,socialscience",4.0,4.0,True,"application/pdf,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/ENL1ZP,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/ENL1ZP,4.0,1.0,2018-01-23 19:29:58+00:00,2019-04-26 21:00:30+00:00,1125.0,667.0,193.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",0.0,0.0,False,NA,0.0,0.0,0.0,0.0
doi:10.7910/DVN/ENQB3A,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/ENQB3A,6.0,4.0,2012-01-24 00:00:00+00:00,2016-07-29 18:11:31+00:00,3317.0,1668.0,1929.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",6.0,0.0,True,"application/pdf,application/zip,text/tab-separated-values",1.0,1.0,0.0,0.0
doi:10.7910/DVN/EQG0XT,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/EQG0XT,1.0,1.0,2019-09-27 20:19:42+00:00,2019-09-27 20:19:42+00:00,513.0,513.0,500.0,True,NONE,True,True,0.0,0.0,"citation,geospatial,socialscience",32.0,32.0,True,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,text/tab-separated-values",32.0,31.0,1.0,32.0
doi:10.7910/DVN/EQULPS,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/EQULPS,1.0,2.0,2019-12-03 19:28:06+00:00,2019-12-03 19:28:06+00:00,446.0,446.0,948.0,True,NONE,True,False,0.0,0.0,"citation,geospatial",8.0,8.0,False,"application/vnd.ms-excel,text/tab-separated-values",2.0,2.0,0.0,8.0
doi:10.7910/DVN/EQZR5C,Africa RISING Dataverse,https://dataverse.harvard.edu/dataverse/AfricaRISING,https://doi.org/10.7910/DVN/EQZR5C,1.0,1.0,2021-02-03 15:23:58+00:00,2021-02-03 15:23:58+00:00,18.0,18.0,1058.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",2.0,2.0,True,text/tab-separated-values,2.0,2.0,0.0,0.0
doi:10.7910/DVN/ESTIZZ,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/ESTIZZ,3.0,2.0,2011-12-08 00:00:00+00:00,2017-03-13 15:18:46+00:00,3364.0,1441.0,1213.0,True,NONE,True,False,2.0,0.0,"citation,geospatial",9.0,0.0,True,"application/octet-stream,application/pdf,application/vnd.ms-excel,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,application/zip",1.0,0.0,1.0,0.0
doi:10.7910/DVN/EVGJGY,IFPRI Dataverse,https://dataverse.harvard.edu/dataverse/IFPRI,https://doi.org/10.7910/DVN/EVGJGY,5.0,4.0,2013-09-04 00:00:00+00:00,2016-04-19 14:23:47+00:00,2728.0,1769.0,1993.0,True,NONE,True,False,0.0,0.0,"citation,geospatial,socialscience",25.0,0.0,True,"application/pdf,application/zip,text/tab-separated-values",18.0,18.0,0.0,0.0
